Amper TH,Amper TH2,Province TH,Province EN,Amper TH3,CODE,Amper EN,ที่ว่าการอำเภอAmper TH Province TH,Lat,Lon
เมืองพิจิตร,เมืองพิจิตร,พิจิตร,Phichit,เมืองพิจิตร,66010000,Mueang Phichit,ที่ว่าการอำเภอเมืองพิจิตร พิจิตร,16.43874285901666,100.35031469957447
วังทรายพูน,วังทรายพูน,พิจิตร,Phichit,วังทรายพูน,66020000,Wang Sai Phun,ที่ว่าการอำเภอวังทรายพูน พิจิตร,16.388637364758306,100.53802262509072
โพธิ์ประทับช้าง,โพธิ์ประทับช้าง,พิจิตร,Phichit,โพธิ์ประทับช้าง,66030000,Pho Prathap Chang,ที่ว่าการอำเภอโพธิ์ประทับช้าง พิจิตร,16.311102702978978,100.27481677106879
ตะพานหิน,ตะพานหิน,พิจิตร,Phichit,ตะพานหิน,66040000,Taphan Hin,ที่ว่าการอำเภอตะพานหิน พิจิตร,16.214218118427148,100.42217184493877
บางมูลนาก,บางมูลนาก,พิจิตร,Phichit,บางมูลนาก,66050000,Bang Mun Nak,ที่ว่าการอำเภอบางมูลนาก พิจิตร,16.027823046158794,100.37878866142535
โพทะเล,โพทะเล,พิจิตร,Phichit,โพทะเล,66060000,Pho Thale,ที่ว่าการอำเภอโพทะเล พิจิตร,16.075000239148494,100.3032712824341
สามง่าม,สามง่าม,พิจิตร,Phichit,สามง่าม,66070000,Sam Ngam,ที่ว่าการอำเภอสามง่าม พิจิตร,16.509068164973026,100.20460821966972
ทับคล้อ,ทับคล้อ,พิจิตร,Phichit,ทับคล้อ,66080000,Tap Khlo,ที่ว่าการอำเภอทับคล้อ พิจิตร,16.160361519444415,100.59656397654838
สากเหล็ก,สากเหล็ก,พิจิตร,Phichit,สากเหล็ก,66090000,Sak Lek,ที่ว่าการอำเภอสากเหล็ก พิจิตร,16.509641908003804,100.46921721845177
บึงนาราง,บึงนาราง,พิจิตร,Phichit,บึงนาราง,66100000,Bueng Na Rang,ที่ว่าการอำเภอบึงนาราง พิจิตร,16.172367957847918,100.12485286359582
ดงเจริญ,ดงเจริญ,พิจิตร,Phichit,ดงเจริญ,66110000,Dong Charoen,ที่ว่าการอำเภอดงเจริญ พิจิตร,16.02916096962888,100.62708748276529
วชิรบารมี,วชิรบารมี,พิจิตร,Phichit,วชิรบารมี,66120000,Wachirabarami,ที่ว่าการอำเภอวชิรบารมี พิจิตร,16.52427285502723,100.14449915675334
เมืองเพชรบูรณ์,เมืองเพชรบูรณ์,เพชรบูรณ์,Phetchabun,เมืองเพชรบูรณ์,67010000,Mueang Phetchabun,ที่ว่าการอำเภอเมืองเพชรบูรณ์ เพชรบูรณ์,16.442986424976475,101.14918615616064
ชนแดน,ชนแดน,เพชรบูรณ์,Phetchabun,ชนแดน,67020000,Chon Daen,ที่ว่าการอำเภอชนแดน เพชรบูรณ์,16.18928965771259,100.85967150897707
หล่มสัก,หล่มสัก,เพชรบูรณ์,Phetchabun,หล่มสัก,67030000,Lom Sak,ที่ว่าการอำเภอหล่มสัก เพชรบูรณ์,16.779597196305495,101.24233532889318
หล่มเก่า,หล่มเก่า,เพชรบูรณ์,Phetchabun,หล่มเก่า,67040000,Lom Kao,ที่ว่าการอำเภอหล่มเก่า เพชรบูรณ์,16.885714548053542,101.22939765236038
วิเชียรบุรี,วิเชียรบุรี,เพชรบูรณ์,Phetchabun,วิเชียรบุรี,67050000,Wichian Buri,ที่ว่าการอำเภอวิเชียรบุรี เพชรบูรณ์,15.65719065461655,101.1065748699457
ศรีเทพ,ศรีเทพ,เพชรบูรณ์,Phetchabun,ศรีเทพ,67060000,Si Thep,ที่ว่าการอำเภอศรีเทพ เพชรบูรณ์,15.453773070454034,101.06696715755989
หนองไผ่,หนองไผ่,เพชรบูรณ์,Phetchabun,หนองไผ่,67070000,Nong Phai,ที่ว่าการอำเภอหนองไผ่ เพชรบูรณ์,15.99014796827965,101.06239723997905
บึงสามพัน,บึงสามพัน,เพชรบูรณ์,Phetchabun,บึงสามพัน,67080000,Bueng Sam Phan,ที่ว่าการอำเภอบึงสามพัน เพชรบูรณ์,15.796558265430976,101.00835220872483
น้ำหนาว,น้ำหนาว,เพชรบูรณ์,Phetchabun,น้ำหนาว,67090000,Nam Nao,ที่ว่าการอำเภอน้ำหนาว เพชรบูรณ์,16.767228463525356,101.66964358625128
วังโป่ง,วังโป่ง,เพชรบูรณ์,Phetchabun,วังโป่ง,67100000,Wang Pong,ที่ว่าการอำเภอวังโป่ง เพชรบูรณ์,16.34129407097575,100.79352877275375
เขาค้อ,เขาค้อ,เพชรบูรณ์,Phetchabun,เขาค้อ,67110000,Khao kho,ที่ว่าการอำเภอเขาค้อ เพชรบูรณ์,16.633713948394227,100.99816860381183
เมืองราชบุรี,เมืองราชบุรี,ราชบุรี,Ratchaburi,เมืองราชบุรี,70010000,Mueang Ratchaburi,ที่ว่าการอำเภอเมืองราชบุรี ราชบุรี,13.528886542456357,99.81263174591012
จอมบึง,จอมบึง,ราชบุรี,Ratchaburi,จอมบึง,70020000,Chom Bueng,ที่ว่าการอำเภอจอมบึง ราชบุรี,13.619573438978804,99.59172135338545
สวนผึ้ง,สวนผึ้ง,ราชบุรี,Ratchaburi,สวนผึ้ง,70030000,Suan Phueng,ที่ว่าการอำเภอสวนผึ้ง ราชบุรี,13.544095449877622,99.33982087555444
ดำเนินสะดวก,ดำเนินสะดวก,ราชบุรี,Ratchaburi,ดำเนินสะดวก,70040000,Damnoen Saduak,ที่ว่าการอำเภอดำเนินสะดวก ราชบุรี,13.51770349443403,99.95449517788472
บ้านโป่ง,บ้านโป่ง,ราชบุรี,Ratchaburi,บ้านโป่ง,70050000,Ban Pong,ที่ว่าการอำเภอบ้านโป่ง ราชบุรี,13.814028362636568,99.87116905534454
บางแพ,บางแพ,ราชบุรี,Ratchaburi,บางแพ,70060000,Bang Phae,ที่ว่าการอำเภอบางแพ ราชบุรี,13.691259457587947,99.93044926732354
โพธาราม,โพธาราม,ราชบุรี,Ratchaburi,โพธาราม,70070000,Photharam,ที่ว่าการอำเภอโพธาราม ราชบุรี,13.692433198288121,99.85348641622289
ปากท่อ,ปากท่อ,ราชบุรี,Ratchaburi,ปากท่อ,70080000,Pak Tho,ที่ว่าการอำเภอปากท่อ ราชบุรี,13.367839262252865,99.8305554604128
วัดเพลง,วัดเพลง,ราชบุรี,Ratchaburi,วัดเพลง,70090000,Wat Phleng,ที่ว่าการอำเภอวัดเพลง ราชบุรี,13.453791719593506,99.88686914133345
บ้านคา,บ้านคา,ราชบุรี,Ratchaburi,บ้านคา,70100000,Ban Kha,ที่ว่าการอำเภอบ้านคา ราชบุรี,13.43044491059529,99.40965598968013
เมืองกาญจนบุรี,เมืองกาญจนบุรี,กาญจนบุรี,Kanchanaburi,เมืองกาญจนบุรี,71010000,Mueang Kanchanaburi,ที่ว่าการอำเภอเมืองกาญจนบุรี กาญจนบุรี,14.003795734800713,99.55000973701178
ไทรโยค,ไทรโยค,กาญจนบุรี,Kanchanaburi,ไทรโยค,71020000,Sai Yok,ที่ว่าการอำเภอไทรโยค กาญจนบุรี,14.11564124503416,99.14469703566327
บ่อพลอย,บ่อพลอย,กาญจนบุรี,Kanchanaburi,บ่อพลอย,71030000,Bo Phloi,ที่ว่าการอำเภอบ่อพลอย กาญจนบุรี,14.324989914458358,99.51430720635362
ศรีสวัสดิ์,ศรีสวัสดิ์,กาญจนบุรี,Kanchanaburi,ศรีสวัสดิ์,71040000,Si Sawat,ที่ว่าการอำเภอศรีสวัสดิ์ กาญจนบุรี,14.600381506252667,99.11449091421855
ท่ามะกา,ท่ามะกา,กาญจนบุรี,Kanchanaburi,ท่ามะกา,71050000,Tha Maka,ที่ว่าการอำเภอท่ามะกา กาญจนบุรี,13.920557686264456,99.76530037113845
ท่าม่วง,ท่าม่วง,กาญจนบุรี,Kanchanaburi,ท่าม่วง,71060000,Tha Muang,ที่ว่าการอำเภอท่าม่วง กาญจนบุรี,13.96666478251198,99.63850500672433
ทองผาภูมิ,ทองผาภูมิ,กาญจนบุรี,Kanchanaburi,ทองผาภูมิ,71070000,Thong Pha Phum,ที่ว่าการอำเภอทองผาภูมิ กาญจนบุรี,14.74586233676686,98.62519124904604
สังขละบุรี,สังขละบุรี,กาญจนบุรี,Kanchanaburi,สังขละบุรี,71080000,Sangkhla Buri,ที่ว่าการอำเภอสังขละบุรี กาญจนบุรี,15.15555421320178,98.45339575352486
พนมทวน,พนมทวน,กาญจนบุรี,Kanchanaburi,พนมทวน,71090000,Phanom Thuan,ที่ว่าการอำเภอพนมทวน กาญจนบุรี,14.130277498277337,99.69897496298135
เลาขวัญ,เลาขวัญ,กาญจนบุรี,Kanchanaburi,เลาขวัญ,71100000,Lao Khwan,ที่ว่าการอำเภอเลาขวัญ กาญจนบุรี,14.596646077275613,99.77461389997363
ด่านมะขามเตี้ย,ด่านมะขามเตี้ย,กาญจนบุรี,Kanchanaburi,ด่านมะขามเตี้ย,71110000,Dan Makham Tia,ที่ว่าการอำเภอด่านมะขามเตี้ย กาญจนบุรี,13.853501976975771,99.41053332325063
หนองปรือ,หนองปรือ,กาญจนบุรี,Kanchanaburi,หนองปรือ,71120000,Nong Prue,ที่ว่าการอำเภอหนองปรือ กาญจนบุรี,14.612627379278791,99.45079308928413
ห้วยกระเจา,ห้วยกระเจา,กาญจนบุรี,Kanchanaburi,ห้วยกระเจา,71130000,Huai Krachao,ที่ว่าการอำเภอห้วยกระเจา กาญจนบุรี,14.327164764908714,99.6667077137334
เมืองสุพรรณบุรี,เมืองสุพรรณบุรี,สุพรรณบุรี,Suphan Buri,เมืองสุพรรณบุรี,72010000,Mueang Saphan Buri,ที่ว่าการอำเภอเมืองสุพรรณบุรี สุพรรณบุรี,14.474459454200524,100.11843846666692
เดิมบางนางบวช,เดิมบางนางบวช,สุพรรณบุรี,Suphan Buri,เดิมบางนางบวช,72020000,Doem Bang Nang Buat,ที่ว่าการอำเภอเดิมบางนางบวช สุพรรณบุรี,14.853719877263051,100.0979679417952
ด่านช้าง,ด่านช้าง,สุพรรณบุรี,Suphan Buri,ด่านช้าง,72030000,Dan Chang,ที่ว่าการอำเภอด่านช้าง สุพรรณบุรี,14.841606863811027,99.69732002574668
บางปลาม้า,บางปลาม้า,สุพรรณบุรี,Suphan Buri,บางปลาม้า,72040000,Bang Pla Ma,ที่ว่าการอำเภอบางปลาม้า สุพรรณบุรี,14.40229600012197,100.15427285521326
ศรีประจันต์,ศรีประจันต์,สุพรรณบุรี,Suphan Buri,ศรีประจันต์,72050000,Si Prachan,ที่ว่าการอำเภอศรีประจันต์ สุพรรณบุรี,14.619849416163882,100.14445106098621
ดอนเจดีย์,ดอนเจดีย์,สุพรรณบุรี,Suphan Buri,ดอนเจดีย์,72060000,Don Chedi,ที่ว่าการอำเภอดอนเจดีย์ สุพรรณบุรี,14.635139116461005,100.0210795718853
สองพี่น้อง,สองพี่น้อง,สุพรรณบุรี,Suphan Buri,สองพี่น้อง,72070000,Song Phi Nong,ที่ว่าการอำเภอสองพี่น้อง สุพรรณบุรี,14.22369629017095,100.02106522093484
สามชุก,สามชุก,สุพรรณบุรี,Suphan Buri,สามชุก,72080000,Sam Chuk,ที่ว่าการอำเภอสามชุก สุพรรณบุรี,14.755274909358254,100.09476456481102
อู่ทอง,อู่ทอง,สุพรรณบุรี,Suphan Buri,อู่ทอง,72090000,U Thong,ที่ว่าการอำเภออู่ทอง สุพรรณบุรี,14.375634216449578,99.89238663948238
หนองหญ้าไซ,หนองหญ้าไซ,สุพรรณบุรี,Suphan Buri,หนองหญ้าไซ,72100000,Nong Ya Sai,ที่ว่าการอำเภอหนองหญ้าไซ สุพรรณบุรี,14.774928203797137,99.9108430663149
เมืองนครปฐม,เมืองนครปฐม,นครปฐม,Nakhon Pathom,เมืองนครปฐม,73010000,mueang Nakhon Pathom,ที่ว่าการอำเภอเมืองนครปฐม นครปฐม,13.819727627382651,100.06588514221272
กำแพงแสน,กำแพงแสน,นครปฐม,Nakhon Pathom,กำแพงแสน,73020000,Kamphaeng Saen,ที่ว่าการอำเภอกำแพงแสน นครปฐม,13.983890554329648,99.99387198464478
นครชัยศรี,นครชัยศรี,นครปฐม,Nakhon Pathom,นครชัยศรี,73030000,Nakhon Chai Si,ที่ว่าการอำเภอนครชัยศรี นครปฐม,13.80109168210314,100.18764080393815
ดอนตูม,ดอนตูม,นครปฐม,Nakhon Pathom,ดอนตูม,73040000,Don Tum,ที่ว่าการอำเภอดอนตูม นครปฐม,13.960498966963947,100.08122306256008
บางเลน,บางเลน,นครปฐม,Nakhon Pathom,บางเลน,73050000,Bang Len,ที่ว่าการอำเภอบางเลน นครปฐม,14.02154983765322,100.1654586176418
สามพราน,สามพราน,นครปฐม,Nakhon Pathom,สามพราน,73060000,Sam Phran,ที่ว่าการอำเภอสามพราน นครปฐม,13.724188966809752,100.21666095289999
พุทธมณฑล,พุทธมณฑล,นครปฐม,Nakhon Pathom,พุทธมณฑล,73070000,Phutthamonthon,ที่ว่าการอำเภอพุทธมณฑล นครปฐม,13.802071478437664,100.32148652876627
เมืองสมุทรสาคร,เมืองสมุทรสาคร,สมุทรสาคร,Samut Sakhon,เมืองสมุทรสาคร,74010000,Mueang Samut Sakhon,ที่ว่าการอำเภอเมืองสมุทรสาคร สมุทรสาคร,13.548360285937592,100.27347094301932
กระทุ่มแบน,กระทุ่มแบน,สมุทรสาคร,Samut Sakhon,กระทุ่มแบน,74020000,Krathum Baen,ที่ว่าการอำเภอกระทุ่มแบน สมุทรสาคร,13.655867116019023,100.26771352525253
บ้านแพ้ว,บ้านแพ้ว,สมุทรสาคร,Samut Sakhon,บ้านแพ้ว,74030000,Ban Phaeo,ที่ว่าการอำเภอบ้านแพ้ว สมุทรสาคร,13.590512472809767,100.10768004626956
เมืองสมุทรสงคราม,เมืองสมุทรสงคราม,สมุทรสงคราม,Samut Songkhram,เมืองสมุทรสงคราม,75010000,Mueang Samut Songkhram,ที่ว่าการอำเภอเมืองสมุทรสงคราม สมุทรสงคราม,13.413848306896243,100.00334956480233
บางคนที,บางคนที,สมุทรสงคราม,Samut Songkhram,บางคนที,75020000,Bang Khonthi,ที่ว่าการอำเภอบางคนที สมุทรสงคราม,13.468826516020027,99.94035164182827
อัมพวา,อัมพวา,สมุทรสงคราม,Samut Songkhram,อัมพวา,75030000,Amphawa,ที่ว่าการอำเภออัมพวา สมุทรสงคราม,13.424432033399448,99.95734734025164
เมืองเพชรบุรี,เมืองเพชรบุรี,เพชรบุรี,Phetchaburi,เมืองเพชรบุรี,76010000,Mueang Phetchaburi,ที่ว่าการอำเภอเมืองเพชรบุรี เพชรบุรี,13.111760714851735,99.94411914392528
เขาย้อย,เขาย้อย,เพชรบุรี,Phetchaburi,เขาย้อย,76020000,Khao Yoi,ที่ว่าการอำเภอเขาย้อย เพชรบุรี,13.24028727815931,99.82399575757643
หนองหญ้าปล้อง,หนองหญ้าปล้อง,เพชรบุรี,Phetchaburi,หนองหญ้าปล้อง,76030000,Nong Ya Plong,ที่ว่าการอำเภอหนองหญ้าปล้อง เพชรบุรี,13.162971080715227,99.69715965559988
ชะอำ,ชะอำ,เพชรบุรี,Phetchaburi,ชะอำ,76040000,Cha-am,ที่ว่าการอำเภอชะอำ เพชรบุรี,12.799645764734326,99.96712508326834
ท่ายาง,ท่ายาง,เพชรบุรี,Phetchaburi,ท่ายาง,76050000,Tha Yang,ที่ว่าการอำเภอท่ายาง เพชรบุรี,12.973465841217218,99.88782956761784
บ้านลาด,บ้านลาด,เพชรบุรี,Phetchaburi,บ้านลาด,76060000,Ban Lat,ที่ว่าการอำเภอบ้านลาด เพชรบุรี,13.049419809843338,99.91889037159483
บ้านแหลม,บ้านแหลม,เพชรบุรี,Phetchaburi,บ้านแหลม,76070000,Ban Laem,ที่ว่าการอำเภอบ้านแหลม เพชรบุรี,13.200520938727484,99.98022333813158
แก่งกระจาน,แก่งกระจาน,เพชรบุรี,Phetchaburi,แก่งกระจาน,76080000,Kaeng Krachan,ที่ว่าการอำเภอแก่งกระจาน เพชรบุรี,12.907557150413224,99.64822294257357
เมืองประจวบคีรีขันธ์,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,Prachuap Khiri Khan,เมืองประจวบคีรีขันธ์,77010000,Mueang Prachuap Khiri Khan,ที่ว่าการอำเภอเมืองประจวบคีรีขันธ์ ประจวบคีรีขันธ์,11.80864959896158,99.79660431782004
กุยบุรี,กุยบุรี,ประจวบคีรีขันธ์,Prachuap Khiri Khan,กุยบุรี,77020000,Kui Buri,ที่ว่าการอำเภอกุยบุรี ประจวบคีรีขันธ์,12.082885433065185,99.85457249852296
ทับสะแก,ทับสะแก,ประจวบคีรีขันธ์,Prachuap Khiri Khan,ทับสะแก,77030000,Thap Sakae,ที่ว่าการอำเภอทับสะแก ประจวบคีรีขันธ์,11.499527287530256,99.62216811354473
บางสะพาน,บางสะพาน,ประจวบคีรีขันธ์,Prachuap Khiri Khan,บางสะพาน,77040000,Bang Saphan,ที่ว่าการอำเภอบางสะพาน ประจวบคีรีขันธ์,11.214266942466557,99.51184501268101
บางสะพานน้อย,บางสะพานน้อย,ประจวบคีรีขันธ์,Prachuap Khiri Khan,บางสะพานน้อย,77050000,Bang Saphan Noi,ที่ว่าการอำเภอบางสะพานน้อย ประจวบคีรีขันธ์,11.075116029043603,99.44134943377586
ปราณบุรี,ปราณบุรี,ประจวบคีรีขันธ์,Prachuap Khiri Khan,ปราณบุรี,77060000,Pran Buri,ที่ว่าการอำเภอปราณบุรี ประจวบคีรีขันธ์,12.394335830340538,99.91629950368416
หัวหิน,หัวหิน,ประจวบคีรีขันธ์,Prachuap Khiri Khan,หัวหิน,77070000,Hua Hin,ที่ว่าการอำเภอหัวหิน ประจวบคีรีขันธ์,12.53016327675835,99.88062707683788
สามร้อยยอด,สามร้อยยอด,ประจวบคีรีขันธ์,Prachuap Khiri Khan,สามร้อยยอด,77080000,Sam Roi Yot,ที่ว่าการอำเภอสามร้อยยอด ประจวบคีรีขันธ์,12.270695206521596,99.87196316409143
เมืองนครศรีธรรมราช,เมืองนครศรีธรรมราช,นครศรีธรรมราช,Nakhon Si Thammarat,เมืองนครศรีธรรมราช,80010000,Mueang Nakhon Si Thammarat,ที่ว่าการอำเภอเมืองนครศรีธรรมราช นครศรีธรรมราช,8.481024740283933,99.9673099710435
พรหมคีรี,พรหมคีรี,นครศรีธรรมราช,Nakhon Si Thammarat,พรหมคีรี,80020000,Phrom Khiri,ที่ว่าการอำเภอพรหมคีรี นครศรีธรรมราช,8.52272417970887,99.82332047158343
ลานสกา,ลานสกา,นครศรีธรรมราช,Nakhon Si Thammarat,ลานสกา,80030000,Lan Saka,ที่ว่าการอำเภอลานสกา นครศรีธรรมราช,8.370936099989324,99.80549801336961
ฉวาง,ฉวาง,นครศรีธรรมราช,Nakhon Si Thammarat,ฉวาง,80040000,Chawang,ที่ว่าการอำเภอฉวาง นครศรีธรรมราช,8.426025663023358,99.50463461428963
พิปูน,พิปูน,นครศรีธรรมราช,Nakhon Si Thammarat,พิปูน,80050000,Phipun,ที่ว่าการอำเภอพิปูน นครศรีธรรมราช,8.560965029874772,99.60749397376195
เชียรใหญ่,เชียรใหญ่,นครศรีธรรมราช,Nakhon Si Thammarat,เชียรใหญ่,80060000,Chian Yai,ที่ว่าการอำเภอเชียรใหญ่ นครศรีธรรมราช,8.16903016834393,100.14481921252589
ชะอวด,ชะอวด,นครศรีธรรมราช,Nakhon Si Thammarat,ชะอวด,80070000,Cha-uat,ที่ว่าการอำเภอชะอวด นครศรีธรรมราช,7.995446836792531,99.98922264409512
ท่าศาลา,ท่าศาลา,นครศรีธรรมราช,Nakhon Si Thammarat,ท่าศาลา,80080000,Tha Sala,ที่ว่าการอำเภอท่าศาลา นครศรีธรรมราช,8.667373907414198,99.93087658090873
ทุ่งสง,ทุ่งสง,นครศรีธรรมราช,Nakhon Si Thammarat,ทุ่งสง,80090000,Thung Song,ที่ว่าการอำเภอทุ่งสง นครศรีธรรมราช,8.16468885020509,99.68074385756461
นาบอน,นาบอน,นครศรีธรรมราช,Nakhon Si Thammarat,นาบอน,80100000,Na Bon,ที่ว่าการอำเภอนาบอน นครศรีธรรมราช,8.261958291241308,99.59457912872797
ทุ่งใหญ่,ทุ่งใหญ่,นครศรีธรรมราช,Nakhon Si Thammarat,ทุ่งใหญ่,80110000,Thung Yai,ที่ว่าการอำเภอทุ่งใหญ่ นครศรีธรรมราช,8.296282458581812,99.37433633547002
ปากพนัง,ปากพนัง,นครศรีธรรมราช,Nakhon Si Thammarat,ปากพนัง,80120000,Pak Phanang,ที่ว่าการอำเภอปากพนัง นครศรีธรรมราช,8.357998492730513,100.20524184272558
ร่อนพิบูลย์,ร่อนพิบูลย์,นครศรีธรรมราช,Nakhon Si Thammarat,ร่อนพิบูลย์,80130000,Ron Phibun,ที่ว่าการอำเภอร่อนพิบูลย์ นครศรีธรรมราช,8.179504387666052,99.85486142336708
สิชล,สิชล,นครศรีธรรมราช,Nakhon Si Thammarat,สิชล,80140000,Sichon,ที่ว่าการอำเภอสิชล นครศรีธรรมราช,8.963694123392498,99.89640699710854
ขนอม,ขนอม,นครศรีธรรมราช,Nakhon Si Thammarat,ขนอม,80150000,Khanom,ที่ว่าการอำเภอขนอม นครศรีธรรมราช,9.204822757825392,99.86113910401666
หัวไทร,หัวไทร,นครศรีธรรมราช,Nakhon Si Thammarat,หัวไทร,80160000,Hua Sai,ที่ว่าการอำเภอหัวไทร นครศรีธรรมราช,8.04056665185287,100.27591351341012
บางขัน,บางขัน,นครศรีธรรมราช,Nakhon Si Thammarat,บางขัน,80170000,Bang Khan,ที่ว่าการอำเภอบางขัน นครศรีธรรมราช,8.026895286552822,99.47303057932902
ถ้ำพรรณรา,ถ้ำพรรณรา,นครศรีธรรมราช,Nakhon Si Thammarat,ถ้ำพรรณรา,80180000,Tham Phannara,ที่ว่าการอำเภอถ้ำพรรณรา นครศรีธรรมราช,8.421001612836795,99.39525830572826
จุฬาภรณ์,จุฬาภรณ์,นครศรีธรรมราช,Nakhon Si Thammarat,จุฬาภรณ์,80190000,Chulabhorn,ที่ว่าการอำเภอจุฬาภรณ์ นครศรีธรรมราช,8.075752911208234,99.86955253550205
พระพรหม,พระพรหม,นครศรีธรรมราช,Nakhon Si Thammarat,พระพรหม,80200000,Phra Phrom,ที่ว่าการอำเภอพระพรหม นครศรีธรรมราช,8.33831133297712,99.90114160536345
นบพิตำ,นบพิตำ,นครศรีธรรมราช,Nakhon Si Thammarat,นบพิตำ,80210000,Nopphitam,ที่ว่าการอำเภอนบพิตำ นครศรีธรรมราช,8.719469844662799,99.75171373652229
ช้างกลาง,ช้างกลาง,นครศรีธรรมราช,Nakhon Si Thammarat,ช้างกลาง,80220000,Chang Klang,ที่ว่าการอำเภอช้างกลาง นครศรีธรรมราช,8.37415459276495,99.56782899805242
เมืองกระบี่,เมืองกระบี่,กระบี่,Krabi,เมืองกระบี่,81010000,Mueang Krabi,ที่ว่าการอำเภอเมืองกระบี่ กระบี่,8.061763150872709,98.91857211721937
เขาพนม,เขาพนม,กระบี่,Krabi,เขาพนม,81020000,Khao Phanom,ที่ว่าการอำเภอเขาพนม กระบี่,8.264923005122508,99.04963943438898
เกาะลันตา,เกาะลันตา,กระบี่,Krabi,เกาะลันตา,81030000,Ko Lanta,ที่ว่าการอำเภอเกาะลันตา กระบี่,7.655484457684147,99.04171480554669
คลองท่อม,คลองท่อม,กระบี่,Krabi,คลองท่อม,81040000,Khlong Thom,ที่ว่าการอำเภอคลองท่อม กระบี่,7.95423580685739,99.14489509762547
อ่าวลึก,อ่าวลึก,กระบี่,Krabi,อ่าวลึก,81050000,Ao Luek,ที่ว่าการอำเภออ่าวลึก กระบี่,8.37794399292716,98.72216047857258
ปลายพระยา,ปลายพระยา,กระบี่,Krabi,ปลายพระยา,81060000,Plai Phraya,ที่ว่าการอำเภอปลายพระยา กระบี่,8.533183092941565,98.86447316433053
ลำทับ,ลำทับ,กระบี่,Krabi,ลำทับ,81070000,Lam Thap,ที่ว่าการอำเภอลำทับ กระบี่,8.072378697520255,99.29234917671407
เหนือคลอง,เหนือคลอง,กระบี่,Krabi,เหนือคลอง,81080000,Nuea Khlong,ที่ว่าการอำเภอเหนือคลอง กระบี่,8.074737684045544,99.00413052275218
เมืองพังงา,เมืองพังงา,พังงา,Phang Nga,เมืองพังงา,82010000,Mueang Phang-nga,ที่ว่าการอำเภอเมืองพังงา พังงา,8.439932144896245,98.5182664296766
เกาะยาว,เกาะยาว,พังงา,Phang Nga,เกาะยาว,82020000,Ko Yao,ที่ว่าการอำเภอเกาะยาว พังงา,8.111057441885057,98.5907219782417
กะปง,กะปง,พังงา,Phang Nga,กะปง,82030000,Kapong,ที่ว่าการอำเภอกะปง พังงา,8.697187325121748,98.40909722965183
ตะกั่วทุ่ง,ตะกั่วทุ่ง,พังงา,Phang Nga,ตะกั่วทุ่ง,82040000,Takua Thung,ที่ว่าการอำเภอตะกั่วทุ่ง พังงา,8.392065768415863,98.45181648442235
ตะกั่วป่า,ตะกั่วป่า,พังงา,Phang Nga,ตะกั่วป่า,82050000,Takua Pa,ที่ว่าการอำเภอตะกั่วป่า พังงา,8.869583878805376,98.34331832466698
คุระบุรี,คุระบุรี,พังงา,Phang Nga,คุระบุรี,82060000,Khura Buri,ที่ว่าการอำเภอคุระบุรี พังงา,9.193874498096784,98.414956865484
ทับปุด,ทับปุด,พังงา,Phang Nga,ทับปุด,82070000,Thap Put,ที่ว่าการอำเภอทับปุด พังงา,8.516109668209808,98.63980882580059
ท้ายเหมือง,ท้ายเหมือง,พังงา,Phang Nga,ท้ายเหมือง,82080000,Thai Mueang,ที่ว่าการอำเภอท้ายเหมือง พังงา,8.399343280685029,98.26087190576524
เมืองภูเก็ต,เมืองภูเก็ต,ภูเก็ต,Phuket,เมืองภูเก็ต,83010000,Mueang Phuket,ที่ว่าการอำเภอเมืองภูเก็ต ภูเก็ต,7.889595214091463,98.38540420419328
กะทู้,กะทู้,ภูเก็ต,Phuket,กะทู้,83020000,Kathu,ที่ว่าการอำเภอกะทู้ ภูเก็ต,7.908998463274505,98.33339289137757
ถลาง,ถลาง,ภูเก็ต,Phuket,ถลาง,83030000,Thalang,ที่ว่าการอำเภอถลาง ภูเก็ต,8.031570296598234,98.33397963169399
เมืองสุราษฎร์ธานี,เมืองสุราษฎร์ธานี,สุราษฎร์ธานี,Surat Thani,เมืองสุราษฎร์ธานี,84010000,Mueang Surat Thani,ที่ว่าการอำเภอเมืองสุราษฎร์ธานี สุราษฎร์ธานี,9.136069196016727,99.32027410169559
กาญจนดิษฐ์,กาญจนดิษฐ์,สุราษฎร์ธานี,Surat Thani,กาญจนดิษฐ์,84020000,Kanchanadit,ที่ว่าการอำเภอกาญจนดิษฐ์ สุราษฎร์ธานี,9.16553945504619,99.47101535142511
ดอนสัก,ดอนสัก,สุราษฎร์ธานี,Surat Thani,ดอนสัก,84030000,Don Sak,ที่ว่าการอำเภอดอนสัก สุราษฎร์ธานี,9.315481903838249,99.69079609918944
เกาะสมุย,เกาะสมุย,สุราษฎร์ธานี,Surat Thani,เกาะสมุย,84040000,Ko Samui,ที่ว่าการอำเภอเกาะสมุย สุราษฎร์ธานี,9.53652162636704,99.93631595793394
เกาะพะงัน,เกาะพะงัน,สุราษฎร์ธานี,Surat Thani,เกาะพะงัน,84050000,Ko Pha-ngan,ที่ว่าการอำเภอเกาะพะงัน สุราษฎร์ธานี,9.72033222895258,99.99650975594774
ไชยา,ไชยา,สุราษฎร์ธานี,Surat Thani,ไชยา,84060000,Chaiya,ที่ว่าการอำเภอไชยา สุราษฎร์ธานี,9.386509392567941,99.20058238453122
