Amper TH,Amper TH2,Province TH,Province EN,Amper TH3,CODE,Amper EN,ที่ว่าการอำเภอAmper TH Province TH,Lat,Lon
วัฒนานคร,วัฒนานคร,สระแก้ว,Sa Kaeo,วัฒนานคร,27050000,Watthana Nakhon,ที่ว่าการอำเภอวัฒนานคร สระแก้ว,13.747754859438961,102.30760517091215
อรัญประเทศ,อรัญประเทศ,สระแก้ว,Sa Kaeo,อรัญประเทศ,27060000,Aranyaprathet,ที่ว่าการอำเภออรัญประเทศ สระแก้ว,13.700763310912555,102.51171103202232
เขาฉกรรจ์,เขาฉกรรจ์,สระแก้ว,Sa Kaeo,เขาฉกรรจ์,27070000,Khao Chakan,ที่ว่าการอำเภอเขาฉกรรจ์ สระแก้ว,13.650616669087357,102.09672143919887
โคกสูง,โคกสูง,สระแก้ว,Sa Kaeo,โคกสูง,27080000,Khok Sung,ที่ว่าการอำเภอโคกสูง สระแก้ว,13.832750791144646,102.61423713555897
วังสมบูรณ์,วังสมบูรณ์,สระแก้ว,Sa Kaeo,วังสมบูรณ์,27090000,Wang Sombun,ที่ว่าการอำเภอวังสมบูรณ์ สระแก้ว,13.39705092790461,102.19872179131397
เมืองนครราชสีมา,เมืองนครราชสีมา,นครราชสีมา,Nakhon Ratchasima,เมืองนครราชสีมา,30010000,Mueang Nakhon Ratchasima,ที่ว่าการอำเภอเมืองนครราชสีมา นครราชสีมา,14.971228405899632,102.099628010185
ครบุรี,ครบุรี,นครราชสีมา,Nakhon Ratchasima,ครบุรี,30020000,Khon Buri,ที่ว่าการอำเภอครบุรี นครราชสีมา,14.52390967043978,102.24853902180367
เสิงสาง,เสิงสาง,นครราชสีมา,Nakhon Ratchasima,เสิงสาง,30030000,Soeng Sang,ที่ว่าการอำเภอเสิงสาง นครราชสีมา,14.426223869933798,102.46043957155013
คง,คง,นครราชสีมา,Nakhon Ratchasima,คง,30040000,Khong,ที่ว่าการอำเภอคง นครราชสีมา,15.441314691151108,102.32843171775136
บ้านเหลื่อม,บ้านเหลื่อม,นครราชสีมา,Nakhon Ratchasima,บ้านเหลื่อม,30050000,Ban Lueam,ที่ว่าการอำเภอบ้านเหลื่อม นครราชสีมา,15.608250083118717,102.13039567984488
จักราช,จักราช,นครราชสีมา,Nakhon Ratchasima,จักราช,30060000,Chakkarat,ที่ว่าการอำเภอจักราช นครราชสีมา,15.013324631561188,102.41327451834506
โชคชัย,โชคชัย,นครราชสีมา,Nakhon Ratchasima,โชคชัย,30070000,Chok Chai,ที่ว่าการอำเภอโชคชัย นครราชสีมา,14.732322601124181,102.16332414624897
ด่านขุนทด,ด่านขุนทด,นครราชสีมา,Nakhon Ratchasima,ด่านขุนทด,30080000,Dan Khun Thot,ที่ว่าการอำเภอด่านขุนทด นครราชสีมา,15.209744629173333,101.76586537534926
โนนไทย,โนนไทย,นครราชสีมา,Nakhon Ratchasima,โนนไทย,30090000,Non Thai,ที่ว่าการอำเภอโนนไทย นครราชสีมา,15.198471308296387,102.06994152925257
โนนสูง,โนนสูง,นครราชสีมา,Nakhon Ratchasima,โนนสูง,30100000,Non Sung,ที่ว่าการอำเภอโนนสูง นครราชสีมา,15.179841961641118,102.25704674353233
ขามสะแกแสง,ขามสะแกแสง,นครราชสีมา,Nakhon Ratchasima,ขามสะแกแสง,30110000,Kham Sakaesaeng,ที่ว่าการอำเภอขามสะแกแสง นครราชสีมา,15.32955593210956,102.17087444899202
บัวใหญ่,บัวใหญ่,นครราชสีมา,Nakhon Ratchasima,บัวใหญ่,30120000,Bua Yai,ที่ว่าการอำเภอบัวใหญ่ นครราชสีมา,15.583278140308066,102.42301413621016
ประทาย,ประทาย,นครราชสีมา,Nakhon Ratchasima,ประทาย,30130000,Prathai,ที่ว่าการอำเภอประทาย นครราชสีมา,15.533534341061342,102.72268223420694
ปักธงชัย,ปักธงชัย,นครราชสีมา,Nakhon Ratchasima,ปักธงชัย,30140000,Pak Thong Chai,ที่ว่าการอำเภอปักธงชัย นครราชสีมา,14.719545360712553,102.02130137489515
พิมาย,พิมาย,นครราชสีมา,Nakhon Ratchasima,พิมาย,30150000,Phimai,ที่ว่าการอำเภอพิมาย นครราชสีมา,15.220618762917432,102.48596774565601
ห้วยแถลง,ห้วยแถลง,นครราชสีมา,Nakhon Ratchasima,ห้วยแถลง,30160000,Huai Thalaeng,ที่ว่าการอำเภอห้วยแถลง นครราชสีมา,14.99718945643116,102.6389302594888
ชุมพวง,ชุมพวง,นครราชสีมา,Nakhon Ratchasima,ชุมพวง,30170000,Chum Phuang,ที่ว่าการอำเภอชุมพวง นครราชสีมา,15.34884987306683,102.74185641344015
สูงเนิน,สูงเนิน,นครราชสีมา,Nakhon Ratchasima,สูงเนิน,30180000,Sung Noen,ที่ว่าการอำเภอสูงเนิน นครราชสีมา,14.899045823432228,101.82063985328404
ขามทะเลสอ,ขามทะเลสอ,นครราชสีมา,Nakhon Ratchasima,ขามทะเลสอ,30190000,Kham Thale So,ที่ว่าการอำเภอขามทะเลสอ นครราชสีมา,14.960763460121939,101.94759818797199
สีคิ้ว,สีคิ้ว,นครราชสีมา,Nakhon Ratchasima,สีคิ้ว,30200000,Si Khio,ที่ว่าการอำเภอสีคิ้ว นครราชสีมา,14.89247411588234,101.7231906177229
ปากช่อง,ปากช่อง,นครราชสีมา,Nakhon Ratchasima,ปากช่อง,30210000,Pak Chong,ที่ว่าการอำเภอปากช่อง นครราชสีมา,14.712405147995034,101.42187077858492
หนองบุญมาก,หนองบุญมาก,นครราชสีมา,Nakhon Ratchasima,หนองบุญมาก,30220000,Nong Bunmak,ที่ว่าการอำเภอหนองบุญมาก นครราชสีมา,14.739520711470385,102.36647166497508
แก้งสนามนาง,แก้งสนามนาง,นครราชสีมา,Nakhon Ratchasima,แก้งสนามนาง,30230000,Kaeng Sanam Nang,ที่ว่าการอำเภอแก้งสนามนาง นครราชสีมา,15.749726658859126,102.25470691342542
โนนแดง,โนนแดง,นครราชสีมา,Nakhon Ratchasima,โนนแดง,30240000,Non Daeng,ที่ว่าการอำเภอโนนแดง นครราชสีมา,15.410941249372447,102.54035411044293
วังน้ำเขียว,วังน้ำเขียว,นครราชสีมา,Nakhon Ratchasima,วังน้ำเขียว,30250000,Wang Nam Khiao,ที่ว่าการอำเภอวังน้ำเขียว นครราชสีมา,14.41783695411292,101.8502801247863
เทพารักษ์,เทพารักษ์,นครราชสีมา,Nakhon Ratchasima,เทพารักษ์,30260000,Thepharak,ที่ว่าการอำเภอเทพารักษ์ นครราชสีมา,15.309458096169333,101.55104432847098
เมืองยาง,เมืองยาง,นครราชสีมา,Nakhon Ratchasima,เมืองยาง,30270000,Mueang Yang,ที่ว่าการอำเภอเมืองยาง นครราชสีมา,15.423823028908517,102.90082216279563
พระทองคำ,พระทองคำ,นครราชสีมา,Nakhon Ratchasima,พระทองคำ,30280000,Phra Thong Kham,ที่ว่าการอำเภอพระทองคำ นครราชสีมา,15.306661630221356,101.98164298962551
ลำทะเมนชัย,ลำทะเมนชัย,นครราชสีมา,Nakhon Ratchasima,ลำทะเมนชัย,30290000,Lamtaman Chai,ที่ว่าการอำเภอลำทะเมนชัย นครราชสีมา,15.352848289124891,102.91746264226322
บัวลาย,บัวลาย,นครราชสีมา,Nakhon Ratchasima,บัวลาย,30300000,Bua Lai,ที่ว่าการอำเภอบัวลาย นครราชสีมา,15.662575308618592,102.5268718041768
สีดา,สีดา,นครราชสีมา,Nakhon Ratchasima,สีดา,30310000,Sida,ที่ว่าการอำเภอสีดา นครราชสีมา,15.542395733134894,102.56597760866443
เมืองบุรีรัมย์,เมืองบุรีรัมย์,บุรีรัมย์,Buri Ram,เมืองบุรีรัมย์,31010000,Mueang Buri Ram,ที่ว่าการอำเภอเมืองบุรีรัมย์ บุรีรัมย์,14.994052714448165,103.10437310377709
คูเมือง,คูเมือง,บุรีรัมย์,Buri Ram,คูเมือง,31020000,Khu Mueang,ที่ว่าการอำเภอคูเมือง บุรีรัมย์,15.271392074996575,103.0014794710881
กระสัง,กระสัง,บุรีรัมย์,Buri Ram,กระสัง,31030000,Krasang,ที่ว่าการอำเภอกระสัง บุรีรัมย์,14.922685516480243,103.30181131750489
นางรอง,นางรอง,บุรีรัมย์,Buri Ram,นางรอง,31040000,Nang Rong,ที่ว่าการอำเภอนางรอง บุรีรัมย์,14.628659876099178,102.79321857378257
หนองกี่,หนองกี่,บุรีรัมย์,Buri Ram,หนองกี่,31050000,Nong Ki,ที่ว่าการอำเภอหนองกี่ บุรีรัมย์,14.687971500830006,102.533782981046
ละหานทราย,ละหานทราย,บุรีรัมย์,Buri Ram,ละหานทราย,31060000,Lahan Sai,ที่ว่าการอำเภอละหานทราย บุรีรัมย์,14.412240875934273,102.85953186245163
ประโคนชัย,ประโคนชัย,บุรีรัมย์,Buri Ram,ประโคนชัย,31070000,Prakhon Chai,ที่ว่าการอำเภอประโคนชัย บุรีรัมย์,14.605996219998676,103.12109208922702
บ้านกรวด,บ้านกรวด,บุรีรัมย์,Buri Ram,บ้านกรวด,31080000,Ban Kruat,ที่ว่าการอำเภอบ้านกรวด บุรีรัมย์,14.421212975910498,103.09915608932359
พุทไธสง,พุทไธสง,บุรีรัมย์,Buri Ram,พุทไธสง,31090000,Phutthaisong,ที่ว่าการอำเภอพุทไธสง บุรีรัมย์,15.548980627169799,103.02459955270251
ลำปลายมาศ,ลำปลายมาศ,บุรีรัมย์,Buri Ram,ลำปลายมาศ,31100000,Lam Plai Mat,ที่ว่าการอำเภอลำปลายมาศ บุรีรัมย์,15.02545256706907,102.8386904557498
สตึก,สตึก,บุรีรัมย์,Buri Ram,สตึก,31110000,Satuek,ที่ว่าการอำเภอสตึก บุรีรัมย์,15.297501008041099,103.29173801391225
ปะคำ,ปะคำ,บุรีรัมย์,Buri Ram,ปะคำ,31120000,Pakham,ที่ว่าการอำเภอปะคำ บุรีรัมย์,14.438433364901735,102.7255577287262
นาโพธิ์,นาโพธิ์,บุรีรัมย์,Buri Ram,นาโพธิ์,31130000,Na Pho,ที่ว่าการอำเภอนาโพธิ์ บุรีรัมย์,15.644524040195703,102.95149694224031
หนองหงส์,หนองหงส์,บุรีรัมย์,Buri Ram,หนองหงส์,31140000,Nong Hong,ที่ว่าการอำเภอหนองหงส์ บุรีรัมย์,14.850283149514205,102.68788452752054
พลับพลาชัย,พลับพลาชัย,บุรีรัมย์,Buri Ram,พลับพลาชัย,31150000,Phlapphla Chai,ที่ว่าการอำเภอพลับพลาชัย บุรีรัมย์,14.729983174412647,103.16718820490551
ห้วยราช,ห้วยราช,บุรีรัมย์,Buri Ram,ห้วยราช,31160000,Huai Rat,ที่ว่าการอำเภอห้วยราช บุรีรัมย์,14.960547929416942,103.1889396518237
โนนสุวรรณ,โนนสุวรรณ,บุรีรัมย์,Buri Ram,โนนสุวรรณ,31170000,Non Din Daeng,ที่ว่าการอำเภอโนนสุวรรณ บุรีรัมย์,14.57772631782746,102.59897443646797
ชำนิ,ชำนิ,บุรีรัมย์,Buri Ram,ชำนิ,31180000,Chamni,ที่ว่าการอำเภอชำนิ บุรีรัมย์,14.78829249773925,102.8424022553973
บ้านใหม่ไชยพจน์,บ้านใหม่ไชยพจน์,บุรีรัมย์,Buri Ram,บ้านใหม่ไชยพจน์,31190000,Ban Mai Chaiyaphot,ที่ว่าการอำเภอบ้านใหม่ไชยพจน์ บุรีรัมย์,15.57259421418616,102.8329059046784
โนนดินแดง,โนนดินแดง,บุรีรัมย์,Buri Ram,โนนดินแดง,31200000,Non Din Daeng,ที่ว่าการอำเภอโนนดินแดง บุรีรัมย์,14.315894590935404,102.74357430277833
บ้านด่าน,บ้านด่าน,บุรีรัมย์,Buri Ram,บ้านด่าน,31210000,Ban Dan,ที่ว่าการอำเภอบ้านด่าน บุรีรัมย์,15.107346939980383,103.17465388810741
แคนดง,แคนดง,บุรีรัมย์,Buri Ram,แคนดง,31220000,Khaen Dong,ที่ว่าการอำเภอแคนดง บุรีรัมย์,15.30998728117148,103.12326374152275
เฉลิมพระเกียรติ,เฉลิมพระเกียรติ,นครราชสีมา,Nakhon Ratchasima,เฉลิมพระเกียรติ,31230000,Chaloem Phra Kiet,ที่ว่าการอำเภอเฉลิมพระเกียรติ นครราชสีมา,15.004871756303812,102.27193723853549
เฉลิมพระเกียรติ,เฉลิมพระเกียรติ,นครศรีธรรมราช,Nakhon Si Thammarat,เฉลิมพระเกียรติ,31230000,Chaloem Phra Kiet,ที่ว่าการอำเภอเฉลิมพระเกียรติ นครศรีธรรมราช,8.17707587034646,100.0357981268808
เฉลิมพระเกียรติ,เฉลิมพระเกียรติ,น่าน,Nan,เฉลิมพระเกียรติ,31230000,Chaloem Phra Kiet,ที่ว่าการอำเภอเฉลิมพระเกียรติ น่าน,19.580148319067117,101.08157278276337
เฉลิมพระเกียรติ,เฉลิมพระเกียรติ,บุรีรัมย์,Buri Ram,เฉลิมพระเกียรติ,31230000,Chaloem Phra Kiet,ที่ว่าการอำเภอเฉลิมพระเกียรติ บุรีรัมย์,14.560683069376525,102.9269975484152
เฉลิมพระเกียรติ,เฉลิมพระเกียรติ,สระบุรี,Saraburi,เฉลิมพระเกียรติ,31230000,Chaloem Phra Kiet,ที่ว่าการอำเภอเฉลิมพระเกียรติ สระบุรี,14.611471636469343,100.90837243230794
เมืองสุรินทร์,เมืองสุรินทร์,สุรินทร์,Surin,เมืองสุรินทร์,32010000,Mueang Surin,ที่ว่าการอำเภอเมืองสุรินทร์ สุรินทร์,14.882281392030134,103.49231034025617
ชุมพลบุรี,ชุมพลบุรี,สุรินทร์,Surin,ชุมพลบุรี,32020000,Chumphon Buri,ที่ว่าการอำเภอชุมพลบุรี สุรินทร์,15.350726865159364,103.38878033556091
ท่าตูม,ท่าตูม,สุรินทร์,Surin,ท่าตูม,32030000,Tha Tum,ที่ว่าการอำเภอท่าตูม สุรินทร์,15.318649422497177,103.67523810231201
จอมพระ,จอมพระ,สุรินทร์,Surin,จอมพระ,32040000,Chom Phra,ที่ว่าการอำเภอจอมพระ สุรินทร์,15.117501767623162,103.61125529150638
ปราสาท,ปราสาท,สุรินทร์,Surin,ปราสาท,32050000,Prasat,ที่ว่าการอำเภอปราสาท สุรินทร์,14.640525552898957,103.4048160486297
กาบเชิง,กาบเชิง,สุรินทร์,Surin,กาบเชิง,32060000,Kap Choeng,ที่ว่าการอำเภอกาบเชิง สุรินทร์,14.474926956412185,103.59432345249259
รัตนบุรี,รัตนบุรี,สุรินทร์,Surin,รัตนบุรี,32070000,Rattanaburi,ที่ว่าการอำเภอรัตนบุรี สุรินทร์,15.320269732826512,103.85704993499486
สนม,สนม,สุรินทร์,Surin,สนม,32080000,Sanom,ที่ว่าการอำเภอสนม สุรินทร์,15.198582525393588,103.7618101213335
ศีขรภูมิ,ศีขรภูมิ,สุรินทร์,Surin,ศีขรภูมิ,32090000,Sikhoraphum,ที่ว่าการอำเภอศีขรภูมิ สุรินทร์,14.946747667467285,103.7917306862577
สังขะ,สังขะ,สุรินทร์,Surin,สังขะ,32100000,Sangkha,ที่ว่าการอำเภอสังขะ สุรินทร์,14.636057271025203,103.85293271342252
ลำดวน,ลำดวน,สุรินทร์,Surin,ลำดวน,32110000,Lamduan,ที่ว่าการอำเภอลำดวน สุรินทร์,14.727114908391213,103.67556489956705
สำโรงทาบ,สำโรงทาบ,สุรินทร์,Surin,สำโรงทาบ,32120000,Samrong Thap,ที่ว่าการอำเภอสำโรงทาบ สุรินทร์,15.022822741017379,103.93608319731601
บัวเชด,บัวเชด,สุรินทร์,Surin,บัวเชด,32130000,Buachet,ที่ว่าการอำเภอบัวเชด สุรินทร์,14.527919347647734,103.9457075172521
พนมดงรัก,พนมดงรัก,สุรินทร์,Surin,พนมดงรัก,32140000,Phanom Dong Rak,ที่ว่าการอำเภอพนมดงรัก สุรินทร์,14.445668227631423,103.30466596267067
ศรีณรงค์,ศรีณรงค์,สุรินทร์,Surin,ศรีณรงค์,32150000,Si Narong,ที่ว่าการอำเภอศรีณรงค์ สุรินทร์,14.767171222836538,103.8749624659013
เขวาสินรินทร์,เขวาสินรินทร์,สุรินทร์,Surin,เขวาสินรินทร์,32160000,Khwao Sinarin,ที่ว่าการอำเภอเขวาสินรินทร์ สุรินทร์,15.00230328310334,103.59636146510704
โนนนารายณ์,โนนนารายณ์,สุรินทร์,Surin,โนนนารายณ์,32170000,Non Narai,ที่ว่าการอำเภอโนนนารายณ์ สุรินทร์,15.238270868494535,103.91305306719131
เมืองศรีสะเกษ,เมืองศรีสะเกษ,ศรีสะเกษ,Si Sa Ket,เมืองศรีสะเกษ,33010000,Mueang Si Sa Ket,ที่ว่าการอำเภอเมืองศรีสะเกษ ศรีสะเกษ,15.120800307828492,104.32236042405096
ยางชุมน้อย,ยางชุมน้อย,ศรีสะเกษ,Si Sa Ket,ยางชุมน้อย,33020000,Yang Chum Noi,ที่ว่าการอำเภอยางชุมน้อย ศรีสะเกษ,15.261755255137796,104.40101128249785
กันทรารมย์,กันทรารมย์,ศรีสะเกษ,Si Sa Ket,กันทรารมย์,33030000,Kanthararom,ที่ว่าการอำเภอกันทรารมย์ ศรีสะเกษ,15.106203222821838,104.57029452444495
กันทรลักษ์,กันทรลักษ์,ศรีสะเกษ,Si Sa Ket,กันทรลักษ์,33040000,Kantharalak,ที่ว่าการอำเภอกันทรลักษ์ ศรีสะเกษ,14.641337232381757,104.6511443278843
ขุขันธ์,ขุขันธ์,ศรีสะเกษ,Si Sa Ket,ขุขันธ์,33050000,Khukhan,ที่ว่าการอำเภอขุขันธ์ ศรีสะเกษ,14.71366435883856,104.19839802583014
ไพรบึง,ไพรบึง,ศรีสะเกษ,Si Sa Ket,ไพรบึง,33060000,Phrai Bueng,ที่ว่าการอำเภอไพรบึง ศรีสะเกษ,14.748230378131067,104.36256692389661
ปรางค์กู่,ปรางค์กู่,ศรีสะเกษ,Si Sa Ket,ปรางค์กู่,33070000,Prang Ku,ที่ว่าการอำเภอปรางค์กู่ ศรีสะเกษ,14.8574415057693,104.03928428390233
ขุนหาญ,ขุนหาญ,ศรีสะเกษ,Si Sa Ket,ขุนหาญ,33080000,Khun Han,ที่ว่าการอำเภอขุนหาญ ศรีสะเกษ,14.617169293835783,104.4246243948978
ราษีไศล,ราษีไศล,ศรีสะเกษ,Si Sa Ket,ราษีไศล,33090000,Rasi Salai,ที่ว่าการอำเภอราษีไศล ศรีสะเกษ,15.340377725420343,104.15383067212537
อุทุมพรพิสัย,อุทุมพรพิสัย,ศรีสะเกษ,Si Sa Ket,อุทุมพรพิสัย,33100000,Uthumphon Phisai,ที่ว่าการอำเภออุทุมพรพิสัย ศรีสะเกษ,15.111069739267549,104.1399060512133
บึงบูรพ์,บึงบูรพ์,ศรีสะเกษ,Si Sa Ket,บึงบูรพ์,33110000,Bueng Bun,ที่ว่าการอำเภอบึงบูรพ์ ศรีสะเกษ,15.330261900135715,104.04483997566697
ห้วยทับทัน,ห้วยทับทัน,ศรีสะเกษ,Si Sa Ket,ห้วยทับทัน,33120000,Huai Thap Than,ที่ว่าการอำเภอห้วยทับทัน ศรีสะเกษ,15.051003564763489,104.02328172633557
โนนคูณ,โนนคูณ,ศรีสะเกษ,Si Sa Ket,โนนคูณ,33130000,Non Khun,ที่ว่าการอำเภอโนนคูณ ศรีสะเกษ,14.928084999983561,104.68906590672842
ศรีรัตนะ,ศรีรัตนะ,ศรีสะเกษ,Si Sa Ket,ศรีรัตนะ,33140000,Si Rattana,ที่ว่าการอำเภอศรีรัตนะ ศรีสะเกษ,14.793245842997345,104.4697070009384
น้ำเกลี้ยง,น้ำเกลี้ยง,ศรีสะเกษ,Si Sa Ket,น้ำเกลี้ยง,33150000,Nam Kliang,ที่ว่าการอำเภอน้ำเกลี้ยง ศรีสะเกษ,14.927185825366168,104.51312675498522
วังหิน,วังหิน,ศรีสะเกษ,Si Sa Ket,วังหิน,33160000,Wang Hin,ที่ว่าการอำเภอวังหิน ศรีสะเกษ,14.947890622911011,104.23076552640171
ภูสิงห์,ภูสิงห์,ศรีสะเกษ,Si Sa Ket,ภูสิงห์,33170000,Phu Sing,ที่ว่าการอำเภอภูสิงห์ ศรีสะเกษ,14.54652479104118,104.13157701756768
เมืองจันทร์,เมืองจันทร์,ศรีสะเกษ,Si Sa Ket,เมืองจันทร์,33180000,Mueang Chan,ที่ว่าการอำเภอเมืองจันทร์ ศรีสะเกษ,15.19133083017589,104.05251531792372
เบญจลักษ์,เบญจลักษ์,ศรีสะเกษ,Si Sa Ket,เบญจลักษ์,33190000,Benchalak,ที่ว่าการอำเภอเบญจลักษ์ ศรีสะเกษ,14.795725580706193,104.67013411485422
พยุห์,พยุห์,ศรีสะเกษ,Si Sa Ket,พยุห์,33200000,Phayu,ที่ว่าการอำเภอพยุห์ ศรีสะเกษ,14.903908044222238,104.3919993774263
โพธิ์ศรีสุวรรณ,โพธิ์ศรีสุวรรณ,ศรีสะเกษ,Si Sa Ket,โพธิ์ศรีสุวรรณ,33210000,Pho Si Suwan,ที่ว่าการอำเภอโพธิ์ศรีสุวรรณ ศรีสะเกษ,15.23114614770203,104.07630039244394
ศิลาลาด,ศิลาลาด,ศรีสะเกษ,Si Sa Ket,ศิลาลาด,33220000,Sila Lat,ที่ว่าการอำเภอศิลาลาด ศรีสะเกษ,15.47291546382836,104.0714848637793
เมืองอุบลราชธานี,เมืองอุบลราชธานี,อุบลราชธานี,Ubon Ratchathani,เมืองอุบลราชธานี,34010000,Mueang Ubon Ratchathani,ที่ว่าการอำเภอเมืองอุบลราชธานี อุบลราชธานี,15.228788619022716,104.85424213563218
ศรีเมืองใหม่,ศรีเมืองใหม่,อุบลราชธานี,Ubon Ratchathani,ศรีเมืองใหม่,34020000,Si Mueang Mai,ที่ว่าการอำเภอศรีเมืองใหม่ อุบลราชธานี,15.495008930549496,105.27854075575097
โขงเจียม,โขงเจียม,อุบลราชธานี,Ubon Ratchathani,โขงเจียม,34030000,Khong Chiam,ที่ว่าการอำเภอโขงเจียม อุบลราชธานี,15.318714722032443,105.49565410188258
เขื่องใน,เขื่องใน,อุบลราชธานี,Ubon Ratchathani,เขื่องใน,34040000,Khueang Nai,ที่ว่าการอำเภอเขื่องใน อุบลราชธานี,15.389575738522236,104.5512860523651
เขมราฐ,เขมราฐ,อุบลราชธานี,Ubon Ratchathani,เขมราฐ,34050000,Khemarat,ที่ว่าการอำเภอเขมราฐ อุบลราชธานี,16.041048240982605,105.20648553085425
เดชอุดม,เดชอุดม,อุบลราชธานี,Ubon Ratchathani,เดชอุดม,34070000,Det Udom,ที่ว่าการอำเภอเดชอุดม อุบลราชธานี,14.903063108364908,105.07618184224323
นาจะหลวย,นาจะหลวย,อุบลราชธานี,Ubon Ratchathani,นาจะหลวย,34080000,Na Chaluai,ที่ว่าการอำเภอนาจะหลวย อุบลราชธานี,14.521370334749484,105.24593577110225
น้ำยืน,น้ำยืน,อุบลราชธานี,Ubon Ratchathani,น้ำยืน,34090000,Nam Yuen,ที่ว่าการอำเภอน้ำยืน อุบลราชธานี,14.488976211826149,105.00077512736593
บุณฑริก,บุณฑริก,อุบลราชธานี,Ubon Ratchathani,บุณฑริก,34100000,Boontharik,ที่ว่าการอำเภอบุณฑริก อุบลราชธานี,14.755244087500783,105.41187908640774
ตระการพืชผล,ตระการพืชผล,อุบลราชธานี,Ubon Ratchathani,ตระการพืชผล,34110000,Trakan Phuet Phon,ที่ว่าการอำเภอตระการพืชผล อุบลราชธานี,15.612146166474387,105.02182828640709
กุดข้าวปุ้น,กุดข้าวปุ้น,อุบลราชธานี,Ubon Ratchathani,กุดข้าวปุ้น,34120000,Kut Khaopun,ที่ว่าการอำเภอกุดข้าวปุ้น อุบลราชธานี,15.791548685847152,104.9966094710858
ม่วงสามสิบ,ม่วงสามสิบ,อุบลราชธานี,Ubon Ratchathani,ม่วงสามสิบ,34140000,Muang Sam Sip,ที่ว่าการอำเภอม่วงสามสิบ อุบลราชธานี,15.510421379786003,104.72619941375763
วารินชำราบ,วารินชำราบ,อุบลราชธานี,Ubon Ratchathani,วารินชำราบ,34150000,Warin Chamrap,ที่ว่าการอำเภอวารินชำราบ อุบลราชธานี,15.202145930085768,104.86741311522138
พิบูลมังสาหาร,พิบูลมังสาหาร,อุบลราชธานี,Ubon Ratchathani,พิบูลมังสาหาร,34190000,Phibun Mangsahan,ที่ว่าการอำเภอพิบูลมังสาหาร อุบลราชธานี,15.244339175638157,105.22900747100944
ตาลสุม,ตาลสุม,อุบลราชธานี,Ubon Ratchathani,ตาลสุม,34200000,Tan Sum,ที่ว่าการอำเภอตาลสุม อุบลราชธานี,15.314583800388284,105.15498064066533
โพธิ์ไทร,โพธิ์ไทร,อุบลราชธานี,Ubon Ratchathani,โพธิ์ไทร,34210000,Pho Sai,ที่ว่าการอำเภอโพธิ์ไทร อุบลราชธานี,15.825740218455389,105.26080944635261
สำโรง,สำโรง,อุบลราชธานี,Ubon Ratchathani,สำโรง,34220000,Samrong,ที่ว่าการอำเภอสำโรง อุบลราชธานี,15.008296895704744,104.78451852504891
ดอนมดแดง,ดอนมดแดง,อุบลราชธานี,Ubon Ratchathani,ดอนมดแดง,34240000,Don Mot Daeng,ที่ว่าการอำเภอดอนมดแดง อุบลราชธานี,15.378861804286606,105.0271812744026
สิรินธร,สิรินธร,อุบลราชธานี,Ubon Ratchathani,สิรินธร,34250000,Sirindhorn,ที่ว่าการอำเภอสิรินธร อุบลราชธานี,15.201570346551122,105.39813040664458
ทุ่งศรีอุดม,ทุ่งศรีอุดม,อุบลราชธานี,Ubon Ratchathani,ทุ่งศรีอุดม,34260000,Thung Si Udom,ที่ว่าการอำเภอทุ่งศรีอุดม อุบลราชธานี,14.73330571449927,104.90928567453574
นาเยีย,นาเยีย,อุบลราชธานี,Ubon Ratchathani,นาเยีย,34290000,Na Yia,ที่ว่าการอำเภอนาเยีย อุบลราชธานี,15.059660440531616,105.05990092507714
นาตาล,นาตาล,อุบลราชธานี,Ubon Ratchathani,นาตาล,34300000,Na Tan,ที่ว่าการอำเภอนาตาล อุบลราชธานี,15.904948011035076,105.27649271859985
เหล่าเสือโก้ก,เหล่าเสือโก้ก,อุบลราชธานี,Ubon Ratchathani,เหล่าเสือโก้ก,34310000,Lao Suea Kok,ที่ว่าการอำเภอเหล่าเสือโก้ก อุบลราชธานี,15.406723227434725,104.92361288819099
สว่างวีระวงศ์,สว่างวีระวงศ์,อุบลราชธานี,Ubon Ratchathani,สว่างวีระวงศ์,34320000,Sawang Wirawong,ที่ว่าการอำเภอสว่างวีระวงศ์ อุบลราชธานี,15.24152219470635,105.09210580702967
น้ำขุ่น,น้ำขุ่น,อุบลราชธานี,Ubon Ratchathani,น้ำขุ่น,34330000,Nam Khun,ที่ว่าการอำเภอน้ำขุ่น อุบลราชธานี,14.583872620676315,104.92521994669497
เมืองยโสธร,เมืองยโสธร,ยโสธร,Yasothon,เมืองยโสธร,35010000,Mueang Yasothon,ที่ว่าการอำเภอเมืองยโสธร ยโสธร,15.794913154358296,104.14106832552726
ทรายมูล,ทรายมูล,ยโสธร,Yasothon,ทรายมูล,35020000,Sai Mun,ที่ว่าการอำเภอทรายมูล ยโสธร,15.93968687244468,104.20872463555015
กุดชุม,กุดชุม,ยโสธร,Yasothon,กุดชุม,35030000,Kut Chum,ที่ว่าการอำเภอกุดชุม ยโสธร,16.032819346469893,104.33856131234234
คำเขื่อนแก้ว,คำเขื่อนแก้ว,ยโสธร,Yasothon,คำเขื่อนแก้ว,35040000,Kham Khuean Kaeo,ที่ว่าการอำเภอคำเขื่อนแก้ว ยโสธร,15.652889022443677,104.30876711506083
