CODE,Amper TH,Amper EN,Province TH,Province EN,Lat,Lon
31230000,เฉลิมพระเกียรติ,Chaloem Phra Kiet,น่าน,Nan,19.580148319067117,101.08157278276337
31230000,เฉลิมพระเกียรติ,Chaloem Phra Kiet,บุรีรัมย์,Buri Ram,14.560683069376525,102.9269975484152
31230000,เฉลิมพระเกียรติ,Chaloem Phra Kiet,สระบุรี,Saraburi,14.611471636469343,100.90837243230794
32010000,เมืองสุรินทร์,Mueang Surin,สุรินทร์,Surin,14.882281392030134,103.49231034025617
32020000,ชุมพลบุรี,Chumphon Buri,สุรินทร์,Surin,15.350726865159364,103.38878033556091
32030000,ท่าตูม,Tha Tum,สุรินทร์,Surin,15.318649422497177,103.67523810231201
32040000,จอมพระ,Chom Phra,สุรินทร์,Surin,15.117501767623162,103.61125529150638
32050000,ปราสาท,Prasat,สุรินทร์,Surin,14.640525552898957,103.4048160486297
32060000,กาบเชิง,Kap Choeng,สุรินทร์,Surin,14.474926956412185,103.59432345249259
32070000,รัตนบุรี,Rattanaburi,สุรินทร์,Surin,15.320269732826512,103.85704993499486
32080000,สนม,Sanom,สุรินทร์,Surin,15.198582525393588,103.7618101213335
32090000,ศีขรภูมิ,Sikhoraphum,สุรินทร์,Surin,14.946747667467285,103.7917306862577
32100000,สังขะ,Sangkha,สุรินทร์,Surin,14.636057271025203,103.85293271342252
32110000,ลำดวน,Lamduan,สุรินทร์,Surin,14.727114908391213,103.67556489956705
32120000,สำโรงทาบ,Samrong Thap,สุรินทร์,Surin,15.022822741017379,103.93608319731601
32130000,บัวเชด,Buachet,สุรินทร์,Surin,14.527919347647734,103.9457075172521
32140000,พนมดงรัก,Phanom Dong Rak,สุรินทร์,Surin,14.445668227631423,103.30466596267067
32150000,ศรีณรงค์,Si Narong,สุรินทร์,Surin,14.767171222836538,103.8749624659013
32160000,เขวาสินรินทร์,Khwao Sinarin,สุรินทร์,Surin,15.00230328310334,103.59636146510704
32170000,โนนนารายณ์,Non Narai,สุรินทร์,Surin,15.238270868494535,103.91305306719131
33010000,เมืองศรีสะเกษ,Mueang Si Sa Ket,ศรีสะเกษ,Si Sa Ket,15.120800307828492,104.32236042405096
33020000,ยางชุมน้อย,Yang Chum Noi,ศรีสะเกษ,Si Sa Ket,15.261755255137796,104.40101128249785
33030000,กันทรารมย์,Kanthararom,ศรีสะเกษ,Si Sa Ket,15.106203222821838,104.57029452444495
33040000,กันทรลักษ์,Kantharalak,ศรีสะเกษ,Si Sa Ket,14.641337232381757,104.6511443278843
33050000,ขุขันธ์,Khukhan,ศรีสะเกษ,Si Sa Ket,14.71366435883856,104.19839802583014
33060000,ไพรบึง,Phrai Bueng,ศรีสะเกษ,Si Sa Ket,14.748230378131067,104.36256692389661
33070000,ปรางค์กู่,Prang Ku,ศรีสะเกษ,Si Sa Ket,14.8574415057693,104.03928428390233
33080000,ขุนหาญ,Khun Han,ศรีสะเกษ,Si Sa Ket,14.617169293835783,104.4246243948978
33090000,ราษีไศล,Rasi Salai,ศรีสะเกษ,Si Sa Ket,15.340377725420343,104.15383067212537
33100000,อุทุมพรพิสัย,Uthumphon Phisai,ศรีสะเกษ,Si Sa Ket,15.111069739267549,104.1399060512133
33110000,บึงบูรพ์,Bueng Bun,ศรีสะเกษ,Si Sa Ket,15.330261900135715,104.04483997566697
33120000,ห้วยทับทัน,Huai Thap Than,ศรีสะเกษ,Si Sa Ket,15.051003564763489,104.02328172633557
33130000,โนนคูณ,Non Khun,ศรีสะเกษ,Si Sa Ket,14.928084999983561,104.68906590672842
33140000,ศรีรัตนะ,Si Rattana,ศรีสะเกษ,Si Sa Ket,14.793245842997345,104.4697070009384
33150000,น้ำเกลี้ยง,Nam Kliang,ศรีสะเกษ,Si Sa Ket,14.927185825366168,104.51312675498522
33160000,วังหิน,Wang Hin,ศรีสะเกษ,Si Sa Ket,14.947890622911011,104.23076552640171
33170000,ภูสิงห์,Phu Sing,ศรีสะเกษ,Si Sa Ket,14.54652479104118,104.13157701756768
33180000,เมืองจันทร์,Mueang Chan,ศรีสะเกษ,Si Sa Ket,15.19133083017589,104.05251531792372
33190000,เบญจลักษ์,Benchalak,ศรีสะเกษ,Si Sa Ket,14.795725580706193,104.67013411485422
33200000,พยุห์,Phayu,ศรีสะเกษ,Si Sa Ket,14.903908044222238,104.3919993774263
33210000,โพธิ์ศรีสุวรรณ,Pho Si Suwan,ศรีสะเกษ,Si Sa Ket,15.23114614770203,104.07630039244394
33220000,ศิลาลาด,Sila Lat,ศรีสะเกษ,Si Sa Ket,15.47291546382836,104.0714848637793
34010000,เมืองอุบลราชธานี,Mueang Ubon Ratchathani,อุบลราชธานี,Ubon Ratchathani,15.228788619022716,104.85424213563218
34020000,ศรีเมืองใหม่,Si Mueang Mai,อุบลราชธานี,Ubon Ratchathani,15.495008930549496,105.27854075575097
34030000,โขงเจียม,Khong Chiam,อุบลราชธานี,Ubon Ratchathani,15.318714722032443,105.49565410188258
34040000,เขื่องใน,Khueang Nai,อุบลราชธานี,Ubon Ratchathani,15.389575738522236,104.5512860523651
34050000,เขมราฐ,Khemarat,อุบลราชธานี,Ubon Ratchathani,16.041048240982605,105.20648553085425
34070000,เดชอุดม,Det Udom,อุบลราชธานี,Ubon Ratchathani,14.903063108364908,105.07618184224323
34080000,นาจะหลวย,Na Chaluai,อุบลราชธานี,Ubon Ratchathani,14.521370334749484,105.24593577110225
34090000,น้ำยืน,Nam Yuen,อุบลราชธานี,Ubon Ratchathani,14.488976211826149,105.00077512736593
34100000,บุณฑริก,Boontharik,อุบลราชธานี,Ubon Ratchathani,14.755244087500783,105.41187908640774
34110000,ตระการพืชผล,Trakan Phuet Phon,อุบลราชธานี,Ubon Ratchathani,15.612146166474387,105.02182828640709
34120000,กุดข้าวปุ้น,Kut Khaopun,อุบลราชธานี,Ubon Ratchathani,15.791548685847152,104.9966094710858
34140000,ม่วงสามสิบ,Muang Sam Sip,อุบลราชธานี,Ubon Ratchathani,15.510421379786003,104.72619941375763
34150000,วารินชำราบ,Warin Chamrap,อุบลราชธานี,Ubon Ratchathani,15.202145930085768,104.86741311522138
34190000,พิบูลมังสาหาร,Phibun Mangsahan,อุบลราชธานี,Ubon Ratchathani,15.244339175638157,105.22900747100944
34200000,ตาลสุม,Tan Sum,อุบลราชธานี,Ubon Ratchathani,15.314583800388284,105.15498064066533
34210000,โพธิ์ไทร,Pho Sai,อุบลราชธานี,Ubon Ratchathani,15.825740218455389,105.26080944635261
34220000,สำโรง,Samrong,อุบลราชธานี,Ubon Ratchathani,15.008296895704744,104.78451852504891
34240000,ดอนมดแดง,Don Mot Daeng,อุบลราชธานี,Ubon Ratchathani,15.378861804286606,105.0271812744026
34250000,สิรินธร,Sirindhorn,อุบลราชธานี,Ubon Ratchathani,15.201570346551122,105.39813040664458
34260000,ทุ่งศรีอุดม,Thung Si Udom,อุบลราชธานี,Ubon Ratchathani,14.73330571449927,104.90928567453574
34290000,นาเยีย,Na Yia,อุบลราชธานี,Ubon Ratchathani,15.059660440531616,105.05990092507714
34300000,นาตาล,Na Tan,อุบลราชธานี,Ubon Ratchathani,15.904948011035076,105.27649271859985
34310000,เหล่าเสือโก้ก,Lao Suea Kok,อุบลราชธานี,Ubon Ratchathani,15.406723227434725,104.92361288819099
34320000,สว่างวีระวงศ์,Sawang Wirawong,อุบลราชธานี,Ubon Ratchathani,15.24152219470635,105.09210580702967
34330000,น้ำขุ่น,Nam Khun,อุบลราชธานี,Ubon Ratchathani,14.583872620676315,104.92521994669497
35010000,เมืองยโสธร,Mueang Yasothon,ยโสธร,Yasothon,15.794913154358296,104.14106832552726
35020000,ทรายมูล,Sai Mun,ยโสธร,Yasothon,15.93968687244468,104.20872463555015
35030000,กุดชุม,Kut Chum,ยโสธร,Yasothon,16.032819346469893,104.33856131234234
35040000,คำเขื่อนแก้ว,Kham Khuean Kaeo,ยโสธร,Yasothon,15.652889022443677,104.30876711506083
35050000,ป่าติ้ว,Pa Tio,ยโสธร,Yasothon,15.831342138344864,104.38551034429092
35060000,มหาชนะชัย,Maha Chana Chai,ยโสธร,Yasothon,15.53247443181377,104.2424645332117
35070000,ค้อวัง,Kho Wang,ยโสธร,Yasothon,15.367671683610613,104.35778678102379
35080000,เลิงนกทา,Loeng Nok Tha,ยโสธร,Yasothon,16.207833891283876,104.55497247789017
35090000,ไทยเจริญ,Thai Charoen,ยโสธร,Yasothon,16.063198915166573,104.44727308459937
36010000,เมืองชัยภูมิ,Mueang Chaiyaphum,ชัยภูมิ,Chaiyaphum,15.809781485736533,102.02033377050536
36020000,บ้านเขว้า,Ban Khwao,ชัยภูมิ,Chaiyaphum,15.778334283794903,101.90702222170779
36030000,คอนสวรรค์,Khon Sawan,ชัยภูมิ,Chaiyaphum,15.931555834516104,102.28118371823965
36040000,เกษตรสมบูรณ์,Kaset Sombun,ชัยภูมิ,Chaiyaphum,16.28032577618898,101.9539288749888
36050000,หนองบัวแดง,Nong Bua Daeng,ชัยภูมิ,Chaiyaphum,16.081613966033075,101.80247674534563
36060000,จัตุรัส,Chatturat,ชัยภูมิ,Chaiyaphum,15.565579475600195,101.84535767491671
36070000,บำเหน็จณรงค์,Bamnet Narong,ชัยภูมิ,Chaiyaphum,15.500152458978487,101.68631497804733
36080000,หนองบัวระเหว,Nong Bua Rawe,ชัยภูมิ,Chaiyaphum,15.748656363036124,101.75927734904135
36090000,เทพสถิต,Thep Sathit,ชัยภูมิ,Chaiyaphum,15.392981627997282,101.45110670671998
36100000,ภูเขียว,Phu Khiao,ชัยภูมิ,Chaiyaphum,16.377153931610064,102.12867721901824
36110000,บ้านแท่น,Ban Thaen,ชัยภูมิ,Chaiyaphum,16.405160589678573,102.34207585458132
36120000,แก้งคร้อ,Kaeng Khro,ชัยภูมิ,Chaiyaphum,16.108462946192542,102.25806906439708
36130000,คอนสาร,Khon San,ชัยภูมิ,Chaiyaphum,16.613829550390115,101.91972859577797
36140000,ภักดีชุมพล,Phakdi Chumphon,ชัยภูมิ,Chaiyaphum,15.904564344320002,101.42148730056888
36150000,เนินสง่า,Noen Sa-nga,ชัยภูมิ,Chaiyaphum,15.564056941046013,102.00183410922186
36160000,ซับใหญ่,Sap Yai,ชัยภูมิ,Chaiyaphum,15.64192889723741,101.62955192880756
37010000,เมืองอำนาจเจริญ,Mueang Amnat Charoen,อำนาจเจริญ,Amnat Charoen,15.858362365704673,104.6292934115028
37020000,ชานุมาน,Chanuman,อำนาจเจริญ,Amnat Charoen,16.233505391409377,105.00061290970748
37030000,ปทุมราชวงศา,Pathum Ratchawongsa,อำนาจเจริญ,Amnat Charoen,15.892361450362804,104.90570859803665
37040000,พนา,Phana,อำนาจเจริญ,Amnat Charoen,15.682104435243657,104.84635306708333
37050000,เสนางคนิคม,Senangkhanikhom,อำนาจเจริญ,Amnat Charoen,16.039679977374963,104.66934188624576
37060000,หัวตะพาน,Hua Taphan,อำนาจเจริญ,Amnat Charoen,15.697011126657326,104.49160354154283
37070000,ลืออำนาจ,Lue Amnat,อำนาจเจริญ,Amnat Charoen,15.701608616520451,104.6447156969919
38010000,บึงกาฬ,Bueng Kan,บึงกาฬ,Bueng Kan,18.358165680264044,103.65291523513594
38020000,พรเจริญ,Phon Charoen,บึงกาฬ,Bueng Kan,18.031371200939898,103.70894657106756
38030000,โซ่พิสัย,So Phisai,บึงกาฬ,Bueng Kan,18.07762360003581,103.44301306171063
38040000,เซกา,Seka,บึงกาฬ,Bueng Kan,17.928323185596295,103.95329379751395
38050000,ปากคาด,Pak Khat,บึงกาฬ,Bueng Kan,18.298091920478623,103.30538042685967
38060000,บึงโขงหลง,Bueng Khong Long,บึงกาฬ,Bueng Kan,17.967108099281273,104.04440461617925
38070000,ศรีวิไล,Si Wilai,บึงกาฬ,Bueng Kan,18.17731966870667,103.75009884544414
38080000,บุ่งคล้า,Bung Khla,บึงกาฬ,Bueng Kan,18.302004631881324,103.97406841246712
39010000,เมืองหนองบัวลำภู,Mueang Nong Bua Lam Phu,หนองบัวลำภู,Nong Bua Lamphu,17.204074692347852,102.44448307636242
39020000,นากลาง,Na Klang,หนองบัวลำภู,Nong Bua Lamphu,17.307222312325763,102.18875179210553
39030000,โนนสัง,Non Sang,หนองบัวลำภู,Nong Bua Lamphu,16.866096490025033,102.57204662611524
39040000,ศรีบุญเรือง,Si Bun Rueang,หนองบัวลำภู,Nong Bua Lamphu,16.965892262633822,102.27948295248223
39050000,สุวรรณคูหา,Suwannakhuha,หนองบัวลำภู,Nong Bua Lamphu,17.562976308799062,102.27993935504135
39060000,นาวัง,Na Wang,หนองบัวลำภู,Nong Bua Lamphu,17.323003103390402,102.07280423024865
40010000,เมืองขอนแก่น,Mueang Khon Kaen,ขอนแก่น,Khon Kaen,16.43865994428428,102.83921294592125
40020000,บ้านฝาง,Ban Fang,ขอนแก่น,Khon Kaen,16.45312386572681,102.63834976439526
40030000,พระยืน,Phra Yuen,ขอนแก่น,Khon Kaen,16.32399151690055,102.64852405130186
40040000,หนองเรือ,Nong Ruea,ขอนแก่น,Khon Kaen,16.4932176199975,102.4332543444999
40050000,ชุมแพ,Chum Phae,ขอนแก่น,Khon Kaen,16.54427809999829,102.09954100671577
40060000,สีชมพู,Si Chomphu,ขอนแก่น,Khon Kaen,16.800011913377805,102.18789294967566
40070000,น้ำพอง,Nam Phong,ขอนแก่น,Khon Kaen,16.70183253011191,102.85649793157243
40080000,อุบลรัตน์,Ubolratana,ขอนแก่น,Khon Kaen,16.752896947921656,102.63291168143336
40090000,กระนวน,Kranuan,ขอนแก่น,Khon Kaen,16.706322461992897,103.07884237788147
40100000,บ้านไผ่,Ban Phai,ขอนแก่น,Khon Kaen,16.059736841424005,102.73104906883604
40110000,เปือยน้อย,Pueai Noi,ขอนแก่น,Khon Kaen,15.871565620926086,102.90552539308143
40120000,พล,Phon,ขอนแก่น,Khon Kaen,15.815968916717734,102.59877526133549
40130000,แวงใหญ่,Waeng Yai,ขอนแก่น,Khon Kaen,15.959653457639075,102.5478166644033
40140000,แวงน้อย,Waeng Noi,ขอนแก่น,Khon Kaen,15.803674638347102,102.41590700672275
40150000,หนองสองห้อง,Nong Song Hong,ขอนแก่น,Khon Kaen,15.73348514401534,102.79543380672582
40160000,ภูเวียง,Phu Wiang,ขอนแก่น,Khon Kaen,16.654477653118366,102.37692255372478
40170000,มัญจาคีรี,Mancha Khiri,ขอนแก่น,Khon Kaen,16.12678294666457,102.54222999322624
40180000,ชนบท,Chonnabot,ขอนแก่น,Khon Kaen,16.088352774389534,102.62183873874265
40190000,เขาสวนกวาง,Khao Suan Kwang,ขอนแก่น,Khon Kaen,16.859295556584645,102.86079776578924
40200000,ภูผาม่าน,Phu Phaman,ขอนแก่น,Khon Kaen,16.64516811889137,101.903915706719
40210000,ซำสูง,Sam Sung,ขอนแก่น,Khon Kaen,16.542908857626646,103.07983763555258
40220000,โคกโพธิ์ไชย,Khok Pho Chai,ขอนแก่น,Khon Kaen,16.083872382233945,102.39893953554682
40230000,หนองนาคำ,Nong Na Kham,ขอนแก่น,Khon Kaen,16.800912442494674,102.34132328247428
40240000,บ้านแฮด,Ban Haet,ขอนแก่น,Khon Kaen,16.202394351339397,102.75057286439291
40250000,โนนศิลา,Non Sila,ขอนแก่น,Khon Kaen,15.973802109664463,102.66907723794296
40290000,เวียงเก่า,Wiang Kao,ขอนแก่น,Khon Kaen,16.68210830856427,102.2936593903998
41010000,เมืองอุดรธานี,Mueang Udon Thani,อุดรธานี,Udon Thani,17.415351422543317,102.7861218747693
41020000,กุดจับ,Kut Chap,อุดรธานี,Udon Thani,17.425477361808504,102.56681856462365
41030000,หนองวัวซอ,Nong Wua So,อุดรธานี,Udon Thani,17.162314776655986,102.57286055756462
41040000,กุมภวาปี,Kumphawapi,อุดรธานี,Udon Thani,17.113838142025802,103.01868845759752
41050000,โนนสะอาด,Non Sa-at,อุดรธานี,Udon Thani,16.978680307472143,102.89387340416913
41060000,หนองหาน,Nong Saeng,อุดรธานี,Udon Thani,17.360552325885784,103.10557711005416
41070000,ทุ่งฝน,Thung Fon,อุดรธานี,Udon Thani,17.471423152144492,103.26021372614426
41080000,ไชยวาน,Chai Wan,อุดรธานี,Udon Thani,17.285224634519082,103.22236289064885
41090000,ศรีธาตุ,Si That,อุดรธานี,Udon Thani,16.97299375041126,103.21682894671785
41100000,วังสามหมอ,Wang Sam Mo,อุดรธานี,Udon Thani,16.95005560146508,103.42831811651781
41110000,บ้านดุง,Ban Dung,อุดรธานี,Udon Thani,17.7010064971186,103.25958437106584
41170000,บ้านผือ,Ban Phue,อุดรธานี,Udon Thani,17.687629967498697,102.47285057104231
41180000,น้ำโสม,Nam Som,อุดรธานี,Udon Thani,17.77048325924175,102.18961632689262
41190000,เพ็ญ,Phen,อุดรธานี,Udon Thani,17.69521397425958,102.90726891341662
41200000,สร้างคอม,Sang Khom,อุดรธานี,Udon Thani,17.825113147670216,103.08888063314316
41210000,หนองแสง,Nong Saeng,อุดรธานี,Udon Thani,17.168679481439895,102.78191829863586
41220000,นายูง,Na Yung,อุดรธานี,Udon Thani,17.897748014420756,102.14989126126594
41230000,พิบูลย์รักษ์,Phibun Rak,อุดรธานี,Udon Thani,17.54927501473593,103.05767659989307
41240000,กู่แก้ว,Ku Kaeo,อุดรธานี,Udon Thani,17.172141873568215,103.1530339864359
41250000,ประจักษ์ศิลปาคม,Prachaksinlapakhom,อุดรธานี,Udon Thani,17.27272682248014,102.99397214222887
42010000,เมืองเลย,Mueang Loei,เลย,Loei,17.487928071263948,101.71938370695109
42020000,นาด้วง,Na Duang,เลย,Loei,17.479199607533584,101.97061081317239
42030000,เชียงคาน,Chiang Khan,เลย,Loei,17.898204884653897,101.66625785293112
42040000,ปากชม,Pak Chom,เลย,Loei,18.022663593943022,101.88747434905665
42050000,ด่านซ้าย,Dan Sai,เลย,Loei,17.280041633104478,101.14669545175128
42060000,นาแห้ว,Na Haeo,เลย,Loei,17.48551066277508,101.06847696491454
42070000,ภูเรือ,Phu Ruea,เลย,Loei,17.455035712909734,101.36281318874033
42080000,ท่าลี่,Tha Li,เลย,Loei,17.62451390114584,101.42137480670154
42090000,วังสะพุง,Wang Saphung,เลย,Loei,17.30021826788245,101.76854567730271
42100000,ภูกระดึง,Phu Kradueng,เลย,Loei,16.884161099978062,101.88472698642704
42110000,ภูหลวง,Phu Luang,เลย,Loei,17.139667331881654,101.66427855773178
42120000,ผาขาว,Pha  Khao,เลย,Loei,17.066940118252496,102.02709712279972
42130000,เอราวัณ,Erawan,เลย,Loei,17.30989462796628,101.94005960128499
42140000,หนองหิน,Nong Hin,เลย,Loei,17.12761093669126,101.85078627199304
43010000,เมืองหนองคาย,Mueang Nong Khai,หนองคาย,Nong Khai,17.88015809206796,102.74026809189967
43020000,ท่าบ่อ,Tha Bo,หนองคาย,Nong Khai,17.84969564334316,102.58120431709033
43050000,โพนพิสัย,Phon Phisai,หนองคาย,Nong Khai,18.021846270445383,103.0770702289075
43070000,ศรีเชียงใหม่,Si Chiang Mai,หนองคาย,Nong Khai,17.956302406232187,102.58953104220629
43080000,สังคม,Sangkhom,หนองคาย,Nong Khai,18.063987311369456,102.27341505753448
43140000,สระใคร,Sakhrai,หนองคาย,Nong Khai,17.67519474719052,102.75062266407801
43150000,เฝ้าไร่,Fao Rai,หนองคาย,Nong Khai,18.018918216039452,103.30368953903039
43160000,รัตนวาปี,Rattanawapi,หนองคาย,Nong Khai,18.220251711017287,103.1803629009705
43170000,โพธิ์ตาก,Pho Tak,หนองคาย,Nong Khai,17.877291706144597,102.40950390884358
44010000,เมืองมหาสารคาม,Mueang Maha Sarakham,มหาสารคาม,Maha Sarakham,16.184124348151716,103.30162298457405
44020000,แกดำ,Kae Dam,มหาสารคาม,Maha Sarakham,16.024189384928672,103.3849613996097
44030000,โกสุมพิสัย,Kosum Phisai,มหาสารคาม,Maha Sarakham,16.24860124197507,103.06699038852534
44040000,กันทรวิชัย,Kantharawichai,มหาสารคาม,Maha Sarakham,16.322911545218965,103.29686720030347
44050000,เชียงยืน,Chiang Yuen,มหาสารคาม,Maha Sarakham,16.408069642659324,103.10522049784778
44060000,บรบือ,Borabue,มหาสารคาม,Maha Sarakham,16.038506433130422,103.11891129988126
44070000,นาเชือก,Na Chueak,มหาสารคาม,Maha Sarakham,15.799004020596728,103.03109504222098
44080000,พยัคฆภูมิพิสัย,Phayakkhaphum Phisai,มหาสารคาม,Maha Sarakham,15.51610904455523,103.19378024593517
44090000,วาปีปทุม,Wapi Pathum,มหาสารคาม,Maha Sarakham,15.845860181213908,103.37950739391252
44100000,นาดูน,Na Dun,มหาสารคาม,Maha Sarakham,15.713947003192207,103.22676232687907
44110000,ยางสีสุราช,Yang Sisurat,มหาสารคาม,Maha Sarakham,15.683373307263002,103.10335854089021
44120000,กุดรัง,Kut Rang,มหาสารคาม,Maha Sarakham,16.05096040733491,102.99380693511797
44130000,ชื่นชม,Chuen Chom,มหาสารคาม,Maha Sarakham,16.53122457940462,103.17172822393833
45010000,เมืองร้อยเอ็ด,Mueang Roi Et,ร้อยเอ็ด,Roi Et,16.05317435523184,103.65466612874908
45020000,เกษตรวิสัย,Kaset Wisai,ร้อยเอ็ด,Roi Et,15.656904472659905,103.57994057146175
45030000,ปทุมรัตต์,Pathum Rat,ร้อยเอ็ด,Roi Et,15.634487435498038,103.3428291379186
45040000,จตุรพักตรพิมาน,Chaturaphak Phiman,ร้อยเอ็ด,Roi Et,15.84599867178266,103.55690841337076
45050000,ธวัชบุรี,Thawat Buri,ร้อยเอ็ด,Roi Et,16.03889254514243,103.7470986377779
45060000,พนมไพร,Phanom Phrai,ร้อยเอ็ด,Roi Et,15.678136367497688,104.11013425329737
45070000,โพนทอง,Phon Thong,ร้อยเอ็ด,Roi Et,16.300112420097676,103.97823642797955
45080000,โพธิ์ชัย,Pho Chai,ร้อยเอ็ด,Roi Et,16.323495716842988,103.76908616101822
45090000,หนองพอก,Nong Phok,ร้อยเอ็ด,Roi Et,16.309821122927644,104.20302374413552
45100000,เสลภูมิ,Selaphum,ร้อยเอ็ด,Roi Et,16.03326834421883,103.93380497788735
45110000,สุวรรณภูมิ,Suwannaphum,ร้อยเอ็ด,Roi Et,15.608718733888505,103.79990232876203
45120000,เมืองสรวง,Mueang Suang,ร้อยเอ็ด,Roi Et,15.823462516547979,103.71761940670434
45130000,โพนทราย,Phon Sai,ร้อยเอ็ด,Roi Et,15.488179393486526,103.99579228391661
45140000,อาจสามารถ,At Samat,ร้อยเอ็ด,Roi Et,15.843517403121968,103.87893829322866
45150000,เมยวดี,Moei Wadi,ร้อยเอ็ด,Roi Et,16.389204625118527,104.15730632021696
45160000,ศรีสมเด็จ,Si Somdet,ร้อยเอ็ด,Roi Et,15.998237657024124,103.48783758024432
45170000,จังหาร,Changhan,ร้อยเอ็ด,Roi Et,16.139103413117137,103.61496143741415
45180000,เชียงขวัญ,Chiang Khwan,ร้อยเอ็ด,Roi Et,16.165718198551943,103.7518734085599
45190000,หนองฮี,Nong Hi,ร้อยเอ็ด,Roi Et,15.610302627831679,103.9904419768837
45200000,ทุ่งเขาหลวง,Thung Khao Luang,ร้อยเอ็ด,Roi Et,15.992177588170657,103.8592100583681
46010000,เมืองกาฬสินธุ์,Mueang Kalasin,กาฬสินธุ์,Kalasin,16.442973154963248,103.53416210672601
46020000,นามน,Na Mon,กาฬสินธุ์,Kalasin,16.575307366323827,103.78671824430373
46030000,กมลาไสย,Kamalasai,กาฬสินธุ์,Kalasin,16.33872396029222,103.57524274678777
46040000,ร่องคำ,Rong Kham,กาฬสินธุ์,Kalasin,16.26654001435999,103.7404735429607
46050000,กุฉินารายณ์,Kuchinarai,กาฬสินธุ์,Kalasin,16.53714036195696,104.0545278621071
46060000,เขาวง,Khao Wong,กาฬสินธุ์,Kalasin,16.698949685282944,104.09026521424326
46070000,ยางตลาด,Yang Talat,กาฬสินธุ์,Kalasin,16.401941863490826,103.37315002802606
46080000,ห้วยเม็ก,Huai Mek,กาฬสินธุ์,Kalasin,16.590242004514444,103.23547700580501
46090000,สหัสขันธ์,Sahatsakhan,กาฬสินธุ์,Kalasin,16.711980737828213,103.5199535355484
46100000,คำม่วง,Kham Muang,กาฬสินธุ์,Kalasin,16.922153839276657,103.6314086508996
46110000,ท่าคันโท,Tha Khantho,กาฬสินธุ์,Kalasin,16.939970568332946,103.24449189152752
46120000,หนองกุงศรี,Nong Kung Si,กาฬสินธุ์,Kalasin,16.65582733202319,103.29400183056623
46130000,สมเด็จ,Somdet,กาฬสินธุ์,Kalasin,16.704395194461927,103.74976191199094
46140000,ห้วยผึ้ง,Huai Phueng,กาฬสินธุ์,Kalasin,16.6459444811615,103.90872893555462
46150000,สามชัย,Sam Chai,กาฬสินธุ์,Kalasin,16.863178029688243,103.5372491999296
46160000,นาคู,Na Khu,กาฬสินธุ์,Kalasin,16.77903033897658,104.03322205974554
46170000,ดอนจาน,Don Chan,กาฬสินธุ์,Kalasin,16.45660449638548,103.69480293146961
46180000,ฆ้องชัย,Khong Chai,กาฬสินธุ์,Kalasin,16.260472708966073,103.45805075484499
47010000,เมืองสกลนคร,Mueang Sakon Nakhon,สกลนคร,Sakon Nakhon,17.15574769935692,104.13394938319665
47020000,กุสุมาลย์,Kusuman,สกลนคร,Sakon Nakhon,17.330842194301116,104.3336341305526
47030000,กุดบาก,Kut Bak,สกลนคร,Sakon Nakhon,17.087944290347654,103.82288972399972
47040000,พรรณานิคม,Phanna Nikhom,สกลนคร,Sakon Nakhon,17.35165318405609,103.84689823269896
47050000,พังโคน,Phanh khon,สกลนคร,Sakon Nakhon,17.392397799158584,103.70943020367775
47060000,วาริชภูมิ,Waritchaphum,สกลนคร,Sakon Nakhon,17.29305164724939,103.63636230030356
47070000,นิคมน้ำอูน,Nikhom Nam un,สกลนคร,Sakon Nakhon,17.18281207504309,103.71785452021764
47080000,วานรนิวาส,Wanon Niwat,สกลนคร,Sakon Nakhon,17.632083612733148,103.75181258255361
47090000,คำตากล้า,Kham Ta Kla,สกลนคร,Sakon Nakhon,17.8493003442244,103.75473672963372
47100000,บ้านม่วง,Ban Muang,สกลนคร,Sakon Nakhon,17.850984090388636,103.57004738821935
47110000,อากาศอำนวย,Akat Amnuai,สกลนคร,Sakon Nakhon,17.596338495660564,103.97368235432006
47120000,สว่างแดนดิน,Sawang Daen Din,สกลนคร,Sakon Nakhon,17.475415709753072,103.45759280689411
47130000,ส่องดาว,Song Dao,สกลนคร,Sakon Nakhon,17.336379180205213,103.47575550929291
47140000,เต่างอย,Tao Ngoi,สกลนคร,Sakon Nakhon,16.996961021587843,104.16772481831097
47150000,โคกศรีสุพรรณ,Khok Si Suphan,สกลนคร,Sakon Nakhon,17.04370784409524,104.27302457788018
47160000,เจริญศิลป์,Charoen Sin,สกลนคร,Sakon Nakhon,17.596561559724865,103.56540721367561
47170000,โพนนาแก้ว,Phon Na Kaeo,สกลนคร,Sakon Nakhon,17.221259718005324,104.28982178182405
47180000,ภูพาน,Phu Phan,สกลนคร,Sakon Nakhon,16.999897697788988,103.96547367196847
48010000,เมืองนครพนม,Mueang Nakhon Phanom,นครพนม,Nakhon Phanom,17.367222906015055,104.76078973161205
48020000,ปลาปาก,Pla Pak,นครพนม,Nakhon Phanom,17.180583551577215,104.52613087649155
48030000,ท่าอุเทน,Tha Uthen,นครพนม,Nakhon Phanom,17.556860610089167,104.6123793653115
48040000,บ้านแพง,Ban Phaeng,นครพนม,Nakhon Phanom,17.968144555063233,104.21578831919057
48050000,ธาตุพนม,That Phanom,นครพนม,Nakhon Phanom,16.936349017356804,104.70955754789712
48060000,เรณูนคร,Renu Nakhon,นครพนม,Nakhon Phanom,17.056293467897245,104.67976170119317
