,site1,site2,value
1000,"('ไทรน้อย', 'นนทบุรี')","('พุทธมณฑล', 'นครปฐม')",1
1001,"('สรรคบุรี', 'ชัยนาท')","('สรรคบุรี', 'ชัยนาท')",1
1002,"('สรรคบุรี', 'ชัยนาท')","('หันคา', 'ชัยนาท')",1
1003,"('สรรคบุรี', 'ชัยนาท')","('บางระจัน', 'สิงห์บุรี')",1
1004,"('สรรคบุรี', 'ชัยนาท')","('อินทร์บุรี', 'สิงห์บุรี')",1
1005,"('สรรคบุรี', 'ชัยนาท')","('เมืองชัยนาท', 'ชัยนาท')",1
1006,"('สรรคบุรี', 'ชัยนาท')","('วัดสิงห์', 'ชัยนาท')",1
1007,"('สรรคบุรี', 'ชัยนาท')","('สรรพยา', 'ชัยนาท')",1
1008,"('สรรคบุรี', 'ชัยนาท')","('ตาคลี', 'นครสวรรค์')",1
1009,"('สรรคบุรี', 'ชัยนาท')","('เดิมบางนางบวช', 'สุพรรณบุรี')",1
1010,"('หันคา', 'ชัยนาท')","('สรรคบุรี', 'ชัยนาท')",1
1011,"('หันคา', 'ชัยนาท')","('หันคา', 'ชัยนาท')",1
1012,"('หันคา', 'ชัยนาท')","('หนองมะโมง', 'ชัยนาท')",1
1013,"('หันคา', 'ชัยนาท')","('เนินขาม', 'ชัยนาท')",1
1014,"('หันคา', 'ชัยนาท')","('เมืองชัยนาท', 'ชัยนาท')",1
1015,"('หันคา', 'ชัยนาท')","('วัดสิงห์', 'ชัยนาท')",1
1016,"('หันคา', 'ชัยนาท')","('บ้านไร่', 'อุทัยธานี')",1
1017,"('หันคา', 'ชัยนาท')","('เดิมบางนางบวช', 'สุพรรณบุรี')",1
1018,"('หันคา', 'ชัยนาท')","('ด่านช้าง', 'สุพรรณบุรี')",1
1019,"('หนองมะโมง', 'ชัยนาท')","('หันคา', 'ชัยนาท')",1
1020,"('หนองมะโมง', 'ชัยนาท')","('หนองมะโมง', 'ชัยนาท')",1
1021,"('หนองมะโมง', 'ชัยนาท')","('เนินขาม', 'ชัยนาท')",1
1022,"('หนองมะโมง', 'ชัยนาท')","('วัดสิงห์', 'ชัยนาท')",1
1023,"('หนองมะโมง', 'ชัยนาท')","('เมืองอุทัยธานี', 'อุทัยธานี')",1
1024,"('หนองมะโมง', 'ชัยนาท')","('หนองฉาง', 'อุทัยธานี')",1
1025,"('หนองมะโมง', 'ชัยนาท')","('หนองขาหย่าง', 'อุทัยธานี')",1
1026,"('หนองมะโมง', 'ชัยนาท')","('บ้านไร่', 'อุทัยธานี')",1
1027,"('เนินขาม', 'ชัยนาท')","('หันคา', 'ชัยนาท')",1
1028,"('เนินขาม', 'ชัยนาท')","('หนองมะโมง', 'ชัยนาท')",1
1029,"('เนินขาม', 'ชัยนาท')","('เนินขาม', 'ชัยนาท')",1
1030,"('เนินขาม', 'ชัยนาท')","('วัดสิงห์', 'ชัยนาท')",1
1031,"('เนินขาม', 'ชัยนาท')","('บ้านไร่', 'อุทัยธานี')",1
1032,"('เนินขาม', 'ชัยนาท')","('เดิมบางนางบวช', 'สุพรรณบุรี')",1
1033,"('เนินขาม', 'ชัยนาท')","('ด่านช้าง', 'สุพรรณบุรี')",1
1034,"('ปากเกร็ด', 'นนทบุรี')","('บางเขน', 'กรุงเทพมหานคร')",1
1035,"('ปากเกร็ด', 'นนทบุรี')","('ดอนเมือง', 'กรุงเทพมหานคร')",1
1036,"('ปากเกร็ด', 'นนทบุรี')","('จตุจักร', 'กรุงเทพมหานคร')",1
1037,"('ปากเกร็ด', 'นนทบุรี')","('หลักสี่', 'กรุงเทพมหานคร')",1
1038,"('ปากเกร็ด', 'นนทบุรี')","('เมืองนนทบุรี', 'นนทบุรี')",1
1039,"('ปากเกร็ด', 'นนทบุรี')","('บางใหญ่', 'นนทบุรี')",1
1040,"('ปากเกร็ด', 'นนทบุรี')","('บางบัวทอง', 'นนทบุรี')",1
1041,"('ปากเกร็ด', 'นนทบุรี')","('ปากเกร็ด', 'นนทบุรี')",1
1042,"('ปากเกร็ด', 'นนทบุรี')","('เมืองปทุมธานี', 'ปทุมธานี')",1
1043,"('ปากเกร็ด', 'นนทบุรี')","('คลองหลวง', 'ปทุมธานี')",1
1044,"('ปากเกร็ด', 'นนทบุรี')","('ลาดหลุมแก้ว', 'ปทุมธานี')",1
1045,"('เมืองสระบุรี', 'สระบุรี')","('บ้านนา', 'นครนายก')",1
1046,"('เมืองสระบุรี', 'สระบุรี')","('เมืองสระบุรี', 'สระบุรี')",1
1047,"('เมืองสระบุรี', 'สระบุรี')","('แก่งคอย', 'สระบุรี')",1
1048,"('เมืองสระบุรี', 'สระบุรี')","('หนองแค', 'สระบุรี')",1
1049,"('เมืองสระบุรี', 'สระบุรี')","('เฉลิมพระเกียรติ', 'สระบุรี')",1
1050,"('เมืองสระบุรี', 'สระบุรี')","('วิหารแดง', 'สระบุรี')",1
1051,"('เมืองสระบุรี', 'สระบุรี')","('หนองแซง', 'สระบุรี')",1
1052,"('เมืองสระบุรี', 'สระบุรี')","('พระพุทธบาท', 'สระบุรี')",1
1053,"('เมืองสระบุรี', 'สระบุรี')","('เสาไห้', 'สระบุรี')",1
1054,"('แก่งคอย', 'สระบุรี')","('บ้านนา', 'นครนายก')",1
1055,"('แก่งคอย', 'สระบุรี')","('พัฒนานิคม', 'ลพบุรี')",1
1056,"('แก่งคอย', 'สระบุรี')","('เมืองสระบุรี', 'สระบุรี')",1
1057,"('แก่งคอย', 'สระบุรี')","('แก่งคอย', 'สระบุรี')",1
1058,"('แก่งคอย', 'สระบุรี')","('หนองแค', 'สระบุรี')",1
1059,"('แก่งคอย', 'สระบุรี')","('เฉลิมพระเกียรติ', 'สระบุรี')",1
1060,"('แก่งคอย', 'สระบุรี')","('วิหารแดง', 'สระบุรี')",1
1061,"('แก่งคอย', 'สระบุรี')","('พระพุทธบาท', 'สระบุรี')",1
1062,"('แก่งคอย', 'สระบุรี')","('มวกเหล็ก', 'สระบุรี')",1
1063,"('แก่งคอย', 'สระบุรี')","('วังม่วง', 'สระบุรี')",1
1064,"('แก่งคอย', 'สระบุรี')","('เมืองนครนายก', 'นครนายก')",1
1065,"('แก่งคอย', 'สระบุรี')","('ปากพลี', 'นครนายก')",1
1066,"('แก่งคอย', 'สระบุรี')","('ปากช่อง', 'นครราชสีมา')",1
1067,"('หนองแค', 'สระบุรี')","('บ้านนา', 'นครนายก')",1
1068,"('หนองแค', 'สระบุรี')","('องครักษ์', 'นครนายก')",1
1069,"('หนองแค', 'สระบุรี')","('หนองเสือ', 'ปทุมธานี')",1
1070,"('หนองแค', 'สระบุรี')","('ภาชี', 'พระนครศรีอยุธยา')",1
1071,"('หนองแค', 'สระบุรี')","('วังน้อย', 'พระนครศรีอยุธยา')",1
1072,"('หนองแค', 'สระบุรี')","('เมืองสระบุรี', 'สระบุรี')",1
1073,"('หนองแค', 'สระบุรี')","('แก่งคอย', 'สระบุรี')",1
1074,"('หนองแค', 'สระบุรี')","('หนองแค', 'สระบุรี')",1
1075,"('หนองแค', 'สระบุรี')","('อุทัย', 'พระนครศรีอยุธยา')",1
1076,"('หนองแค', 'สระบุรี')","('วิหารแดง', 'สระบุรี')",1
1077,"('หนองแค', 'สระบุรี')","('หนองแซง', 'สระบุรี')",1
1078,"('เมืองปทุมธานี', 'ปทุมธานี')","('ดอนเมือง', 'กรุงเทพมหานคร')",1
1079,"('เมืองปทุมธานี', 'ปทุมธานี')","('สายไหม', 'กรุงเทพมหานคร')",1
1080,"('เมืองปทุมธานี', 'ปทุมธานี')","('บางบัวทอง', 'นนทบุรี')",1
1081,"('เมืองปทุมธานี', 'ปทุมธานี')","('ปากเกร็ด', 'นนทบุรี')",1
1082,"('เมืองปทุมธานี', 'ปทุมธานี')","('เมืองปทุมธานี', 'ปทุมธานี')",1
1083,"('เมืองปทุมธานี', 'ปทุมธานี')","('คลองหลวง', 'ปทุมธานี')",1
1084,"('เมืองปทุมธานี', 'ปทุมธานี')","('ธัญบุรี', 'ปทุมธานี')",1
1085,"('เมืองปทุมธานี', 'ปทุมธานี')","('ลาดหลุมแก้ว', 'ปทุมธานี')",1
1086,"('เมืองปทุมธานี', 'ปทุมธานี')","('ลำลูกกา', 'ปทุมธานี')",1
1087,"('เมืองปทุมธานี', 'ปทุมธานี')","('สามโคก', 'ปทุมธานี')",1
1088,"('คลองหลวง', 'ปทุมธานี')","('หนองเสือ', 'ปทุมธานี')",1
1089,"('คลองหลวง', 'ปทุมธานี')","('วังน้อย', 'พระนครศรีอยุธยา')",1
1090,"('คลองหลวง', 'ปทุมธานี')","('ปากเกร็ด', 'นนทบุรี')",1
1091,"('คลองหลวง', 'ปทุมธานี')","('เมืองปทุมธานี', 'ปทุมธานี')",1
1092,"('คลองหลวง', 'ปทุมธานี')","('คลองหลวง', 'ปทุมธานี')",1
1093,"('คลองหลวง', 'ปทุมธานี')","('ธัญบุรี', 'ปทุมธานี')",1
1094,"('คลองหลวง', 'ปทุมธานี')","('ลำลูกกา', 'ปทุมธานี')",1
1095,"('คลองหลวง', 'ปทุมธานี')","('สามโคก', 'ปทุมธานี')",1
1096,"('คลองหลวง', 'ปทุมธานี')","('บางไทร', 'พระนครศรีอยุธยา')",1
1097,"('คลองหลวง', 'ปทุมธานี')","('บางปะอิน', 'พระนครศรีอยุธยา')",1
1098,"('ธัญบุรี', 'ปทุมธานี')","('องครักษ์', 'นครนายก')",1
1099,"('ธัญบุรี', 'ปทุมธานี')","('หนองจอก', 'กรุงเทพมหานคร')",1
1100,"('ธัญบุรี', 'ปทุมธานี')","('ดอนเมือง', 'กรุงเทพมหานคร')",1
1101,"('ธัญบุรี', 'ปทุมธานี')","('หนองเสือ', 'ปทุมธานี')",1
1102,"('ธัญบุรี', 'ปทุมธานี')","('เมืองปทุมธานี', 'ปทุมธานี')",1
1103,"('ธัญบุรี', 'ปทุมธานี')","('คลองหลวง', 'ปทุมธานี')",1
1104,"('ธัญบุรี', 'ปทุมธานี')","('ธัญบุรี', 'ปทุมธานี')",1
1105,"('ธัญบุรี', 'ปทุมธานี')","('ลำลูกกา', 'ปทุมธานี')",1
1106,"('ธัญบุรี', 'ปทุมธานี')","('สามโคก', 'ปทุมธานี')",1
1107,"('ธัญบุรี', 'ปทุมธานี')","('บางน้ำเปรี้ยว', 'ฉะเชิงเทรา')",1
1108,"('เฉลิมพระเกียรติ', 'สระบุรี')","('เมืองลพบุรี', 'ลพบุรี')",1
1109,"('เฉลิมพระเกียรติ', 'สระบุรี')","('พัฒนานิคม', 'ลพบุรี')",1
1110,"('เฉลิมพระเกียรติ', 'สระบุรี')","('เมืองสระบุรี', 'สระบุรี')",1
1111,"('เฉลิมพระเกียรติ', 'สระบุรี')","('แก่งคอย', 'สระบุรี')",1
1112,"('เฉลิมพระเกียรติ', 'สระบุรี')","('เฉลิมพระเกียรติ', 'สระบุรี')",1
1113,"('เฉลิมพระเกียรติ', 'สระบุรี')","('หนองแซง', 'สระบุรี')",1
1114,"('เฉลิมพระเกียรติ', 'สระบุรี')","('พระพุทธบาท', 'สระบุรี')",1
1115,"('เฉลิมพระเกียรติ', 'สระบุรี')","('เสาไห้', 'สระบุรี')",1
1116,"('ลาดหลุมแก้ว', 'ปทุมธานี')","('ลาดบัวหลวง', 'พระนครศรีอยุธยา')",1
1117,"('ลาดหลุมแก้ว', 'ปทุมธานี')","('บางบัวทอง', 'นนทบุรี')",1
1118,"('ลาดหลุมแก้ว', 'ปทุมธานี')","('ไทรน้อย', 'นนทบุรี')",1
1119,"('ลาดหลุมแก้ว', 'ปทุมธานี')","('ปากเกร็ด', 'นนทบุรี')",1
1120,"('ลาดหลุมแก้ว', 'ปทุมธานี')","('เมืองปทุมธานี', 'ปทุมธานี')",1
1121,"('ลาดหลุมแก้ว', 'ปทุมธานี')","('ลาดหลุมแก้ว', 'ปทุมธานี')",1
1122,"('ลาดหลุมแก้ว', 'ปทุมธานี')","('สามโคก', 'ปทุมธานี')",1
1123,"('ลาดหลุมแก้ว', 'ปทุมธานี')","('บางไทร', 'พระนครศรีอยุธยา')",1
1124,"('ลำลูกกา', 'ปทุมธานี')","('องครักษ์', 'นครนายก')",1
1125,"('ลำลูกกา', 'ปทุมธานี')","('หนองจอก', 'กรุงเทพมหานคร')",1
1126,"('ลำลูกกา', 'ปทุมธานี')","('บางเขน', 'กรุงเทพมหานคร')",1
1127,"('ลำลูกกา', 'ปทุมธานี')","('ดอนเมือง', 'กรุงเทพมหานคร')",1
1128,"('ลำลูกกา', 'ปทุมธานี')","('หลักสี่', 'กรุงเทพมหานคร')",1
1129,"('ลำลูกกา', 'ปทุมธานี')","('สายไหม', 'กรุงเทพมหานคร')",1
1130,"('ลำลูกกา', 'ปทุมธานี')","('คลองสามวา', 'กรุงเทพมหานคร')",1
1131,"('ลำลูกกา', 'ปทุมธานี')","('หนองเสือ', 'ปทุมธานี')",1
1132,"('ลำลูกกา', 'ปทุมธานี')","('เมืองปทุมธานี', 'ปทุมธานี')",1
1133,"('ลำลูกกา', 'ปทุมธานี')","('คลองหลวง', 'ปทุมธานี')",1
1134,"('ลำลูกกา', 'ปทุมธานี')","('ธัญบุรี', 'ปทุมธานี')",1
1135,"('ลำลูกกา', 'ปทุมธานี')","('ลำลูกกา', 'ปทุมธานี')",1
1136,"('ลำลูกกา', 'ปทุมธานี')","('สามโคก', 'ปทุมธานี')",1
1137,"('ลำลูกกา', 'ปทุมธานี')","('บางน้ำเปรี้ยว', 'ฉะเชิงเทรา')",1
1138,"('สามโคก', 'ปทุมธานี')","('ลาดบัวหลวง', 'พระนครศรีอยุธยา')",1
1139,"('สามโคก', 'ปทุมธานี')","('เมืองปทุมธานี', 'ปทุมธานี')",1
1140,"('สามโคก', 'ปทุมธานี')","('คลองหลวง', 'ปทุมธานี')",1
1141,"('สามโคก', 'ปทุมธานี')","('ธัญบุรี', 'ปทุมธานี')",1
1142,"('สามโคก', 'ปทุมธานี')","('ลาดหลุมแก้ว', 'ปทุมธานี')",1
1143,"('สามโคก', 'ปทุมธานี')","('ลำลูกกา', 'ปทุมธานี')",1
1144,"('สามโคก', 'ปทุมธานี')","('สามโคก', 'ปทุมธานี')",1
1145,"('สามโคก', 'ปทุมธานี')","('บางไทร', 'พระนครศรีอยุธยา')",1
1146,"('สามโคก', 'ปทุมธานี')","('บางปะอิน', 'พระนครศรีอยุธยา')",1
1147,"('พระนครศรีอยุธยา', 'พระนครศรีอยุธยา')","('บางปะหัน', 'พระนครศรีอยุธยา')",1
1148,"('พระนครศรีอยุธยา', 'พระนครศรีอยุธยา')","('ภาชี', 'พระนครศรีอยุธยา')",1
1149,"('พระนครศรีอยุธยา', 'พระนครศรีอยุธยา')","('วังน้อย', 'พระนครศรีอยุธยา')",1
1150,"('พระนครศรีอยุธยา', 'พระนครศรีอยุธยา')","('พระนครศรีอยุธยา', 'พระนครศรีอยุธยา')",1
1151,"('พระนครศรีอยุธยา', 'พระนครศรีอยุธยา')","('นครหลวง', 'พระนครศรีอยุธยา')",1
1152,"('พระนครศรีอยุธยา', 'พระนครศรีอยุธยา')","('บางไทร', 'พระนครศรีอยุธยา')",1
1153,"('พระนครศรีอยุธยา', 'พระนครศรีอยุธยา')","('บางบาล', 'พระนครศรีอยุธยา')",1
1154,"('พระนครศรีอยุธยา', 'พระนครศรีอยุธยา')","('บางปะอิน', 'พระนครศรีอยุธยา')",1
1155,"('พระนครศรีอยุธยา', 'พระนครศรีอยุธยา')","('อุทัย', 'พระนครศรีอยุธยา')",1
1156,"('ท่าเรือ', 'พระนครศรีอยุธยา')","('บางปะหัน', 'พระนครศรีอยุธยา')",1
1157,"('ท่าเรือ', 'พระนครศรีอยุธยา')","('ภาชี', 'พระนครศรีอยุธยา')",1
1158,"('ท่าเรือ', 'พระนครศรีอยุธยา')","('ท่าเรือ', 'พระนครศรีอยุธยา')",1
1159,"('ท่าเรือ', 'พระนครศรีอยุธยา')","('นครหลวง', 'พระนครศรีอยุธยา')",1
1160,"('ท่าเรือ', 'พระนครศรีอยุธยา')","('มหาราช', 'พระนครศรีอยุธยา')",1
1161,"('ท่าเรือ', 'พระนครศรีอยุธยา')","('บ้านแพรก', 'พระนครศรีอยุธยา')",1
1162,"('ท่าเรือ', 'พระนครศรีอยุธยา')","('หนองแซง', 'สระบุรี')",1
1163,"('ท่าเรือ', 'พระนครศรีอยุธยา')","('บ้านหมอ', 'สระบุรี')",1
1164,"('ท่าเรือ', 'พระนครศรีอยุธยา')","('ดอนพุด', 'สระบุรี')",1
1165,"('ท่าเรือ', 'พระนครศรีอยุธยา')","('พระพุทธบาท', 'สระบุรี')",1
1166,"('ท่าเรือ', 'พระนครศรีอยุธยา')","('เสาไห้', 'สระบุรี')",1
1167,"('นครหลวง', 'พระนครศรีอยุธยา')","('บางปะหัน', 'พระนครศรีอยุธยา')",1
1168,"('นครหลวง', 'พระนครศรีอยุธยา')","('ภาชี', 'พระนครศรีอยุธยา')",1
1169,"('นครหลวง', 'พระนครศรีอยุธยา')","('พระนครศรีอยุธยา', 'พระนครศรีอยุธยา')",1
1170,"('นครหลวง', 'พระนครศรีอยุธยา')","('ท่าเรือ', 'พระนครศรีอยุธยา')",1
1171,"('นครหลวง', 'พระนครศรีอยุธยา')","('นครหลวง', 'พระนครศรีอยุธยา')",1
1172,"('นครหลวง', 'พระนครศรีอยุธยา')","('อุทัย', 'พระนครศรีอยุธยา')",1
1173,"('นครหลวง', 'พระนครศรีอยุธยา')","('มหาราช', 'พระนครศรีอยุธยา')",1
1174,"('นครหลวง', 'พระนครศรีอยุธยา')","('บ้านหมอ', 'สระบุรี')",1
1175,"('นครหลวง', 'พระนครศรีอยุธยา')","('ดอนพุด', 'สระบุรี')",1
1176,"('บางไทร', 'พระนครศรีอยุธยา')","('ลาดบัวหลวง', 'พระนครศรีอยุธยา')",1
1177,"('บางไทร', 'พระนครศรีอยุธยา')","('เสนา', 'พระนครศรีอยุธยา')",1
1178,"('บางไทร', 'พระนครศรีอยุธยา')","('คลองหลวง', 'ปทุมธานี')",1
1179,"('บางไทร', 'พระนครศรีอยุธยา')","('ลาดหลุมแก้ว', 'ปทุมธานี')",1
1180,"('บางไทร', 'พระนครศรีอยุธยา')","('สามโคก', 'ปทุมธานี')",1
1181,"('บางไทร', 'พระนครศรีอยุธยา')","('พระนครศรีอยุธยา', 'พระนครศรีอยุธยา')",1
1182,"('บางไทร', 'พระนครศรีอยุธยา')","('บางไทร', 'พระนครศรีอยุธยา')",1
1183,"('บางไทร', 'พระนครศรีอยุธยา')","('บางบาล', 'พระนครศรีอยุธยา')",1
1184,"('บางไทร', 'พระนครศรีอยุธยา')","('บางปะอิน', 'พระนครศรีอยุธยา')",1
1185,"('บางบาล', 'พระนครศรีอยุธยา')","('บางปะหัน', 'พระนครศรีอยุธยา')",1
1186,"('บางบาล', 'พระนครศรีอยุธยา')","('ผักไห่', 'พระนครศรีอยุธยา')",1
1187,"('บางบาล', 'พระนครศรีอยุธยา')","('เสนา', 'พระนครศรีอยุธยา')",1
1188,"('บางบาล', 'พระนครศรีอยุธยา')","('ป่าโมก', 'อ่างทอง')",1
1189,"('บางบาล', 'พระนครศรีอยุธยา')","('พระนครศรีอยุธยา', 'พระนครศรีอยุธยา')",1
1190,"('บางบาล', 'พระนครศรีอยุธยา')","('บางไทร', 'พระนครศรีอยุธยา')",1
1191,"('บางบาล', 'พระนครศรีอยุธยา')","('บางบาล', 'พระนครศรีอยุธยา')",1
1192,"('บางบาล', 'พระนครศรีอยุธยา')","('บางปะอิน', 'พระนครศรีอยุธยา')",1
1193,"('บางปะอิน', 'พระนครศรีอยุธยา')","('วังน้อย', 'พระนครศรีอยุธยา')",1
1194,"('บางปะอิน', 'พระนครศรีอยุธยา')","('คลองหลวง', 'ปทุมธานี')",1
1195,"('บางปะอิน', 'พระนครศรีอยุธยา')","('สามโคก', 'ปทุมธานี')",1
1196,"('บางปะอิน', 'พระนครศรีอยุธยา')","('พระนครศรีอยุธยา', 'พระนครศรีอยุธยา')",1
1197,"('บางปะอิน', 'พระนครศรีอยุธยา')","('บางไทร', 'พระนครศรีอยุธยา')",1
1198,"('บางปะอิน', 'พระนครศรีอยุธยา')","('บางบาล', 'พระนครศรีอยุธยา')",1
1199,"('บางปะอิน', 'พระนครศรีอยุธยา')","('บางปะอิน', 'พระนครศรีอยุธยา')",1
1200,"('บางปะอิน', 'พระนครศรีอยุธยา')","('อุทัย', 'พระนครศรีอยุธยา')",1
1201,"('อุทัย', 'พระนครศรีอยุธยา')","('บางปะหัน', 'พระนครศรีอยุธยา')",1
1202,"('อุทัย', 'พระนครศรีอยุธยา')","('ภาชี', 'พระนครศรีอยุธยา')",1
1203,"('อุทัย', 'พระนครศรีอยุธยา')","('วังน้อย', 'พระนครศรีอยุธยา')",1
1204,"('อุทัย', 'พระนครศรีอยุธยา')","('หนองแค', 'สระบุรี')",1
1205,"('อุทัย', 'พระนครศรีอยุธยา')","('พระนครศรีอยุธยา', 'พระนครศรีอยุธยา')",1
1206,"('อุทัย', 'พระนครศรีอยุธยา')","('นครหลวง', 'พระนครศรีอยุธยา')",1
1207,"('อุทัย', 'พระนครศรีอยุธยา')","('บางปะอิน', 'พระนครศรีอยุธยา')",1
1208,"('อุทัย', 'พระนครศรีอยุธยา')","('อุทัย', 'พระนครศรีอยุธยา')",1
1209,"('อุทัย', 'พระนครศรีอยุธยา')","('หนองแซง', 'สระบุรี')",1
1210,"('มหาราช', 'พระนครศรีอยุธยา')","('บางปะหัน', 'พระนครศรีอยุธยา')",1
1211,"('มหาราช', 'พระนครศรีอยุธยา')","('ป่าโมก', 'อ่างทอง')",1
1212,"('มหาราช', 'พระนครศรีอยุธยา')","('เมืองลพบุรี', 'ลพบุรี')",1
1213,"('มหาราช', 'พระนครศรีอยุธยา')","('ท่าเรือ', 'พระนครศรีอยุธยา')",1
1214,"('มหาราช', 'พระนครศรีอยุธยา')","('นครหลวง', 'พระนครศรีอยุธยา')",1
1215,"('มหาราช', 'พระนครศรีอยุธยา')","('มหาราช', 'พระนครศรีอยุธยา')",1
1216,"('มหาราช', 'พระนครศรีอยุธยา')","('บ้านแพรก', 'พระนครศรีอยุธยา')",1
1217,"('มหาราช', 'พระนครศรีอยุธยา')","('เมืองอ่างทอง', 'อ่างทอง')",1
1218,"('มหาราช', 'พระนครศรีอยุธยา')","('ไชโย', 'อ่างทอง')",1
1219,"('มหาราช', 'พระนครศรีอยุธยา')","('บ้านหมอ', 'สระบุรี')",1
1220,"('มหาราช', 'พระนครศรีอยุธยา')","('ดอนพุด', 'สระบุรี')",1
1221,"('มหาราช', 'พระนครศรีอยุธยา')","('หนองโดน', 'สระบุรี')",1
1222,"('บ้านแพรก', 'พระนครศรีอยุธยา')","('เมืองลพบุรี', 'ลพบุรี')",1
1223,"('บ้านแพรก', 'พระนครศรีอยุธยา')","('ท่าวุ้ง', 'ลพบุรี')",1
1224,"('บ้านแพรก', 'พระนครศรีอยุธยา')","('ท่าเรือ', 'พระนครศรีอยุธยา')",1
1225,"('บ้านแพรก', 'พระนครศรีอยุธยา')","('มหาราช', 'พระนครศรีอยุธยา')",1
1226,"('บ้านแพรก', 'พระนครศรีอยุธยา')","('บ้านแพรก', 'พระนครศรีอยุธยา')",1
1227,"('บ้านแพรก', 'พระนครศรีอยุธยา')","('เมืองอ่างทอง', 'อ่างทอง')",1
1228,"('บ้านแพรก', 'พระนครศรีอยุธยา')","('ไชโย', 'อ่างทอง')",1
1229,"('บ้านแพรก', 'พระนครศรีอยุธยา')","('บ้านหมอ', 'สระบุรี')",1
1230,"('บ้านแพรก', 'พระนครศรีอยุธยา')","('ดอนพุด', 'สระบุรี')",1
1231,"('บ้านแพรก', 'พระนครศรีอยุธยา')","('หนองโดน', 'สระบุรี')",1
1232,"('เมืองอ่างทอง', 'อ่างทอง')","('บางปะหัน', 'พระนครศรีอยุธยา')",1
1233,"('เมืองอ่างทอง', 'อ่างทอง')","('ผักไห่', 'พระนครศรีอยุธยา')",1
1234,"('เมืองอ่างทอง', 'อ่างทอง')","('ป่าโมก', 'อ่างทอง')",1
1235,"('เมืองอ่างทอง', 'อ่างทอง')","('โพธิ์ทอง', 'อ่างทอง')",1
1236,"('เมืองอ่างทอง', 'อ่างทอง')","('วิเศษชัยชาญ', 'อ่างทอง')",1
1237,"('เมืองอ่างทอง', 'อ่างทอง')","('เมืองลพบุรี', 'ลพบุรี')",1
1238,"('เมืองอ่างทอง', 'อ่างทอง')","('มหาราช', 'พระนครศรีอยุธยา')",1
1239,"('เมืองอ่างทอง', 'อ่างทอง')","('บ้านแพรก', 'พระนครศรีอยุธยา')",1
1240,"('เมืองอ่างทอง', 'อ่างทอง')","('เมืองอ่างทอง', 'อ่างทอง')",1
1241,"('เมืองอ่างทอง', 'อ่างทอง')","('ไชโย', 'อ่างทอง')",1
1242,"('ไชโย', 'อ่างทอง')","('โพธิ์ทอง', 'อ่างทอง')",1
1243,"('ไชโย', 'อ่างทอง')","('วิเศษชัยชาญ', 'อ่างทอง')",1
1244,"('ไชโย', 'อ่างทอง')","('เมืองลพบุรี', 'ลพบุรี')",1
1245,"('ไชโย', 'อ่างทอง')","('ท่าวุ้ง', 'ลพบุรี')",1
1246,"('ไชโย', 'อ่างทอง')","('พรหมบุรี', 'สิงห์บุรี')",1
1247,"('ไชโย', 'อ่างทอง')","('มหาราช', 'พระนครศรีอยุธยา')",1
1248,"('ไชโย', 'อ่างทอง')","('บ้านแพรก', 'พระนครศรีอยุธยา')",1
1249,"('ไชโย', 'อ่างทอง')","('เมืองอ่างทอง', 'อ่างทอง')",1
1250,"('ไชโย', 'อ่างทอง')","('ไชโย', 'อ่างทอง')",1
1251,"('ไชโย', 'อ่างทอง')","('ท่าช้าง', 'สิงห์บุรี')",1
1252,"('บ้านหมี่', 'ลพบุรี')","('เมืองลพบุรี', 'ลพบุรี')",1
1253,"('บ้านหมี่', 'ลพบุรี')","('โคกสำโรง', 'ลพบุรี')",1
1254,"('บ้านหมี่', 'ลพบุรี')","('ท่าวุ้ง', 'ลพบุรี')",1
1255,"('บ้านหมี่', 'ลพบุรี')","('หนองม่วง', 'ลพบุรี')",1
1256,"('บ้านหมี่', 'ลพบุรี')","('บ้านหมี่', 'ลพบุรี')",1
1257,"('บ้านหมี่', 'ลพบุรี')","('เมืองสิงห์บุรี', 'สิงห์บุรี')",1
1258,"('บ้านหมี่', 'ลพบุรี')","('อินทร์บุรี', 'สิงห์บุรี')",1
1259,"('บ้านหมี่', 'ลพบุรี')","('ตาคลี', 'นครสวรรค์')",1
1260,"('บ้านหมี่', 'ลพบุรี')","('ตากฟ้า', 'นครสวรรค์')",1
1261,"('ท่าหลวง', 'ลพบุรี')","('พัฒนานิคม', 'ลพบุรี')",1
1262,"('ท่าหลวง', 'ลพบุรี')","('ชัยบาดาล', 'ลพบุรี')",1
1263,"('ท่าหลวง', 'ลพบุรี')","('ท่าหลวง', 'ลพบุรี')",1
1264,"('ท่าหลวง', 'ลพบุรี')","('ลำสนธิ', 'ลพบุรี')",1
1265,"('ท่าหลวง', 'ลพบุรี')","('มวกเหล็ก', 'สระบุรี')",1
1266,"('สระโบสถ์', 'ลพบุรี')","('โคกสำโรง', 'ลพบุรี')",1
1267,"('สระโบสถ์', 'ลพบุรี')","('ชัยบาดาล', 'ลพบุรี')",1
1268,"('สระโบสถ์', 'ลพบุรี')","('หนองม่วง', 'ลพบุรี')",1
1269,"('สระโบสถ์', 'ลพบุรี')","('สระโบสถ์', 'ลพบุรี')",1
1270,"('สระโบสถ์', 'ลพบุรี')","('โคกเจริญ', 'ลพบุรี')",1
1271,"('สระโบสถ์', 'ลพบุรี')","('ไพศาลี', 'นครสวรรค์')",1
