,site1,site2,value
943,"('บางใหญ่', 'นนทบุรี')","('พุทธมณฑล', 'นครปฐม')",1
944,"('หนองม่วง', 'ลพบุรี')","('โคกสำโรง', 'ลพบุรี')",1
945,"('หนองม่วง', 'ลพบุรี')","('หนองม่วง', 'ลพบุรี')",1
946,"('หนองม่วง', 'ลพบุรี')","('บ้านหมี่', 'ลพบุรี')",1
947,"('หนองม่วง', 'ลพบุรี')","('สระโบสถ์', 'ลพบุรี')",1
948,"('หนองม่วง', 'ลพบุรี')","('โคกเจริญ', 'ลพบุรี')",1
949,"('หนองม่วง', 'ลพบุรี')","('ตาคลี', 'นครสวรรค์')",1
950,"('หนองม่วง', 'ลพบุรี')","('ท่าตะโก', 'นครสวรรค์')",1
951,"('หนองม่วง', 'ลพบุรี')","('ไพศาลี', 'นครสวรรค์')",1
952,"('หนองม่วง', 'ลพบุรี')","('ตากฟ้า', 'นครสวรรค์')",1
953,"('บางบัวทอง', 'นนทบุรี')","('เมืองนนทบุรี', 'นนทบุรี')",1
954,"('บางบัวทอง', 'นนทบุรี')","('บางใหญ่', 'นนทบุรี')",1
955,"('บางบัวทอง', 'นนทบุรี')","('บางบัวทอง', 'นนทบุรี')",1
956,"('บางบัวทอง', 'นนทบุรี')","('ไทรน้อย', 'นนทบุรี')",1
957,"('บางบัวทอง', 'นนทบุรี')","('ปากเกร็ด', 'นนทบุรี')",1
958,"('บางบัวทอง', 'นนทบุรี')","('เมืองปทุมธานี', 'ปทุมธานี')",1
959,"('บางบัวทอง', 'นนทบุรี')","('ลาดหลุมแก้ว', 'ปทุมธานี')",1
960,"('บางบัวทอง', 'นนทบุรี')","('พุทธมณฑล', 'นครปฐม')",1
961,"('ค่ายบางระจัน', 'สิงห์บุรี')","('แสวงหา', 'อ่างทอง')",1
962,"('ค่ายบางระจัน', 'สิงห์บุรี')","('ค่ายบางระจัน', 'สิงห์บุรี')",1
963,"('ค่ายบางระจัน', 'สิงห์บุรี')","('พรหมบุรี', 'สิงห์บุรี')",1
964,"('ค่ายบางระจัน', 'สิงห์บุรี')","('เมืองสิงห์บุรี', 'สิงห์บุรี')",1
965,"('ค่ายบางระจัน', 'สิงห์บุรี')","('บางระจัน', 'สิงห์บุรี')",1
966,"('ค่ายบางระจัน', 'สิงห์บุรี')","('ท่าช้าง', 'สิงห์บุรี')",1
967,"('ค่ายบางระจัน', 'สิงห์บุรี')","('เดิมบางนางบวช', 'สุพรรณบุรี')",1
968,"('ค่ายบางระจัน', 'สิงห์บุรี')","('ศรีประจันต์', 'สุพรรณบุรี')",1
969,"('ค่ายบางระจัน', 'สิงห์บุรี')","('สามชุก', 'สุพรรณบุรี')",1
970,"('พรหมบุรี', 'สิงห์บุรี')","('โพธิ์ทอง', 'อ่างทอง')",1
971,"('พรหมบุรี', 'สิงห์บุรี')","('เมืองลพบุรี', 'ลพบุรี')",1
972,"('พรหมบุรี', 'สิงห์บุรี')","('ท่าวุ้ง', 'ลพบุรี')",1
973,"('พรหมบุรี', 'สิงห์บุรี')","('ค่ายบางระจัน', 'สิงห์บุรี')",1
974,"('พรหมบุรี', 'สิงห์บุรี')","('พรหมบุรี', 'สิงห์บุรี')",1
975,"('พรหมบุรี', 'สิงห์บุรี')","('ไชโย', 'อ่างทอง')",1
976,"('พรหมบุรี', 'สิงห์บุรี')","('เมืองสิงห์บุรี', 'สิงห์บุรี')",1
977,"('พรหมบุรี', 'สิงห์บุรี')","('ท่าช้าง', 'สิงห์บุรี')",1
978,"('ไทรน้อย', 'นนทบุรี')","('ลาดบัวหลวง', 'พระนครศรีอยุธยา')",1
979,"('ไทรน้อย', 'นนทบุรี')","('บางใหญ่', 'นนทบุรี')",1
980,"('ไทรน้อย', 'นนทบุรี')","('บางบัวทอง', 'นนทบุรี')",1
981,"('ไทรน้อย', 'นนทบุรี')","('ไทรน้อย', 'นนทบุรี')",1
982,"('ไทรน้อย', 'นนทบุรี')","('ลาดหลุมแก้ว', 'ปทุมธานี')",1
983,"('ไทรน้อย', 'นนทบุรี')","('นครชัยศรี', 'นครปฐม')",1
984,"('ไทรน้อย', 'นนทบุรี')","('บางเลน', 'นครปฐม')",1
985,"('ไทรน้อย', 'นนทบุรี')","('พุทธมณฑล', 'นครปฐม')",1
986,"('สรรคบุรี', 'ชัยนาท')","('สรรคบุรี', 'ชัยนาท')",1
987,"('สรรคบุรี', 'ชัยนาท')","('หันคา', 'ชัยนาท')",1
988,"('สรรคบุรี', 'ชัยนาท')","('บางระจัน', 'สิงห์บุรี')",1
989,"('สรรคบุรี', 'ชัยนาท')","('อินทร์บุรี', 'สิงห์บุรี')",1
990,"('สรรคบุรี', 'ชัยนาท')","('เมืองชัยนาท', 'ชัยนาท')",1
991,"('สรรคบุรี', 'ชัยนาท')","('วัดสิงห์', 'ชัยนาท')",1
992,"('สรรคบุรี', 'ชัยนาท')","('สรรพยา', 'ชัยนาท')",1
993,"('สรรคบุรี', 'ชัยนาท')","('ตาคลี', 'นครสวรรค์')",1
994,"('สรรคบุรี', 'ชัยนาท')","('เดิมบางนางบวช', 'สุพรรณบุรี')",1
995,"('หันคา', 'ชัยนาท')","('สรรคบุรี', 'ชัยนาท')",1
996,"('หันคา', 'ชัยนาท')","('หันคา', 'ชัยนาท')",1
997,"('หันคา', 'ชัยนาท')","('หนองมะโมง', 'ชัยนาท')",1
998,"('หันคา', 'ชัยนาท')","('เนินขาม', 'ชัยนาท')",1
999,"('หันคา', 'ชัยนาท')","('เมืองชัยนาท', 'ชัยนาท')",1
1000,"('หันคา', 'ชัยนาท')","('วัดสิงห์', 'ชัยนาท')",1
1001,"('หันคา', 'ชัยนาท')","('บ้านไร่', 'อุทัยธานี')",1
1002,"('หันคา', 'ชัยนาท')","('เดิมบางนางบวช', 'สุพรรณบุรี')",1
1003,"('หันคา', 'ชัยนาท')","('ด่านช้าง', 'สุพรรณบุรี')",1
1004,"('หนองมะโมง', 'ชัยนาท')","('หันคา', 'ชัยนาท')",1
1005,"('หนองมะโมง', 'ชัยนาท')","('หนองมะโมง', 'ชัยนาท')",1
1006,"('หนองมะโมง', 'ชัยนาท')","('เนินขาม', 'ชัยนาท')",1
1007,"('หนองมะโมง', 'ชัยนาท')","('วัดสิงห์', 'ชัยนาท')",1
1008,"('หนองมะโมง', 'ชัยนาท')","('เมืองอุทัยธานี', 'อุทัยธานี')",1
1009,"('หนองมะโมง', 'ชัยนาท')","('หนองฉาง', 'อุทัยธานี')",1
1010,"('หนองมะโมง', 'ชัยนาท')","('หนองขาหย่าง', 'อุทัยธานี')",1
1011,"('หนองมะโมง', 'ชัยนาท')","('บ้านไร่', 'อุทัยธานี')",1
1012,"('เนินขาม', 'ชัยนาท')","('หันคา', 'ชัยนาท')",1
1013,"('เนินขาม', 'ชัยนาท')","('หนองมะโมง', 'ชัยนาท')",1
1014,"('เนินขาม', 'ชัยนาท')","('เนินขาม', 'ชัยนาท')",1
1015,"('เนินขาม', 'ชัยนาท')","('วัดสิงห์', 'ชัยนาท')",1
1016,"('เนินขาม', 'ชัยนาท')","('บ้านไร่', 'อุทัยธานี')",1
1017,"('เนินขาม', 'ชัยนาท')","('เดิมบางนางบวช', 'สุพรรณบุรี')",1
1018,"('เนินขาม', 'ชัยนาท')","('ด่านช้าง', 'สุพรรณบุรี')",1
1019,"('ปากเกร็ด', 'นนทบุรี')","('บางเขน', 'กรุงเทพมหานคร')",1
1020,"('ปากเกร็ด', 'นนทบุรี')","('ดอนเมือง', 'กรุงเทพมหานคร')",1
1021,"('ปากเกร็ด', 'นนทบุรี')","('จตุจักร', 'กรุงเทพมหานคร')",1
1022,"('ปากเกร็ด', 'นนทบุรี')","('หลักสี่', 'กรุงเทพมหานคร')",1
1023,"('ปากเกร็ด', 'นนทบุรี')","('เมืองนนทบุรี', 'นนทบุรี')",1
1024,"('ปากเกร็ด', 'นนทบุรี')","('บางใหญ่', 'นนทบุรี')",1
1025,"('ปากเกร็ด', 'นนทบุรี')","('บางบัวทอง', 'นนทบุรี')",1
1026,"('ปากเกร็ด', 'นนทบุรี')","('ปากเกร็ด', 'นนทบุรี')",1
1027,"('ปากเกร็ด', 'นนทบุรี')","('เมืองปทุมธานี', 'ปทุมธานี')",1
1028,"('ปากเกร็ด', 'นนทบุรี')","('คลองหลวง', 'ปทุมธานี')",1
1029,"('ปากเกร็ด', 'นนทบุรี')","('ลาดหลุมแก้ว', 'ปทุมธานี')",1
1030,"('เมืองสระบุรี', 'สระบุรี')","('บ้านนา', 'นครนายก')",1
1031,"('เมืองสระบุรี', 'สระบุรี')","('เมืองสระบุรี', 'สระบุรี')",1
1032,"('เมืองสระบุรี', 'สระบุรี')","('แก่งคอย', 'สระบุรี')",1
1033,"('เมืองสระบุรี', 'สระบุรี')","('หนองแค', 'สระบุรี')",1
1034,"('เมืองสระบุรี', 'สระบุรี')","('เฉลิมพระเกียรติ', 'สระบุรี')",1
1035,"('เมืองสระบุรี', 'สระบุรี')","('วิหารแดง', 'สระบุรี')",1
1036,"('เมืองสระบุรี', 'สระบุรี')","('หนองแซง', 'สระบุรี')",1
1037,"('เมืองสระบุรี', 'สระบุรี')","('พระพุทธบาท', 'สระบุรี')",1
1038,"('เมืองสระบุรี', 'สระบุรี')","('เสาไห้', 'สระบุรี')",1
1039,"('แก่งคอย', 'สระบุรี')","('บ้านนา', 'นครนายก')",1
1040,"('แก่งคอย', 'สระบุรี')","('พัฒนานิคม', 'ลพบุรี')",1
1041,"('แก่งคอย', 'สระบุรี')","('เมืองสระบุรี', 'สระบุรี')",1
1042,"('แก่งคอย', 'สระบุรี')","('แก่งคอย', 'สระบุรี')",1
1043,"('แก่งคอย', 'สระบุรี')","('หนองแค', 'สระบุรี')",1
1044,"('แก่งคอย', 'สระบุรี')","('เฉลิมพระเกียรติ', 'สระบุรี')",1
1045,"('แก่งคอย', 'สระบุรี')","('วิหารแดง', 'สระบุรี')",1
1046,"('แก่งคอย', 'สระบุรี')","('พระพุทธบาท', 'สระบุรี')",1
1047,"('แก่งคอย', 'สระบุรี')","('มวกเหล็ก', 'สระบุรี')",1
1048,"('แก่งคอย', 'สระบุรี')","('วังม่วง', 'สระบุรี')",1
1049,"('แก่งคอย', 'สระบุรี')","('เมืองนครนายก', 'นครนายก')",1
1050,"('แก่งคอย', 'สระบุรี')","('ปากพลี', 'นครนายก')",1
1051,"('หนองแค', 'สระบุรี')","('บ้านนา', 'นครนายก')",1
1052,"('หนองแค', 'สระบุรี')","('องครักษ์', 'นครนายก')",1
1053,"('หนองแค', 'สระบุรี')","('หนองเสือ', 'ปทุมธานี')",1
1054,"('หนองแค', 'สระบุรี')","('ภาชี', 'พระนครศรีอยุธยา')",1
1055,"('หนองแค', 'สระบุรี')","('วังน้อย', 'พระนครศรีอยุธยา')",1
1056,"('หนองแค', 'สระบุรี')","('เมืองสระบุรี', 'สระบุรี')",1
1057,"('หนองแค', 'สระบุรี')","('แก่งคอย', 'สระบุรี')",1
1058,"('หนองแค', 'สระบุรี')","('หนองแค', 'สระบุรี')",1
1059,"('หนองแค', 'สระบุรี')","('อุทัย', 'พระนครศรีอยุธยา')",1
1060,"('หนองแค', 'สระบุรี')","('วิหารแดง', 'สระบุรี')",1
1061,"('หนองแค', 'สระบุรี')","('หนองแซง', 'สระบุรี')",1
1062,"('เมืองปทุมธานี', 'ปทุมธานี')","('ดอนเมือง', 'กรุงเทพมหานคร')",1
1063,"('เมืองปทุมธานี', 'ปทุมธานี')","('สายไหม', 'กรุงเทพมหานคร')",1
1064,"('เมืองปทุมธานี', 'ปทุมธานี')","('บางบัวทอง', 'นนทบุรี')",1
1065,"('เมืองปทุมธานี', 'ปทุมธานี')","('ปากเกร็ด', 'นนทบุรี')",1
1066,"('เมืองปทุมธานี', 'ปทุมธานี')","('เมืองปทุมธานี', 'ปทุมธานี')",1
1067,"('เมืองปทุมธานี', 'ปทุมธานี')","('คลองหลวง', 'ปทุมธานี')",1
1068,"('เมืองปทุมธานี', 'ปทุมธานี')","('ธัญบุรี', 'ปทุมธานี')",1
1069,"('เมืองปทุมธานี', 'ปทุมธานี')","('ลาดหลุมแก้ว', 'ปทุมธานี')",1
1070,"('เมืองปทุมธานี', 'ปทุมธานี')","('ลำลูกกา', 'ปทุมธานี')",1
1071,"('เมืองปทุมธานี', 'ปทุมธานี')","('สามโคก', 'ปทุมธานี')",1
1072,"('คลองหลวง', 'ปทุมธานี')","('หนองเสือ', 'ปทุมธานี')",1
1073,"('คลองหลวง', 'ปทุมธานี')","('วังน้อย', 'พระนครศรีอยุธยา')",1
1074,"('คลองหลวง', 'ปทุมธานี')","('ปากเกร็ด', 'นนทบุรี')",1
1075,"('คลองหลวง', 'ปทุมธานี')","('เมืองปทุมธานี', 'ปทุมธานี')",1
1076,"('คลองหลวง', 'ปทุมธานี')","('คลองหลวง', 'ปทุมธานี')",1
1077,"('คลองหลวง', 'ปทุมธานี')","('ธัญบุรี', 'ปทุมธานี')",1
1078,"('คลองหลวง', 'ปทุมธานี')","('ลำลูกกา', 'ปทุมธานี')",1
1079,"('คลองหลวง', 'ปทุมธานี')","('สามโคก', 'ปทุมธานี')",1
1080,"('คลองหลวง', 'ปทุมธานี')","('บางไทร', 'พระนครศรีอยุธยา')",1
1081,"('คลองหลวง', 'ปทุมธานี')","('บางปะอิน', 'พระนครศรีอยุธยา')",1
1082,"('ธัญบุรี', 'ปทุมธานี')","('องครักษ์', 'นครนายก')",1
1083,"('ธัญบุรี', 'ปทุมธานี')","('หนองจอก', 'กรุงเทพมหานคร')",1
1084,"('ธัญบุรี', 'ปทุมธานี')","('ดอนเมือง', 'กรุงเทพมหานคร')",1
1085,"('ธัญบุรี', 'ปทุมธานี')","('หนองเสือ', 'ปทุมธานี')",1
1086,"('ธัญบุรี', 'ปทุมธานี')","('เมืองปทุมธานี', 'ปทุมธานี')",1
1087,"('ธัญบุรี', 'ปทุมธานี')","('คลองหลวง', 'ปทุมธานี')",1
1088,"('ธัญบุรี', 'ปทุมธานี')","('ธัญบุรี', 'ปทุมธานี')",1
1089,"('ธัญบุรี', 'ปทุมธานี')","('ลำลูกกา', 'ปทุมธานี')",1
1090,"('ธัญบุรี', 'ปทุมธานี')","('สามโคก', 'ปทุมธานี')",1
1091,"('เฉลิมพระเกียรติ', 'สระบุรี')","('เมืองลพบุรี', 'ลพบุรี')",1
1092,"('เฉลิมพระเกียรติ', 'สระบุรี')","('พัฒนานิคม', 'ลพบุรี')",1
1093,"('เฉลิมพระเกียรติ', 'สระบุรี')","('เมืองสระบุรี', 'สระบุรี')",1
1094,"('เฉลิมพระเกียรติ', 'สระบุรี')","('แก่งคอย', 'สระบุรี')",1
1095,"('เฉลิมพระเกียรติ', 'สระบุรี')","('เฉลิมพระเกียรติ', 'สระบุรี')",1
1096,"('เฉลิมพระเกียรติ', 'สระบุรี')","('หนองแซง', 'สระบุรี')",1
1097,"('เฉลิมพระเกียรติ', 'สระบุรี')","('พระพุทธบาท', 'สระบุรี')",1
1098,"('เฉลิมพระเกียรติ', 'สระบุรี')","('เสาไห้', 'สระบุรี')",1
1099,"('ลาดหลุมแก้ว', 'ปทุมธานี')","('ลาดบัวหลวง', 'พระนครศรีอยุธยา')",1
1100,"('ลาดหลุมแก้ว', 'ปทุมธานี')","('บางบัวทอง', 'นนทบุรี')",1
1101,"('ลาดหลุมแก้ว', 'ปทุมธานี')","('ไทรน้อย', 'นนทบุรี')",1
1102,"('ลาดหลุมแก้ว', 'ปทุมธานี')","('ปากเกร็ด', 'นนทบุรี')",1
1103,"('ลาดหลุมแก้ว', 'ปทุมธานี')","('เมืองปทุมธานี', 'ปทุมธานี')",1
1104,"('ลาดหลุมแก้ว', 'ปทุมธานี')","('ลาดหลุมแก้ว', 'ปทุมธานี')",1
1105,"('ลาดหลุมแก้ว', 'ปทุมธานี')","('สามโคก', 'ปทุมธานี')",1
1106,"('ลาดหลุมแก้ว', 'ปทุมธานี')","('บางไทร', 'พระนครศรีอยุธยา')",1
1107,"('ลำลูกกา', 'ปทุมธานี')","('องครักษ์', 'นครนายก')",1
1108,"('ลำลูกกา', 'ปทุมธานี')","('หนองจอก', 'กรุงเทพมหานคร')",1
1109,"('ลำลูกกา', 'ปทุมธานี')","('บางเขน', 'กรุงเทพมหานคร')",1
1110,"('ลำลูกกา', 'ปทุมธานี')","('ดอนเมือง', 'กรุงเทพมหานคร')",1
1111,"('ลำลูกกา', 'ปทุมธานี')","('หลักสี่', 'กรุงเทพมหานคร')",1
1112,"('ลำลูกกา', 'ปทุมธานี')","('สายไหม', 'กรุงเทพมหานคร')",1
1113,"('ลำลูกกา', 'ปทุมธานี')","('คลองสามวา', 'กรุงเทพมหานคร')",1
1114,"('ลำลูกกา', 'ปทุมธานี')","('หนองเสือ', 'ปทุมธานี')",1
1115,"('ลำลูกกา', 'ปทุมธานี')","('เมืองปทุมธานี', 'ปทุมธานี')",1
1116,"('ลำลูกกา', 'ปทุมธานี')","('คลองหลวง', 'ปทุมธานี')",1
1117,"('ลำลูกกา', 'ปทุมธานี')","('ธัญบุรี', 'ปทุมธานี')",1
1118,"('ลำลูกกา', 'ปทุมธานี')","('ลำลูกกา', 'ปทุมธานี')",1
1119,"('ลำลูกกา', 'ปทุมธานี')","('สามโคก', 'ปทุมธานี')",1
1120,"('สามโคก', 'ปทุมธานี')","('ลาดบัวหลวง', 'พระนครศรีอยุธยา')",1
1121,"('สามโคก', 'ปทุมธานี')","('เมืองปทุมธานี', 'ปทุมธานี')",1
1122,"('สามโคก', 'ปทุมธานี')","('คลองหลวง', 'ปทุมธานี')",1
1123,"('สามโคก', 'ปทุมธานี')","('ธัญบุรี', 'ปทุมธานี')",1
1124,"('สามโคก', 'ปทุมธานี')","('ลาดหลุมแก้ว', 'ปทุมธานี')",1
1125,"('สามโคก', 'ปทุมธานี')","('ลำลูกกา', 'ปทุมธานี')",1
1126,"('สามโคก', 'ปทุมธานี')","('สามโคก', 'ปทุมธานี')",1
1127,"('สามโคก', 'ปทุมธานี')","('บางไทร', 'พระนครศรีอยุธยา')",1
1128,"('สามโคก', 'ปทุมธานี')","('บางปะอิน', 'พระนครศรีอยุธยา')",1
1129,"('พระนครศรีอยุธยา', 'พระนครศรีอยุธยา')","('บางปะหัน', 'พระนครศรีอยุธยา')",1
1130,"('พระนครศรีอยุธยา', 'พระนครศรีอยุธยา')","('ภาชี', 'พระนครศรีอยุธยา')",1
1131,"('พระนครศรีอยุธยา', 'พระนครศรีอยุธยา')","('วังน้อย', 'พระนครศรีอยุธยา')",1
1132,"('พระนครศรีอยุธยา', 'พระนครศรีอยุธยา')","('พระนครศรีอยุธยา', 'พระนครศรีอยุธยา')",1
1133,"('พระนครศรีอยุธยา', 'พระนครศรีอยุธยา')","('นครหลวง', 'พระนครศรีอยุธยา')",1
1134,"('พระนครศรีอยุธยา', 'พระนครศรีอยุธยา')","('บางไทร', 'พระนครศรีอยุธยา')",1
1135,"('พระนครศรีอยุธยา', 'พระนครศรีอยุธยา')","('บางบาล', 'พระนครศรีอยุธยา')",1
1136,"('พระนครศรีอยุธยา', 'พระนครศรีอยุธยา')","('บางปะอิน', 'พระนครศรีอยุธยา')",1
1137,"('พระนครศรีอยุธยา', 'พระนครศรีอยุธยา')","('อุทัย', 'พระนครศรีอยุธยา')",1
1138,"('ท่าเรือ', 'พระนครศรีอยุธยา')","('บางปะหัน', 'พระนครศรีอยุธยา')",1
1139,"('ท่าเรือ', 'พระนครศรีอยุธยา')","('ภาชี', 'พระนครศรีอยุธยา')",1
1140,"('ท่าเรือ', 'พระนครศรีอยุธยา')","('ท่าเรือ', 'พระนครศรีอยุธยา')",1
1141,"('ท่าเรือ', 'พระนครศรีอยุธยา')","('นครหลวง', 'พระนครศรีอยุธยา')",1
1142,"('ท่าเรือ', 'พระนครศรีอยุธยา')","('มหาราช', 'พระนครศรีอยุธยา')",1
1143,"('ท่าเรือ', 'พระนครศรีอยุธยา')","('บ้านแพรก', 'พระนครศรีอยุธยา')",1
1144,"('ท่าเรือ', 'พระนครศรีอยุธยา')","('หนองแซง', 'สระบุรี')",1
1145,"('ท่าเรือ', 'พระนครศรีอยุธยา')","('บ้านหมอ', 'สระบุรี')",1
1146,"('ท่าเรือ', 'พระนครศรีอยุธยา')","('ดอนพุด', 'สระบุรี')",1
1147,"('ท่าเรือ', 'พระนครศรีอยุธยา')","('พระพุทธบาท', 'สระบุรี')",1
1148,"('ท่าเรือ', 'พระนครศรีอยุธยา')","('เสาไห้', 'สระบุรี')",1
1149,"('นครหลวง', 'พระนครศรีอยุธยา')","('บางปะหัน', 'พระนครศรีอยุธยา')",1
1150,"('นครหลวง', 'พระนครศรีอยุธยา')","('ภาชี', 'พระนครศรีอยุธยา')",1
1151,"('นครหลวง', 'พระนครศรีอยุธยา')","('พระนครศรีอยุธยา', 'พระนครศรีอยุธยา')",1
1152,"('นครหลวง', 'พระนครศรีอยุธยา')","('ท่าเรือ', 'พระนครศรีอยุธยา')",1
1153,"('นครหลวง', 'พระนครศรีอยุธยา')","('นครหลวง', 'พระนครศรีอยุธยา')",1
1154,"('นครหลวง', 'พระนครศรีอยุธยา')","('อุทัย', 'พระนครศรีอยุธยา')",1
1155,"('นครหลวง', 'พระนครศรีอยุธยา')","('มหาราช', 'พระนครศรีอยุธยา')",1
1156,"('นครหลวง', 'พระนครศรีอยุธยา')","('บ้านหมอ', 'สระบุรี')",1
1157,"('นครหลวง', 'พระนครศรีอยุธยา')","('ดอนพุด', 'สระบุรี')",1
1158,"('บางไทร', 'พระนครศรีอยุธยา')","('ลาดบัวหลวง', 'พระนครศรีอยุธยา')",1
1159,"('บางไทร', 'พระนครศรีอยุธยา')","('เสนา', 'พระนครศรีอยุธยา')",1
1160,"('บางไทร', 'พระนครศรีอยุธยา')","('คลองหลวง', 'ปทุมธานี')",1
1161,"('บางไทร', 'พระนครศรีอยุธยา')","('ลาดหลุมแก้ว', 'ปทุมธานี')",1
1162,"('บางไทร', 'พระนครศรีอยุธยา')","('สามโคก', 'ปทุมธานี')",1
1163,"('บางไทร', 'พระนครศรีอยุธยา')","('พระนครศรีอยุธยา', 'พระนครศรีอยุธยา')",1
1164,"('บางไทร', 'พระนครศรีอยุธยา')","('บางไทร', 'พระนครศรีอยุธยา')",1
1165,"('บางไทร', 'พระนครศรีอยุธยา')","('บางบาล', 'พระนครศรีอยุธยา')",1
1166,"('บางไทร', 'พระนครศรีอยุธยา')","('บางปะอิน', 'พระนครศรีอยุธยา')",1
1167,"('บางบาล', 'พระนครศรีอยุธยา')","('บางปะหัน', 'พระนครศรีอยุธยา')",1
1168,"('บางบาล', 'พระนครศรีอยุธยา')","('ผักไห่', 'พระนครศรีอยุธยา')",1
1169,"('บางบาล', 'พระนครศรีอยุธยา')","('เสนา', 'พระนครศรีอยุธยา')",1
1170,"('บางบาล', 'พระนครศรีอยุธยา')","('ป่าโมก', 'อ่างทอง')",1
1171,"('บางบาล', 'พระนครศรีอยุธยา')","('พระนครศรีอยุธยา', 'พระนครศรีอยุธยา')",1
1172,"('บางบาล', 'พระนครศรีอยุธยา')","('บางไทร', 'พระนครศรีอยุธยา')",1
1173,"('บางบาล', 'พระนครศรีอยุธยา')","('บางบาล', 'พระนครศรีอยุธยา')",1
1174,"('บางบาล', 'พระนครศรีอยุธยา')","('บางปะอิน', 'พระนครศรีอยุธยา')",1
1175,"('บางปะอิน', 'พระนครศรีอยุธยา')","('วังน้อย', 'พระนครศรีอยุธยา')",1
1176,"('บางปะอิน', 'พระนครศรีอยุธยา')","('คลองหลวง', 'ปทุมธานี')",1
1177,"('บางปะอิน', 'พระนครศรีอยุธยา')","('สามโคก', 'ปทุมธานี')",1
1178,"('บางปะอิน', 'พระนครศรีอยุธยา')","('พระนครศรีอยุธยา', 'พระนครศรีอยุธยา')",1
1179,"('บางปะอิน', 'พระนครศรีอยุธยา')","('บางไทร', 'พระนครศรีอยุธยา')",1
1180,"('บางปะอิน', 'พระนครศรีอยุธยา')","('บางบาล', 'พระนครศรีอยุธยา')",1
1181,"('บางปะอิน', 'พระนครศรีอยุธยา')","('บางปะอิน', 'พระนครศรีอยุธยา')",1
1182,"('บางปะอิน', 'พระนครศรีอยุธยา')","('อุทัย', 'พระนครศรีอยุธยา')",1
1183,"('อุทัย', 'พระนครศรีอยุธยา')","('บางปะหัน', 'พระนครศรีอยุธยา')",1
1184,"('อุทัย', 'พระนครศรีอยุธยา')","('ภาชี', 'พระนครศรีอยุธยา')",1
1185,"('อุทัย', 'พระนครศรีอยุธยา')","('วังน้อย', 'พระนครศรีอยุธยา')",1
1186,"('อุทัย', 'พระนครศรีอยุธยา')","('หนองแค', 'สระบุรี')",1
1187,"('อุทัย', 'พระนครศรีอยุธยา')","('พระนครศรีอยุธยา', 'พระนครศรีอยุธยา')",1
1188,"('อุทัย', 'พระนครศรีอยุธยา')","('นครหลวง', 'พระนครศรีอยุธยา')",1
1189,"('อุทัย', 'พระนครศรีอยุธยา')","('บางปะอิน', 'พระนครศรีอยุธยา')",1
1190,"('อุทัย', 'พระนครศรีอยุธยา')","('อุทัย', 'พระนครศรีอยุธยา')",1
1191,"('อุทัย', 'พระนครศรีอยุธยา')","('หนองแซง', 'สระบุรี')",1
1192,"('มหาราช', 'พระนครศรีอยุธยา')","('บางปะหัน', 'พระนครศรีอยุธยา')",1
1193,"('มหาราช', 'พระนครศรีอยุธยา')","('ป่าโมก', 'อ่างทอง')",1
1194,"('มหาราช', 'พระนครศรีอยุธยา')","('เมืองลพบุรี', 'ลพบุรี')",1
1195,"('มหาราช', 'พระนครศรีอยุธยา')","('ท่าเรือ', 'พระนครศรีอยุธยา')",1
1196,"('มหาราช', 'พระนครศรีอยุธยา')","('นครหลวง', 'พระนครศรีอยุธยา')",1
1197,"('มหาราช', 'พระนครศรีอยุธยา')","('มหาราช', 'พระนครศรีอยุธยา')",1
1198,"('มหาราช', 'พระนครศรีอยุธยา')","('บ้านแพรก', 'พระนครศรีอยุธยา')",1
1199,"('มหาราช', 'พระนครศรีอยุธยา')","('เมืองอ่างทอง', 'อ่างทอง')",1
1200,"('มหาราช', 'พระนครศรีอยุธยา')","('ไชโย', 'อ่างทอง')",1
1201,"('มหาราช', 'พระนครศรีอยุธยา')","('บ้านหมอ', 'สระบุรี')",1
1202,"('มหาราช', 'พระนครศรีอยุธยา')","('ดอนพุด', 'สระบุรี')",1
1203,"('มหาราช', 'พระนครศรีอยุธยา')","('หนองโดน', 'สระบุรี')",1
1204,"('บ้านแพรก', 'พระนครศรีอยุธยา')","('เมืองลพบุรี', 'ลพบุรี')",1
1205,"('บ้านแพรก', 'พระนครศรีอยุธยา')","('ท่าวุ้ง', 'ลพบุรี')",1
1206,"('บ้านแพรก', 'พระนครศรีอยุธยา')","('ท่าเรือ', 'พระนครศรีอยุธยา')",1
1207,"('บ้านแพรก', 'พระนครศรีอยุธยา')","('มหาราช', 'พระนครศรีอยุธยา')",1
1208,"('บ้านแพรก', 'พระนครศรีอยุธยา')","('บ้านแพรก', 'พระนครศรีอยุธยา')",1
1209,"('บ้านแพรก', 'พระนครศรีอยุธยา')","('เมืองอ่างทอง', 'อ่างทอง')",1
1210,"('บ้านแพรก', 'พระนครศรีอยุธยา')","('ไชโย', 'อ่างทอง')",1
1211,"('บ้านแพรก', 'พระนครศรีอยุธยา')","('บ้านหมอ', 'สระบุรี')",1
1212,"('บ้านแพรก', 'พระนครศรีอยุธยา')","('ดอนพุด', 'สระบุรี')",1
1213,"('บ้านแพรก', 'พระนครศรีอยุธยา')","('หนองโดน', 'สระบุรี')",1
1214,"('เมืองอ่างทอง', 'อ่างทอง')","('บางปะหัน', 'พระนครศรีอยุธยา')",1
