,Origin,Destination
3615,"('Bo Kluea', 'Nan')","('Mae Charim', 'Nan')"
3616,"('Bo Kluea', 'Nan')","('Pua', 'Nan')"
3617,"('Bo Kluea', 'Nan')","('Thung Chang', 'Nan')"
3618,"('Bo Kluea', 'Nan')","('Santi Suk', 'Nan')"
3619,"('Bo Kluea', 'Nan')","('Chaloem Phra Kiet', 'Nan')"
3620,"('Song Khwae', 'Nan')","('Pua', 'Nan')"
3621,"('Song Khwae', 'Nan')","('Tha Wang Pha', 'Nan')"
3622,"('Song Khwae', 'Nan')","('Thung Chang', 'Nan')"
3623,"('Song Khwae', 'Nan')","('Chiang Klang', 'Nan')"
3624,"('Song Khwae', 'Nan')","('Mueang Phayao', 'Phayao')"
3625,"('Song Khwae', 'Nan')","('Mueang Phayao', 'Phayao')"
3626,"('Phu Phiang', 'Nan')","('Mueang Nan', 'Nan')"
3627,"('Phu Phiang', 'Nan')","('Mae Charim', 'Nan')"
3628,"('Phu Phiang', 'Nan')","('Wiang Sa', 'Nan')"
3629,"('Phu Phiang', 'Nan')","('Santi Suk', 'Nan')"
3630,"('Chaloem Phra Kiet', 'Nan')","('Pua', 'Nan')"
3631,"('Chaloem Phra Kiet', 'Nan')","('Thung Chang', 'Nan')"
3632,"('Chaloem Phra Kiet', 'Nan')","('Bo Kluea', 'Nan')"
3633,"('Mueang Krabi', 'Krabi')","('Khao Phanom', 'Krabi')"
3634,"('Mueang Krabi', 'Krabi')","('Ao Luek', 'Krabi')"
3635,"('Mueang Krabi', 'Krabi')","('Nuea Khlong', 'Krabi')"
3636,"('Khao Phanom', 'Krabi')","('Thung Yai', 'Nakhon Si Thammarat')"
3637,"('Khao Phanom', 'Krabi')","('Mueang Krabi', 'Krabi')"
3638,"('Khao Phanom', 'Krabi')","('Khlong Thom', 'Krabi')"
3639,"('Khao Phanom', 'Krabi')","('Ao Luek', 'Krabi')"
3640,"('Khao Phanom', 'Krabi')","('Plai Phraya', 'Krabi')"
3641,"('Khao Phanom', 'Krabi')","('Lam Thap', 'Krabi')"
3642,"('Khao Phanom', 'Krabi')","('Nuea Khlong', 'Krabi')"
3643,"('Khao Phanom', 'Krabi')","('Phrasaeng', 'Surat Thani')"
3644,"('Khao Phanom', 'Krabi')","('Chai Buri', 'Surat Thani')"
3645,"('Ko Lanta', 'Krabi')","('Khlong Thom', 'Krabi')"
3646,"('Ko Lanta', 'Krabi')","('Nuea Khlong', 'Krabi')"
3647,"('Khlong Thom', 'Krabi')","('Khao Phanom', 'Krabi')"
3648,"('Khlong Thom', 'Krabi')","('Ko Lanta', 'Krabi')"
3649,"('Khlong Thom', 'Krabi')","('Lam Thap', 'Krabi')"
3650,"('Khlong Thom', 'Krabi')","('Nuea Khlong', 'Krabi')"
3651,"('Khlong Thom', 'Krabi')","('Sikao', 'Trang')"
3652,"('Khlong Thom', 'Krabi')","('Wang Wiset', 'Trang')"
3653,"('Ao Luek', 'Krabi')","('Ko Yao', 'Phang Nga')"
3654,"('Ao Luek', 'Krabi')","('Mueang Krabi', 'Krabi')"
3655,"('Ao Luek', 'Krabi')","('Khao Phanom', 'Krabi')"
3656,"('Ao Luek', 'Krabi')","('Plai Phraya', 'Krabi')"
3657,"('Ao Luek', 'Krabi')","('Mueang Phang-nga', 'Phang Nga')"
3658,"('Ao Luek', 'Krabi')","('Thap Put', 'Phang Nga')"
3659,"('Ao Luek', 'Krabi')","('Chai Buri', 'Surat Thani')"
3660,"('Plai Phraya', 'Krabi')","('Khao Phanom', 'Krabi')"
3661,"('Plai Phraya', 'Krabi')","('Ao Luek', 'Krabi')"
3662,"('Plai Phraya', 'Krabi')","('Thap Put', 'Phang Nga')"
3663,"('Plai Phraya', 'Krabi')","('Phanom', 'Surat Thani')"
3664,"('Plai Phraya', 'Krabi')","('Phrasaeng', 'Surat Thani')"
3665,"('Plai Phraya', 'Krabi')","('Khian Sa', 'Surat Thani')"
3666,"('Plai Phraya', 'Krabi')","('Chai Buri', 'Surat Thani')"
3667,"('Lam Thap', 'Krabi')","('Thung Song', 'Nakhon Si Thammarat')"
3668,"('Lam Thap', 'Krabi')","('Thung Yai', 'Nakhon Si Thammarat')"
3669,"('Lam Thap', 'Krabi')","('Bang Khan', 'Nakhon Si Thammarat')"
3670,"('Lam Thap', 'Krabi')","('Khao Phanom', 'Krabi')"
3671,"('Lam Thap', 'Krabi')","('Khlong Thom', 'Krabi')"
3672,"('Lam Thap', 'Krabi')","('Wang Wiset', 'Trang')"
3673,"('Nuea Khlong', 'Krabi')","('Mueang Krabi', 'Krabi')"
3674,"('Nuea Khlong', 'Krabi')","('Khao Phanom', 'Krabi')"
3675,"('Nuea Khlong', 'Krabi')","('Ko Lanta', 'Krabi')"
3676,"('Nuea Khlong', 'Krabi')","('Khlong Thom', 'Krabi')"
3677,"('Krathum Baen', 'Samut Sakhon')","('Nong Khaem', 'Bangkok')"
3678,"('Krathum Baen', 'Samut Sakhon')","('Bang Khae', 'Bangkok')"
3679,"('Krathum Baen', 'Samut Sakhon')","('Thawi Watthana', 'Bangkok')"
3680,"('Krathum Baen', 'Samut Sakhon')","('Bang Bon', 'Bangkok')"
3681,"('Krathum Baen', 'Samut Sakhon')","('Nakhon Chai Si', 'Nakhon Pathom')"
3682,"('Krathum Baen', 'Samut Sakhon')","('Ban Phaeo', 'Samut Sakhon')"
3683,"('Krathum Baen', 'Samut Sakhon')","('Sam Phran', 'Nakhon Pathom')"
3684,"('Krathum Baen', 'Samut Sakhon')","('Mueang Samut Sakhon', 'Samut Sakhon')"
3685,"('Ban Phaeo', 'Samut Sakhon')","('mueang Nakhon Pathom', 'Nakhon Pathom')"
3686,"('Ban Phaeo', 'Samut Sakhon')","('Krathum Baen', 'Samut Sakhon')"
3687,"('Ban Phaeo', 'Samut Sakhon')","('Mueang Samut Songkhram', 'Samut Songkhram')"
3688,"('Ban Phaeo', 'Samut Sakhon')","('Bang Khonthi', 'Samut Songkhram')"
3689,"('Ban Phaeo', 'Samut Sakhon')","('Amphawa', 'Samut Songkhram')"
3690,"('Ban Phaeo', 'Samut Sakhon')","('Sam Phran', 'Nakhon Pathom')"
3691,"('Ban Phaeo', 'Samut Sakhon')","('Mueang Samut Sakhon', 'Samut Sakhon')"
3692,"('Ban Phaeo', 'Samut Sakhon')","('Damnoen Saduak', 'Ratchaburi')"
3693,"('Ban Phaeo', 'Samut Sakhon')","('Bang Phae', 'Ratchaburi')"
3694,"('Mueang Samut Sakhon', 'Samut Sakhon')","('Bang Khun Thian', 'Bangkok')"
3695,"('Mueang Samut Sakhon', 'Samut Sakhon')","('Nong Khaem', 'Bangkok')"
3696,"('Mueang Samut Sakhon', 'Samut Sakhon')","('Bang Bon', 'Bangkok')"
3697,"('Mueang Samut Sakhon', 'Samut Sakhon')","('Krathum Baen', 'Samut Sakhon')"
3698,"('Mueang Samut Sakhon', 'Samut Sakhon')","('Ban Phaeo', 'Samut Sakhon')"
3699,"('Mueang Samut Sakhon', 'Samut Sakhon')","('Mueang Samut Songkhram', 'Samut Songkhram')"
3700,"('Mueang Samut Sakhon', 'Samut Sakhon')","('Damnoen Saduak', 'Ratchaburi')"
3701,"('Mueang Chaiyaphum', 'Chaiyaphum')","('Ban Khwao', 'Chaiyaphum')"
3702,"('Mueang Chaiyaphum', 'Chaiyaphum')","('Khon Sawan', 'Chaiyaphum')"
3703,"('Mueang Chaiyaphum', 'Chaiyaphum')","('Kaset Sombun', 'Chaiyaphum')"
3704,"('Mueang Chaiyaphum', 'Chaiyaphum')","('Nong Bua Daeng', 'Chaiyaphum')"
3705,"('Mueang Chaiyaphum', 'Chaiyaphum')","('Chatturat', 'Chaiyaphum')"
3706,"('Mueang Chaiyaphum', 'Chaiyaphum')","('Phu Khiao', 'Chaiyaphum')"
3707,"('Mueang Chaiyaphum', 'Chaiyaphum')","('Ban Lueam', 'Nakhon Ratchasima')"
3708,"('Mueang Chaiyaphum', 'Chaiyaphum')","('Kaeng Sanam Nang', 'Nakhon Ratchasima')"
3709,"('Mueang Chaiyaphum', 'Chaiyaphum')","('Kaeng Khro', 'Chaiyaphum')"
3710,"('Mueang Chaiyaphum', 'Chaiyaphum')","('Noen Sa-nga', 'Chaiyaphum')"
3711,"('Ban Khwao', 'Chaiyaphum')","('Mueang Chaiyaphum', 'Chaiyaphum')"
3712,"('Ban Khwao', 'Chaiyaphum')","('Nong Bua Daeng', 'Chaiyaphum')"
3713,"('Ban Khwao', 'Chaiyaphum')","('Chatturat', 'Chaiyaphum')"
3714,"('Ban Khwao', 'Chaiyaphum')","('Nong Bua Rawe', 'Chaiyaphum')"
3715,"('Ban Khwao', 'Chaiyaphum')","('Noen Sa-nga', 'Chaiyaphum')"
3716,"('Khon Sawan', 'Chaiyaphum')","('Mueang Chaiyaphum', 'Chaiyaphum')"
3717,"('Khon Sawan', 'Chaiyaphum')","('Waeng Yai', 'Khon Kaen')"
3718,"('Khon Sawan', 'Chaiyaphum')","('Waeng Noi', 'Khon Kaen')"
3719,"('Khon Sawan', 'Chaiyaphum')","('Khok Pho Chai', 'Khon Kaen')"
3720,"('Khon Sawan', 'Chaiyaphum')","('Kaeng Sanam Nang', 'Nakhon Ratchasima')"
3721,"('Khon Sawan', 'Chaiyaphum')","('Kaeng Khro', 'Chaiyaphum')"
3722,"('Kaset Sombun', 'Chaiyaphum')","('Mueang Chaiyaphum', 'Chaiyaphum')"
3723,"('Kaset Sombun', 'Chaiyaphum')","('Nong Bua Daeng', 'Chaiyaphum')"
3724,"('Kaset Sombun', 'Chaiyaphum')","('Phu Khiao', 'Chaiyaphum')"
3725,"('Kaset Sombun', 'Chaiyaphum')","('Kaeng Khro', 'Chaiyaphum')"
3726,"('Kaset Sombun', 'Chaiyaphum')","('Khon San', 'Chaiyaphum')"
3727,"('Nong Bua Daeng', 'Chaiyaphum')","('Mueang Phetchabun', 'Phetchabun')"
3728,"('Nong Bua Daeng', 'Chaiyaphum')","('Nong Phai', 'Phetchabun')"
3729,"('Nong Bua Daeng', 'Chaiyaphum')","('Mueang Chaiyaphum', 'Chaiyaphum')"
3730,"('Nong Bua Daeng', 'Chaiyaphum')","('Ban Khwao', 'Chaiyaphum')"
3731,"('Nong Bua Daeng', 'Chaiyaphum')","('Kaset Sombun', 'Chaiyaphum')"
3732,"('Nong Bua Daeng', 'Chaiyaphum')","('Nong Bua Rawe', 'Chaiyaphum')"
3733,"('Nong Bua Daeng', 'Chaiyaphum')","('Phakdi Chumphon', 'Chaiyaphum')"
3734,"('Nong Bua Daeng', 'Chaiyaphum')","('Khon San', 'Chaiyaphum')"
3735,"('Chatturat', 'Chaiyaphum')","('Mueang Chaiyaphum', 'Chaiyaphum')"
3736,"('Chatturat', 'Chaiyaphum')","('Ban Khwao', 'Chaiyaphum')"
3737,"('Chatturat', 'Chaiyaphum')","('Bamnet Narong', 'Chaiyaphum')"
3738,"('Chatturat', 'Chaiyaphum')","('Nong Bua Rawe', 'Chaiyaphum')"
3739,"('Chatturat', 'Chaiyaphum')","('Dan Khun Thot', 'Nakhon Ratchasima')"
3740,"('Chatturat', 'Chaiyaphum')","('Phra Thong Kham', 'Nakhon Ratchasima')"
3741,"('Chatturat', 'Chaiyaphum')","('Noen Sa-nga', 'Chaiyaphum')"
3742,"('Chatturat', 'Chaiyaphum')","('Sap Yai', 'Chaiyaphum')"
3743,"('Bamnet Narong', 'Chaiyaphum')","('Chatturat', 'Chaiyaphum')"
3744,"('Bamnet Narong', 'Chaiyaphum')","('Thep Sathit', 'Chaiyaphum')"
3745,"('Bamnet Narong', 'Chaiyaphum')","('Dan Khun Thot', 'Nakhon Ratchasima')"
3746,"('Bamnet Narong', 'Chaiyaphum')","('Thepharak', 'Nakhon Ratchasima')"
3747,"('Bamnet Narong', 'Chaiyaphum')","('Sap Yai', 'Chaiyaphum')"
3748,"('Nong Bua Rawe', 'Chaiyaphum')","('Ban Khwao', 'Chaiyaphum')"
3749,"('Nong Bua Rawe', 'Chaiyaphum')","('Nong Bua Daeng', 'Chaiyaphum')"
3750,"('Nong Bua Rawe', 'Chaiyaphum')","('Chatturat', 'Chaiyaphum')"
3751,"('Nong Bua Rawe', 'Chaiyaphum')","('Thep Sathit', 'Chaiyaphum')"
3752,"('Nong Bua Rawe', 'Chaiyaphum')","('Phakdi Chumphon', 'Chaiyaphum')"
3753,"('Nong Bua Rawe', 'Chaiyaphum')","('Sap Yai', 'Chaiyaphum')"
3754,"('Thep Sathit', 'Chaiyaphum')","('Lam Sonthi', 'Lopburi')"
3755,"('Thep Sathit', 'Chaiyaphum')","('Wichian Buri', 'Phetchabun')"
3756,"('Thep Sathit', 'Chaiyaphum')","('Bamnet Narong', 'Chaiyaphum')"
3757,"('Thep Sathit', 'Chaiyaphum')","('Nong Bua Rawe', 'Chaiyaphum')"
3758,"('Thep Sathit', 'Chaiyaphum')","('Phakdi Chumphon', 'Chaiyaphum')"
3759,"('Thep Sathit', 'Chaiyaphum')","('Dan Khun Thot', 'Nakhon Ratchasima')"
3760,"('Thep Sathit', 'Chaiyaphum')","('Thepharak', 'Nakhon Ratchasima')"
3761,"('Thep Sathit', 'Chaiyaphum')","('Sap Yai', 'Chaiyaphum')"
3762,"('Phu Khiao', 'Chaiyaphum')","('Mueang Chaiyaphum', 'Chaiyaphum')"
3763,"('Phu Khiao', 'Chaiyaphum')","('Kaset Sombun', 'Chaiyaphum')"
3764,"('Phu Khiao', 'Chaiyaphum')","('Ban Thaen', 'Chaiyaphum')"
3765,"('Phu Khiao', 'Chaiyaphum')","('Chum Phae', 'Khon Kaen')"
3766,"('Phu Khiao', 'Chaiyaphum')","('Kaeng Khro', 'Chaiyaphum')"
3767,"('Phu Khiao', 'Chaiyaphum')","('Khon San', 'Chaiyaphum')"
3768,"('Ban Thaen', 'Chaiyaphum')","('Phu Khiao', 'Chaiyaphum')"
3769,"('Ban Thaen', 'Chaiyaphum')","('Nong Ruea', 'Khon Kaen')"
3770,"('Ban Thaen', 'Chaiyaphum')","('Chum Phae', 'Khon Kaen')"
3771,"('Ban Thaen', 'Chaiyaphum')","('Mancha Khiri', 'Khon Kaen')"
3772,"('Ban Thaen', 'Chaiyaphum')","('Kaeng Khro', 'Chaiyaphum')"
3773,"('Phakdi Chumphon', 'Chaiyaphum')","('Lam Sonthi', 'Lopburi')"
3774,"('Phakdi Chumphon', 'Chaiyaphum')","('Mueang Phetchabun', 'Phetchabun')"
3775,"('Phakdi Chumphon', 'Chaiyaphum')","('Wichian Buri', 'Phetchabun')"
3776,"('Phakdi Chumphon', 'Chaiyaphum')","('Nong Phai', 'Phetchabun')"
3777,"('Phakdi Chumphon', 'Chaiyaphum')","('Bueng Sam Phan', 'Phetchabun')"
3778,"('Phakdi Chumphon', 'Chaiyaphum')","('Nong Bua Daeng', 'Chaiyaphum')"
3779,"('Phakdi Chumphon', 'Chaiyaphum')","('Nong Bua Rawe', 'Chaiyaphum')"
3780,"('Phakdi Chumphon', 'Chaiyaphum')","('Thep Sathit', 'Chaiyaphum')"
3781,"('Kaeng Khro', 'Chaiyaphum')","('Mueang Chaiyaphum', 'Chaiyaphum')"
3782,"('Kaeng Khro', 'Chaiyaphum')","('Khon Sawan', 'Chaiyaphum')"
3783,"('Kaeng Khro', 'Chaiyaphum')","('Kaset Sombun', 'Chaiyaphum')"
3784,"('Kaeng Khro', 'Chaiyaphum')","('Phu Khiao', 'Chaiyaphum')"
3785,"('Kaeng Khro', 'Chaiyaphum')","('Ban Thaen', 'Chaiyaphum')"
3786,"('Kaeng Khro', 'Chaiyaphum')","('Mancha Khiri', 'Khon Kaen')"
3787,"('Kaeng Khro', 'Chaiyaphum')","('Khok Pho Chai', 'Khon Kaen')"
3788,"('Khon San', 'Chaiyaphum')","('Mueang Phetchabun', 'Phetchabun')"
3789,"('Khon San', 'Chaiyaphum')","('Lom Sak', 'Phetchabun')"
3790,"('Khon San', 'Chaiyaphum')","('Nam Nao', 'Phetchabun')"
3791,"('Khon San', 'Chaiyaphum')","('Kaset Sombun', 'Chaiyaphum')"
3792,"('Khon San', 'Chaiyaphum')","('Nong Bua Daeng', 'Chaiyaphum')"
3793,"('Khon San', 'Chaiyaphum')","('Phu Khiao', 'Chaiyaphum')"
3794,"('Khon San', 'Chaiyaphum')","('Chum Phae', 'Khon Kaen')"
3795,"('Khon San', 'Chaiyaphum')","('Phu Phaman', 'Khon Kaen')"
3796,"('Noen Sa-nga', 'Chaiyaphum')","('Mueang Chaiyaphum', 'Chaiyaphum')"
3797,"('Noen Sa-nga', 'Chaiyaphum')","('Ban Khwao', 'Chaiyaphum')"
3798,"('Noen Sa-nga', 'Chaiyaphum')","('Chatturat', 'Chaiyaphum')"
3799,"('Noen Sa-nga', 'Chaiyaphum')","('Khong', 'Nakhon Ratchasima')"
3800,"('Noen Sa-nga', 'Chaiyaphum')","('Ban Lueam', 'Nakhon Ratchasima')"
3801,"('Noen Sa-nga', 'Chaiyaphum')","('Phra Thong Kham', 'Nakhon Ratchasima')"
3802,"('Sap Yai', 'Chaiyaphum')","('Chatturat', 'Chaiyaphum')"
3803,"('Sap Yai', 'Chaiyaphum')","('Bamnet Narong', 'Chaiyaphum')"
3804,"('Sap Yai', 'Chaiyaphum')","('Nong Bua Rawe', 'Chaiyaphum')"
3805,"('Sap Yai', 'Chaiyaphum')","('Thep Sathit', 'Chaiyaphum')"
3806,"('Mueang Rayong', 'Rayong')","('Bang Lamung', 'Chonburi')"
3807,"('Mueang Rayong', 'Rayong')","('Ban Chang', 'Rayong')"
3808,"('Mueang Rayong', 'Rayong')","('Klaeng', 'Rayong')"
3809,"('Mueang Rayong', 'Rayong')","('Wang Chan', 'Rayong')"
3810,"('Mueang Rayong', 'Rayong')","('Ban Khai', 'Rayong')"
3811,"('Mueang Rayong', 'Rayong')","('Nikhom Phatthana', 'Rayong')"
3812,"('Ban Chang', 'Rayong')","('Bang Lamung', 'Chonburi')"
3813,"('Ban Chang', 'Rayong')","('Sattahip', 'Chonburi')"
3814,"('Ban Chang', 'Rayong')","('Mueang Rayong', 'Rayong')"
3815,"('Ban Chang', 'Rayong')","('Nikhom Phatthana', 'Rayong')"
3816,"('Klaeng', 'Rayong')","('Kaeng Hang Maeo', 'Chanthaburi')"
3817,"('Klaeng', 'Rayong')","('Na Yai Am', 'Chanthaburi')"
3818,"('Klaeng', 'Rayong')","('Mueang Rayong', 'Rayong')"
3819,"('Klaeng', 'Rayong')","('Wang Chan', 'Rayong')"
3820,"('Klaeng', 'Rayong')","('Ban Khai', 'Rayong')"
3821,"('Klaeng', 'Rayong')","('Khao Chamao', 'Rayong')"
3822,"('Wang Chan', 'Rayong')","('Nong Yai', 'Chonburi')"
3823,"('Wang Chan', 'Rayong')","('Bo Thong', 'Chonburi')"
3824,"('Wang Chan', 'Rayong')","('Mueang Rayong', 'Rayong')"
3825,"('Wang Chan', 'Rayong')","('Klaeng', 'Rayong')"
3826,"('Wang Chan', 'Rayong')","('Ban Khai', 'Rayong')"
3827,"('Wang Chan', 'Rayong')","('Pluak Daeng', 'Rayong')"
3828,"('Wang Chan', 'Rayong')","('Khao Chamao', 'Rayong')"
3829,"('Ban Khai', 'Rayong')","('Mueang Rayong', 'Rayong')"
3830,"('Ban Khai', 'Rayong')","('Klaeng', 'Rayong')"
3831,"('Ban Khai', 'Rayong')","('Wang Chan', 'Rayong')"
3832,"('Ban Khai', 'Rayong')","('Pluak Daeng', 'Rayong')"
3833,"('Ban Khai', 'Rayong')","('Nikhom Phatthana', 'Rayong')"
3834,"('Pluak Daeng', 'Rayong')","('Ban Bueng', 'Chonburi')"
3835,"('Pluak Daeng', 'Rayong')","('Nong Yai', 'Chonburi')"
3836,"('Pluak Daeng', 'Rayong')","('Bang Lamung', 'Chonburi')"
3837,"('Pluak Daeng', 'Rayong')","('Si Racha', 'Chonburi')"
3838,"('Pluak Daeng', 'Rayong')","('Wang Chan', 'Rayong')"
3839,"('Pluak Daeng', 'Rayong')","('Ban Khai', 'Rayong')"
3840,"('Pluak Daeng', 'Rayong')","('Nikhom Phatthana', 'Rayong')"
3841,"('Khao Chamao', 'Rayong')","('Kaeng Hang Maeo', 'Chanthaburi')"
3842,"('Khao Chamao', 'Rayong')","('Na Yai Am', 'Chanthaburi')"
3843,"('Khao Chamao', 'Rayong')","('Tha Takiap', 'Chachoengsao')"
3844,"('Khao Chamao', 'Rayong')","('Bo Thong', 'Chonburi')"
3845,"('Khao Chamao', 'Rayong')","('Klaeng', 'Rayong')"
3846,"('Khao Chamao', 'Rayong')","('Wang Chan', 'Rayong')"
3847,"('Nikhom Phatthana', 'Rayong')","('Bang Lamung', 'Chonburi')"
3848,"('Nikhom Phatthana', 'Rayong')","('Mueang Rayong', 'Rayong')"
3849,"('Nikhom Phatthana', 'Rayong')","('Ban Chang', 'Rayong')"
3850,"('Nikhom Phatthana', 'Rayong')","('Ban Khai', 'Rayong')"
3851,"('Nikhom Phatthana', 'Rayong')","('Pluak Daeng', 'Rayong')"
3852,"('Mueang Lop Buri', 'Lopburi')","('Phatthana Nikhom', 'Lopburi')"
3853,"('Mueang Lop Buri', 'Lopburi')","('Khok Samrong', 'Lopburi')"
3854,"('Mueang Lop Buri', 'Lopburi')","('Tha Wung', 'Lopburi')"
3855,"('Mueang Lop Buri', 'Lopburi')","('Phrom Buri', 'Sing Buri')"
3856,"('Mueang Lop Buri', 'Lopburi')","('Maha Rat', 'Phra Nakhon Si Ayutthaya')"
3857,"('Mueang Lop Buri', 'Lopburi')","('Ban Phraek', 'Phra Nakhon Si Ayutthaya')"
3858,"('Mueang Lop Buri', 'Lopburi')","('Mueang Ang Thong', 'Ang Thong')"
3859,"('Mueang Lop Buri', 'Lopburi')","('Chaiyo', 'Ang Thong')"
3860,"('Mueang Lop Buri', 'Lopburi')","('Ban Mi', 'Lopburi')"
3861,"('Mueang Lop Buri', 'Lopburi')","('Ban Mo', 'Saraburi')"
3862,"('Mueang Lop Buri', 'Lopburi')","('Don Phut', 'Saraburi')"
3863,"('Mueang Lop Buri', 'Lopburi')","('Nong Don', 'Saraburi')"
3864,"('Mueang Lop Buri', 'Lopburi')","('Phra Phutthabat', 'Saraburi')"
3865,"('Phatthana Nikhom', 'Lopburi')","('Mueang Lop Buri', 'Lopburi')"
3866,"('Phatthana Nikhom', 'Lopburi')","('Khok Samrong', 'Lopburi')"
3867,"('Phatthana Nikhom', 'Lopburi')","('Chai Badan', 'Lopburi')"
3868,"('Phatthana Nikhom', 'Lopburi')","('Kaeng Khoi', 'Saraburi')"
3869,"('Phatthana Nikhom', 'Lopburi')","('Chaloem Phra Kiet', 'Saraburi')"
3870,"('Phatthana Nikhom', 'Lopburi')","('Tha Luang', 'Lopburi')"
3871,"('Phatthana Nikhom', 'Lopburi')","('Phra Phutthabat', 'Saraburi')"
3872,"('Phatthana Nikhom', 'Lopburi')","('Muak Lek', 'Saraburi')"
3873,"('Phatthana Nikhom', 'Lopburi')","('Wang Muang', 'Saraburi')"
3874,"('Khok Samrong', 'Lopburi')","('Mueang Lop Buri', 'Lopburi')"
3875,"('Khok Samrong', 'Lopburi')","('Phatthana Nikhom', 'Lopburi')"
3876,"('Khok Samrong', 'Lopburi')","('Chai Badan', 'Lopburi')"
3877,"('Khok Samrong', 'Lopburi')","('Nong Muang', 'Lopburi')"
3878,"('Khok Samrong', 'Lopburi')","('Ban Mi', 'Lopburi')"
3879,"('Khok Samrong', 'Lopburi')","('Sa Bot', 'Lopburi')"
3880,"('Chai Badan', 'Lopburi')","('Phatthana Nikhom', 'Lopburi')"
3881,"('Chai Badan', 'Lopburi')","('Khok Samrong', 'Lopburi')"
3882,"('Chai Badan', 'Lopburi')","('Tha Luang', 'Lopburi')"
3883,"('Chai Badan', 'Lopburi')","('Sa Bot', 'Lopburi')"
3884,"('Chai Badan', 'Lopburi')","('Khok Charoen', 'Lopburi')"
3885,"('Chai Badan', 'Lopburi')","('Lam Sonthi', 'Lopburi')"
3886,"('Chai Badan', 'Lopburi')","('Muak Lek', 'Saraburi')"
3887,"('Chai Badan', 'Lopburi')","('Si Thep', 'Phetchabun')"
3888,"('Tha Wung', 'Lopburi')","('Pho Thong', 'Ang Thong')"
3889,"('Tha Wung', 'Lopburi')","('Mueang Lop Buri', 'Lopburi')"
3890,"('Tha Wung', 'Lopburi')","('Phrom Buri', 'Sing Buri')"
3891,"('Tha Wung', 'Lopburi')","('Ban Phraek', 'Phra Nakhon Si Ayutthaya')"
3892,"('Tha Wung', 'Lopburi')","('Chaiyo', 'Ang Thong')"
3893,"('Tha Wung', 'Lopburi')","('Ban Mi', 'Lopburi')"
3894,"('Tha Wung', 'Lopburi')","('Mueang Sing Buri', 'Sing Buri')"
3895,"('Tha Wung', 'Lopburi')","('Tha Chang', 'Sing Buri')"
3896,"('Tha Wung', 'Lopburi')","('In Buri', 'Sing Buri')"
3897,"('Nong Muang', 'Lopburi')","('Khok Samrong', 'Lopburi')"
3898,"('Nong Muang', 'Lopburi')","('Ban Mi', 'Lopburi')"
3899,"('Nong Muang', 'Lopburi')","('Sa Bot', 'Lopburi')"
3900,"('Nong Muang', 'Lopburi')","('Khok Charoen', 'Lopburi')"
3901,"('Nong Muang', 'Lopburi')","('Takhli', 'Nakhon Sawan')"
3902,"('Nong Muang', 'Lopburi')","('Phaisali', 'Nakhon Sawan')"
3903,"('Nong Muang', 'Lopburi')","('Tak Fa', 'Nakhon Sawan')"
3904,"('Ban Mi', 'Lopburi')","('Mueang Lop Buri', 'Lopburi')"
3905,"('Ban Mi', 'Lopburi')","('Khok Samrong', 'Lopburi')"
3906,"('Ban Mi', 'Lopburi')","('Tha Wung', 'Lopburi')"
3907,"('Ban Mi', 'Lopburi')","('Nong Muang', 'Lopburi')"
3908,"('Ban Mi', 'Lopburi')","('Mueang Sing Buri', 'Sing Buri')"
3909,"('Ban Mi', 'Lopburi')","('In Buri', 'Sing Buri')"
3910,"('Ban Mi', 'Lopburi')","('Takhli', 'Nakhon Sawan')"
3911,"('Ban Mi', 'Lopburi')","('Tak Fa', 'Nakhon Sawan')"
3912,"('Tha Luang', 'Lopburi')","('Phatthana Nikhom', 'Lopburi')"
3913,"('Tha Luang', 'Lopburi')","('Chai Badan', 'Lopburi')"
3914,"('Tha Luang', 'Lopburi')","('Lam Sonthi', 'Lopburi')"
3915,"('Tha Luang', 'Lopburi')","('Muak Lek', 'Saraburi')"
3916,"('Sa Bot', 'Lopburi')","('Khok Samrong', 'Lopburi')"
3917,"('Sa Bot', 'Lopburi')","('Chai Badan', 'Lopburi')"
3918,"('Sa Bot', 'Lopburi')","('Nong Muang', 'Lopburi')"
3919,"('Sa Bot', 'Lopburi')","('Khok Charoen', 'Lopburi')"
3920,"('Sa Bot', 'Lopburi')","('Si Thep', 'Phetchabun')"
3921,"('Khok Charoen', 'Lopburi')","('Chai Badan', 'Lopburi')"
3922,"('Khok Charoen', 'Lopburi')","('Nong Muang', 'Lopburi')"
3923,"('Khok Charoen', 'Lopburi')","('Sa Bot', 'Lopburi')"
3924,"('Khok Charoen', 'Lopburi')","('Phaisali', 'Nakhon Sawan')"
3925,"('Khok Charoen', 'Lopburi')","('Wichian Buri', 'Phetchabun')"
3926,"('Khok Charoen', 'Lopburi')","('Si Thep', 'Phetchabun')"
3927,"('Lam Sonthi', 'Lopburi')","('Chai Badan', 'Lopburi')"
3928,"('Lam Sonthi', 'Lopburi')","('Tha Luang', 'Lopburi')"
3929,"('Lam Sonthi', 'Lopburi')","('Muak Lek', 'Saraburi')"
3930,"('Lam Sonthi', 'Lopburi')","('Wichian Buri', 'Phetchabun')"
3931,"('Lam Sonthi', 'Lopburi')","('Si Thep', 'Phetchabun')"
3932,"('Lam Sonthi', 'Lopburi')","('Thep Sathit', 'Chaiyaphum')"
