,Origin,Destination,Distance
5565,"('Phan', 'Chiang Rai')","('Wang Nuea', 'Lampang')",96.9 km
5566,"('Phan', 'Chiang Rai')","('Mae Lao', 'Chiang Rai')",30.5 km
5567,"('Pa Daet', 'Chiang Rai')","('Mueang Phayao', 'Phayao')",50.2 km
5568,"('Pa Daet', 'Chiang Rai')","('Mueang Phayao', 'Phayao')",29.4 km
5569,"('Pa Daet', 'Chiang Rai')","('Mueang Phayao', 'Phayao')",43.4 km
5570,"('Pa Daet', 'Chiang Rai')","('Mueang Phayao', 'Phayao')",55.2 km
5571,"('Pa Daet', 'Chiang Rai')","('Mueang Phayao', 'Phayao')",55.9 km
5572,"('Pa Daet', 'Chiang Rai')","('Mueang Chiang Rai', 'Chiang Rai')",58.3 km
5573,"('Pa Daet', 'Chiang Rai')","('Thoeng', 'Chiang Rai')",39.2 km
5574,"('Pa Daet', 'Chiang Rai')","('Phan', 'Chiang Rai')",35.4 km
5575,"('Mae Chan', 'Chiang Rai')","('Mueang Chiang Rai', 'Chiang Rai')",28.7 km
5576,"('Mae Chan', 'Chiang Rai')","('Mae Ai', 'Chiang Mai')",70.0 km
5577,"('Mae Chan', 'Chiang Rai')","('Chiang Saen', 'Chiang Rai')",32.8 km
5578,"('Mae Chan', 'Chiang Rai')","('Mae Sai', 'Chiang Rai')",32.6 km
5579,"('Mae Chan', 'Chiang Rai')","('Mae Fa Luang', 'Chiang Rai')",21.2 km
5580,"('Mae Chan', 'Chiang Rai')","('Doi Luang', 'Chiang Rai')",35.5 km
5581,"('Mae Chan', 'Chiang Rai')","('Wiang Chiang Rung', 'Chiang Rai')",37.1 km
5582,"('Chiang Saen', 'Chiang Rai')","('Chiang Khong', 'Chiang Rai')",54.1 km
5583,"('Chiang Saen', 'Chiang Rai')","('Mae Chan', 'Chiang Rai')",32.9 km
5584,"('Chiang Saen', 'Chiang Rai')","('Mae Sai', 'Chiang Rai')",36.1 km
5585,"('Chiang Saen', 'Chiang Rai')","('Doi Luang', 'Chiang Rai')",24.0 km
5586,"('Mae Sai', 'Chiang Rai')","('Mae Chan', 'Chiang Rai')",33.2 km
5587,"('Mae Sai', 'Chiang Rai')","('Chiang Saen', 'Chiang Rai')",36.7 km
5588,"('Mae Sai', 'Chiang Rai')","('Mae Fa Luang', 'Chiang Rai')",27.1 km
5589,"('Mae Suai', 'Chiang Rai')","('Mueang Chiang Rai', 'Chiang Rai')",53.9 km
5590,"('Mae Suai', 'Chiang Rai')","('Mae Ai', 'Chiang Mai')",86.2 km
5591,"('Mae Suai', 'Chiang Rai')","('Phrao', 'Chiang Mai')",92.9 km
5592,"('Mae Suai', 'Chiang Rai')","('Phan', 'Chiang Rai')",49.5 km
5593,"('Mae Suai', 'Chiang Rai')","('Chai Prakan', 'Chiang Mai')",71.4 km
5594,"('Mae Suai', 'Chiang Rai')","('Wiang Pa Pao', 'Chiang Rai')",43.6 km
5595,"('Mae Suai', 'Chiang Rai')","('Fang', 'Chiang Mai')",68.4 km
5596,"('Mae Suai', 'Chiang Rai')","('Mae Lao', 'Chiang Rai')",29.3 km
5597,"('Wiang Pa Pao', 'Chiang Rai')","('Phrao', 'Chiang Mai')",56.3 km
5598,"('Wiang Pa Pao', 'Chiang Rai')","('Phan', 'Chiang Rai')",87.8 km
5599,"('Wiang Pa Pao', 'Chiang Rai')","('Mae Suai', 'Chiang Rai')",38.4 km
5600,"('Wiang Pa Pao', 'Chiang Rai')","('Mueang Pan', 'Lampang')",92.2 km
5601,"('Wiang Pa Pao', 'Chiang Rai')","('Doi Saket', 'Chiang Mai')",84.2 km
5602,"('Wiang Pa Pao', 'Chiang Rai')","('Wang Nuea', 'Lampang')",35.8 km
5603,"('Phaya Mengrai', 'Chiang Rai')","('Mueang Chiang Rai', 'Chiang Rai')",45.3 km
5604,"('Phaya Mengrai', 'Chiang Rai')","('Wiang Chai', 'Chiang Rai')",32.8 km
5605,"('Phaya Mengrai', 'Chiang Rai')","('Chiang Khong', 'Chiang Rai')",65.1 km
5606,"('Phaya Mengrai', 'Chiang Rai')","('Thoeng', 'Chiang Rai')",27.0 km
5607,"('Phaya Mengrai', 'Chiang Rai')","('Khun Tan', 'Chiang Rai')",13.8 km
5608,"('Phaya Mengrai', 'Chiang Rai')","('Doi Luang', 'Chiang Rai')",49.9 km
5609,"('Phaya Mengrai', 'Chiang Rai')","('Wiang Chiang Rung', 'Chiang Rai')",34.3 km
5610,"('Wiang Kaen', 'Chiang Rai')","('Chiang Khong', 'Chiang Rai')",29.7 km
5611,"('Wiang Kaen', 'Chiang Rai')","('Thoeng', 'Chiang Rai')",83.2 km
5612,"('Wiang Kaen', 'Chiang Rai')","('Khun Tan', 'Chiang Rai')",64.1 km
5613,"('Khun Tan', 'Chiang Rai')","('Chiang Khong', 'Chiang Rai')",54.8 km
5614,"('Khun Tan', 'Chiang Rai')","('Thoeng', 'Chiang Rai')",20.2 km
