Order,District Tuple,Lat,Lon
222,"('Mueang Yang', 'Nakhon Ratchasima')",15.423823028908515,102.90082216279563
223,"('Phra Thong Kham', 'Nakhon Ratchasima')",15.306661630221356,101.98164298962551
224,"('Lamtaman Chai', 'Nakhon Ratchasima')",15.352848289124893,102.91746264226322
225,"('Bua Lai', 'Nakhon Ratchasima')",15.662575308618592,102.5268718041768
226,"('Sida', 'Nakhon Ratchasima')",15.542395733134894,102.56597760866444
227,"('Mueang Buri Ram', 'Buri Ram')",14.994052714448165,103.10437310377708
228,"('Khu Mueang', 'Buri Ram')",15.271392074996577,103.0014794710881
229,"('Krasang', 'Buri Ram')",14.922685516480245,103.30181131750489
230,"('Nang Rong', 'Buri Ram')",14.628659876099178,102.79321857378255
231,"('Nong Ki', 'Buri Ram')",14.687971500830006,102.533782981046
232,"('Lahan Sai', 'Buri Ram')",14.412240875934272,102.85953186245165
233,"('Prakhon Chai', 'Buri Ram')",14.605996219998676,103.12109208922702
234,"('Ban Kruat', 'Buri Ram')",14.421212975910498,103.0991560893236
235,"('Phutthaisong', 'Buri Ram')",15.5489806271698,103.02459955270253
236,"('Lam Plai Mat', 'Buri Ram')",15.02545256706907,102.8386904557498
237,"('Satuek', 'Buri Ram')",15.2975010080411,103.29173801391224
238,"('Pakham', 'Buri Ram')",14.438433364901735,102.7255577287262
239,"('Na Pho', 'Buri Ram')",15.644524040195703,102.95149694224033
240,"('Nong Hong', 'Buri Ram')",14.850283149514205,102.68788452752054
241,"('Phlapphla Chai', 'Buri Ram')",14.729983174412649,103.16718820490551
242,"('Huai Rat', 'Buri Ram')",14.960547929416942,103.1889396518237
243,"('Non Din Daeng', 'Buri Ram')",14.57772631782746,102.59897443646796
244,"('Chamni', 'Buri Ram')",14.78829249773925,102.8424022553973
245,"('Ban Mai Chaiyaphot', 'Buri Ram')",15.57259421418616,102.8329059046784
246,"('Non Din Daeng', 'Buri Ram')",14.315894590935404,102.74357430277831
247,"('Ban Dan', 'Buri Ram')",15.107346939980385,103.1746538881074
248,"('Khaen Dong', 'Buri Ram')",15.30998728117148,103.12326374152276
249,"('Chaloem Phra Kiet', 'Nakhon Ratchasima')",15.004871756303812,102.27193723853549
250,"('Chaloem Phra Kiet', 'Nakhon Si Thammarat')",8.17707587034646,100.0357981268808
251,"('Chaloem Phra Kiet', 'Nan')",19.58014831906712,101.08157278276336
252,"('Chaloem Phra Kiet', 'Buri Ram')",14.560683069376523,102.9269975484152
253,"('Chaloem Phra Kiet', 'Saraburi')",14.611471636469345,100.90837243230794
254,"('Mueang Surin', 'Surin')",14.882281392030134,103.49231034025615
255,"('Chumphon Buri', 'Surin')",15.350726865159364,103.38878033556092
256,"('Tha Tum', 'Surin')",15.318649422497176,103.675238102312
257,"('Chom Phra', 'Surin')",15.117501767623162,103.61125529150638
258,"('Prasat', 'Surin')",14.640525552898955,103.4048160486297
259,"('Kap Choeng', 'Surin')",14.474926956412183,103.5943234524926
260,"('Rattanaburi', 'Surin')",15.320269732826512,103.85704993499486
261,"('Sanom', 'Surin')",15.198582525393588,103.7618101213335
262,"('Sikhoraphum', 'Surin')",14.946747667467283,103.7917306862577
263,"('Sangkha', 'Surin')",14.636057271025203,103.85293271342252
264,"('Lamduan', 'Surin')",14.727114908391211,103.67556489956704
265,"('Samrong Thap', 'Surin')",15.02282274101738,103.936083197316
266,"('Buachet', 'Surin')",14.527919347647734,103.9457075172521
267,"('Phanom Dong Rak', 'Surin')",14.445668227631424,103.30466596267068
268,"('Si Narong', 'Surin')",14.767171222836538,103.8749624659013
269,"('Khwao Sinarin', 'Surin')",15.00230328310334,103.59636146510704
270,"('Non Narai', 'Surin')",15.238270868494537,103.91305306719131
271,"('Mueang Si Sa Ket', 'Si Sa Ket')",15.120800307828492,104.32236042405096
272,"('Yang Chum Noi', 'Si Sa Ket')",15.261755255137796,104.40101128249783
273,"('Kanthararom', 'Si Sa Ket')",15.106203222821838,104.57029452444496
274,"('Kantharalak', 'Si Sa Ket')",14.641337232381757,104.6511443278843
275,"('Khukhan', 'Si Sa Ket')",14.71366435883856,104.19839802583014
276,"('Phrai Bueng', 'Si Sa Ket')",14.748230378131067,104.3625669238966
277,"('Prang Ku', 'Si Sa Ket')",14.8574415057693,104.03928428390232
278,"('Khun Han', 'Si Sa Ket')",14.617169293835785,104.4246243948978
279,"('Rasi Salai', 'Si Sa Ket')",15.340377725420344,104.15383067212537
280,"('Uthumphon Phisai', 'Si Sa Ket')",15.111069739267547,104.1399060512133
281,"('Bueng Bun', 'Si Sa Ket')",15.330261900135715,104.04483997566696
282,"('Huai Thap Than', 'Si Sa Ket')",15.051003564763487,104.02328172633555
283,"('Non Khun', 'Si Sa Ket')",14.92808499998356,104.68906590672842
284,"('Si Rattana', 'Si Sa Ket')",14.793245842997344,104.4697070009384
285,"('Nam Kliang', 'Si Sa Ket')",14.927185825366168,104.51312675498522
286,"('Wang Hin', 'Si Sa Ket')",14.947890622911013,104.23076552640173
287,"('Phu Sing', 'Si Sa Ket')",14.54652479104118,104.13157701756768
288,"('Mueang Chan', 'Si Sa Ket')",15.19133083017589,104.05251531792372
289,"('Benchalak', 'Si Sa Ket')",14.795725580706192,104.67013411485422
290,"('Phayu', 'Si Sa Ket')",14.903908044222238,104.3919993774263
291,"('Pho Si Suwan', 'Si Sa Ket')",15.23114614770203,104.07630039244394
292,"('Sila Lat', 'Si Sa Ket')",15.47291546382836,104.0714848637793
293,"('Mueang Ubon Ratchathani', 'Ubon Ratchathani')",15.228788619022716,104.85424213563218
294,"('Si Mueang Mai', 'Ubon Ratchathani')",15.495008930549496,105.27854075575095
295,"('Khong Chiam', 'Ubon Ratchathani')",15.318714722032444,105.49565410188258
296,"('Khueang Nai', 'Ubon Ratchathani')",15.389575738522236,104.5512860523651
297,"('Khemarat', 'Ubon Ratchathani')",16.041048240982605,105.20648553085424
298,"('Det Udom', 'Ubon Ratchathani')",14.903063108364908,105.07618184224324
299,"('Na Chaluai', 'Ubon Ratchathani')",14.521370334749484,105.24593577110224
300,"('Nam Yuen', 'Ubon Ratchathani')",14.488976211826149,105.00077512736593
301,"('Boontharik', 'Ubon Ratchathani')",14.755244087500785,105.41187908640774
302,"('Trakan Phuet Phon', 'Ubon Ratchathani')",15.612146166474387,105.02182828640709
303,"('Kut Khaopun', 'Ubon Ratchathani')",15.791548685847152,104.9966094710858
304,"('Muang Sam Sip', 'Ubon Ratchathani')",15.510421379786004,104.72619941375764
305,"('Warin Chamrap', 'Ubon Ratchathani')",15.202145930085768,104.86741311522138
306,"('Phibun Mangsahan', 'Ubon Ratchathani')",15.244339175638157,105.22900747100944
307,"('Tan Sum', 'Ubon Ratchathani')",15.314583800388284,105.15498064066531
308,"('Pho Sai', 'Ubon Ratchathani')",15.825740218455389,105.2608094463526
309,"('Samrong', 'Ubon Ratchathani')",15.008296895704744,104.78451852504892
310,"('Don Mot Daeng', 'Ubon Ratchathani')",15.378861804286606,105.0271812744026
311,"('Sirindhorn', 'Ubon Ratchathani')",15.201570346551122,105.39813040664458
312,"('Thung Si Udom', 'Ubon Ratchathani')",14.73330571449927,104.90928567453574
313,"('Na Yia', 'Ubon Ratchathani')",15.059660440531616,105.05990092507714
314,"('Na Tan', 'Ubon Ratchathani')",15.904948011035076,105.27649271859984
315,"('Lao Suea Kok', 'Ubon Ratchathani')",15.406723227434725,104.923612888191
316,"('Sawang Wirawong', 'Ubon Ratchathani')",15.24152219470635,105.09210580702968
317,"('Nam Khun', 'Ubon Ratchathani')",14.583872620676315,104.92521994669497
318,"('Mueang Yasothon', 'Yasothon')",15.794913154358296,104.14106832552726
319,"('Sai Mun', 'Yasothon')",15.93968687244468,104.20872463555015
320,"('Kut Chum', 'Yasothon')",16.032819346469893,104.33856131234234
321,"('Kham Khuean Kaeo', 'Yasothon')",15.652889022443675,104.30876711506085
322,"('Pa Tio', 'Yasothon')",15.831342138344864,104.38551034429092
323,"('Maha Chana Chai', 'Yasothon')",15.53247443181377,104.2424645332117
324,"('Kho Wang', 'Yasothon')",15.367671683610611,104.3577867810238
325,"('Loeng Nok Tha', 'Yasothon')",16.207833891283876,104.55497247789016
326,"('Thai Charoen', 'Yasothon')",16.063198915166573,104.44727308459936
327,"('Mueang Chaiyaphum', 'Chaiyaphum')",15.809781485736533,102.02033377050536
328,"('Ban Khwao', 'Chaiyaphum')",15.778334283794903,101.9070222217078
329,"('Khon Sawan', 'Chaiyaphum')",15.931555834516104,102.28118371823965
330,"('Kaset Sombun', 'Chaiyaphum')",16.28032577618898,101.9539288749888
331,"('Nong Bua Daeng', 'Chaiyaphum')",16.081613966033075,101.80247674534564
332,"('Chatturat', 'Chaiyaphum')",15.565579475600195,101.84535767491673
333,"('Bamnet Narong', 'Chaiyaphum')",15.500152458978487,101.68631497804732
334,"('Nong Bua Rawe', 'Chaiyaphum')",15.748656363036124,101.75927734904135
335,"('Thep Sathit', 'Chaiyaphum')",15.392981627997282,101.45110670671998
336,"('Phu Khiao', 'Chaiyaphum')",16.377153931610064,102.12867721901824
337,"('Ban Thaen', 'Chaiyaphum')",16.405160589678573,102.34207585458132
338,"('Kaeng Khro', 'Chaiyaphum')",16.108462946192542,102.25806906439708
339,"('Khon San', 'Chaiyaphum')",16.613829550390115,101.91972859577795
340,"('Phakdi Chumphon', 'Chaiyaphum')",15.904564344320002,101.42148730056888
341,"('Noen Sa-nga', 'Chaiyaphum')",15.564056941046012,102.00183410922186
342,"('Sap Yai', 'Chaiyaphum')",15.64192889723741,101.62955192880756
343,"('Mueang Amnat Charoen', 'Amnat Charoen')",15.858362365704672,104.6292934115028
344,"('Chanuman', 'Amnat Charoen')",16.233505391409377,105.00061290970748
345,"('Pathum Ratchawongsa', 'Amnat Charoen')",15.892361450362804,104.90570859803664
346,"('Phana', 'Amnat Charoen')",15.682104435243655,104.84635306708331
347,"('Senangkhanikhom', 'Amnat Charoen')",16.039679977374963,104.66934188624576
348,"('Hua Taphan', 'Amnat Charoen')",15.697011126657326,104.49160354154284
349,"('Lue Amnat', 'Amnat Charoen')",15.701608616520453,104.6447156969919
350,"('Bueng Kan', 'Bueng Kan')",18.358165680264044,103.65291523513594
351,"('Phon Charoen', 'Bueng Kan')",18.031371200939898,103.70894657106756
352,"('So Phisai', 'Bueng Kan')",18.07762360003581,103.44301306171064
353,"('Seka', 'Bueng Kan')",17.928323185596295,103.95329379751396
354,"('Pak Khat', 'Bueng Kan')",18.298091920478623,103.30538042685968
