province1,province2,Adjacent
สระบุรี,ปทุมธานี,1
สระบุรี,พระนครศรีอยุธยา,1
สระบุรี,ลพบุรี,1
สระบุรี,นครนายก,1
สระบุรี,นครราชสีมา,1
