province1,province2,Adjacent
กาญจนบุรี,อุทัยธานี,1
กาญจนบุรี,ตาก,1
กาญจนบุรี,ราชบุรี,1
กาญจนบุรี,สุพรรณบุรี,1
กาญจนบุรี,นครปฐม,1
