province1,province2,Adjacent
กาฬสินธุ์,ขอนแก่น,1
กาฬสินธุ์,อุดรธานี,1
กาฬสินธุ์,มหาสารคาม,1
กาฬสินธุ์,ร้อยเอ็ด,1
กาฬสินธุ์,สกลนคร,1
กาฬสินธุ์,มุกดาหาร,1
