province1,province2,Adjacent
ตาก,เชียงใหม่,1
ตาก,ลำพูน,1
ตาก,ลำปาง,1
ตาก,แม่ฮ่องสอน,1
ตาก,นครสวรรค์,1
ตาก,อุทัยธานี,1
ตาก,กำแพงเพชร,1
ตาก,สุโขทัย,1
ตาก,กาญจนบุรี,1
