province1,province2,Adjacent
เชียงใหม่,ลำพูน,1
เชียงใหม่,ลำปาง,1
เชียงใหม่,เชียงราย,1
เชียงใหม่,แม่ฮ่องสอน,1
เชียงใหม่,ตาก,1
