province1,province2,Adjacent
ยโสธร,ศรีสะเกษ,1
ยโสธร,อุบลราชธานี,1
ยโสธร,อำนาจเจริญ,1
ยโสธร,ร้อยเอ็ด,1
ยโสธร,มุกดาหาร,1
