province1,province2,Adjacent
มหาสารคาม,บุรีรัมย์,1
มหาสารคาม,สุรินทร์,1
มหาสารคาม,ขอนแก่น,1
มหาสารคาม,ร้อยเอ็ด,1
มหาสารคาม,กาฬสินธุ์,1
