province1,province2,Adjacent
สุโขทัย,ลำปาง,1
สุโขทัย,อุตรดิตถ์,1
สุโขทัย,แพร่,1
สุโขทัย,กำแพงเพชร,1
สุโขทัย,ตาก,1
สุโขทัย,พิษณุโลก,1
