province1,province2,Adjacent
ร้อยเอ็ด,สุรินทร์,1
ร้อยเอ็ด,ศรีสะเกษ,1
ร้อยเอ็ด,ยโสธร,1
ร้อยเอ็ด,มหาสารคาม,1
ร้อยเอ็ด,กาฬสินธุ์,1
ร้อยเอ็ด,มุกดาหาร,1
