province1,province2,Adjacent
สระแก้ว,จันทบุรี,1
สระแก้ว,ฉะเชิงเทรา,1
สระแก้ว,ปราจีนบุรี,1
สระแก้ว,นครราชสีมา,1
สระแก้ว,บุรีรัมย์,1
