province1,province2,Adjacent
อุทัยธานี,ชัยนาท,1
อุทัยธานี,นครสวรรค์,1
อุทัยธานี,ตาก,1
อุทัยธานี,กาญจนบุรี,1
อุทัยธานี,สุพรรณบุรี,1
