province1,province2,Adjacent
อุดรธานี,หนองบัวลำภู,1
อุดรธานี,ขอนแก่น,1
อุดรธานี,เลย,1
อุดรธานี,หนองคาย,1
อุดรธานี,กาฬสินธุ์,1
อุดรธานี,สกลนคร,1
