province1,province2,Adjacent
ลพบุรี,พระนครศรีอยุธยา,1
ลพบุรี,อ่างทอง,1
ลพบุรี,สิงห์บุรี,1
ลพบุรี,สระบุรี,1
ลพบุรี,นครราชสีมา,1
ลพบุรี,ชัยภูมิ,1
ลพบุรี,นครสวรรค์,1
ลพบุรี,เพชรบูรณ์,1
