province1,province2,Adjacent
ศรีสะเกษ,สุรินทร์,1
ศรีสะเกษ,อุบลราชธานี,1
ศรีสะเกษ,ยโสธร,1
ศรีสะเกษ,ร้อยเอ็ด,1
