province1,province2,Adjacent
สิงห์บุรี,อ่างทอง,1
สิงห์บุรี,ลพบุรี,1
สิงห์บุรี,ชัยนาท,1
สิงห์บุรี,นครสวรรค์,1
สิงห์บุรี,สุพรรณบุรี,1
