province1,province2,Adjacent
บุรีรัมย์,สระแก้ว,1
บุรีรัมย์,นครราชสีมา,1
บุรีรัมย์,สุรินทร์,1
บุรีรัมย์,ขอนแก่น,1
บุรีรัมย์,มหาสารคาม,1
