province1,province2,Adjacent
ลำปาง,เชียงใหม่,1
ลำปาง,ลำพูน,1
ลำปาง,แพร่,1
ลำปาง,พะเยา,1
ลำปาง,เชียงราย,1
ลำปาง,ตาก,1
ลำปาง,สุโขทัย,1
