province1,province2,Adjacent
สกลนคร,บึงกาฬ,1
สกลนคร,อุดรธานี,1
สกลนคร,หนองคาย,1
สกลนคร,กาฬสินธุ์,1
สกลนคร,นครพนม,1
สกลนคร,มุกดาหาร,1
