province1,province2,Adjacent
นครราชสีมา,ลพบุรี,1
นครราชสีมา,สระบุรี,1
นครราชสีมา,ปราจีนบุรี,1
นครราชสีมา,นครนายก,1
นครราชสีมา,สระแก้ว,1
นครราชสีมา,บุรีรัมย์,1
นครราชสีมา,ชัยภูมิ,1
นครราชสีมา,ขอนแก่น,1
